,human,continue,create,explain
token_length_mean,5.788732394366197,7.983870967741935,7.933098591549296,7.3895747599451305
token_length_median,5.0,7.0,7.0,6.0
token_length_std,3.631387874132077,4.674313021173252,5.3424057174118325,4.7602839029834705
sentence_length_mean,17.75,11.104477611940299,8.352941176470589,16.568181818181817
sentence_length_median,16.5,9.0,6.0,16.0
sentence_length_std,11.858834025503707,7.45961130666429,7.520099940438747,9.969037810944096
syllables_per_token_mean,1.9593114241001566,2.6760752688172045,2.688380281690141,2.5459533607681757
syllables_per_token_median,1.0,2.0,2.0,2.0
syllables_per_token_std,1.3315375800611813,1.6333775530763686,1.8565848312607551,1.6959204510092025
n_tokens,639,744,568,729
n_unique_tokens,349,537,459,464
proportion_unique_tokens,0.5461658841940532,0.7217741935483871,0.8080985915492958,0.6364883401920439
n_characters,3812,6019,4582,5446
n_sentences,36,67,68,44
first_order_coherence,0.5760315582156181,0.4853916982696815,0.3433747636015291,0.44767577842224476
second_order_coherence,0.5735654447446851,0.500847239104601,0.2183168819809163,0.39621778874702396
passed_quality_check,True,True,True,True
n_stop_words,358.0,257.0,162.0,254.0
alpha_ratio,0.8470744680851063,0.9027946537059538,0.843167701863354,0.8746898263027295
mean_word_length,5.069148936170213,7.313487241798299,7.114906832298137,6.779156327543424
doc_length,752.0,823.0,644.0,806.0
symbol_to_word_ratio_#,0.0,0.0013440860215053765,0.02181818181818182,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.02702702702702703,0.22857142857142856
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.011834319526627219,0.0,0.00351150994927819,0.026277372262773723
duplicate_ngram_chr_fraction_6,0.0,0.0,0.0,0.013625304136253041
duplicate_ngram_chr_fraction_7,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.010957703265395573,0.0031019202363367798,0.0052672649239172845,0.00291970802919708
top_ngram_chr_fraction_3,0.0,0.0,0.0031213421771361686,0.00291970802919708
top_ngram_chr_fraction_4,0.0,0.0,0.0039016777214202106,0.0
oov_ratio,0.023936170212765957,0.04738760631834751,0.09782608695652174,0.12903225806451613
pos_prop_PROPN,0.02526595744680851,0.013365735115431349,0.06987577639751552,0.10918114143920596
pos_prop_NOUN,0.20611702127659576,0.28554070473876064,0.2329192546583851,0.24317617866004962
pos_prop_PUNCT,0.14893617021276595,0.09477521263669501,0.09161490683229814,0.09181141439205956
pos_prop_DET,0.13829787234042554,0.06318347509113001,0.06521739130434782,0.09429280397022333
pos_prop_ADP,0.10106382978723404,0.09477521263669501,0.06832298136645963,0.10049627791563276
pos_prop_CCONJ,0.027925531914893616,0.03523693803159174,0.017080745341614908,0.031017369727047148
pos_prop_ADJ,0.04521276595744681,0.12029161603888214,0.11024844720496894,0.0967741935483871
pos_prop_X,0.0026595744680851063,0.0036452004860267314,0.06521739130434782,0.02357320099255583
pos_prop_VERB,0.08909574468085106,0.08748481166464156,0.07453416149068323,0.06451612903225806
pos_prop_NUM,0.006648936170212766,0.002430133657351154,0.009316770186335404,0.0037220843672456576
pos_prop_PRON,0.07313829787234043,0.024301336573511544,0.017080745341614908,0.02729528535980149
pos_prop_ADV,0.061170212765957445,0.11907654921020656,0.11335403726708075,0.05086848635235732
pos_prop_AUX,0.03590425531914894,0.03766707168894289,0.024844720496894408,0.02357320099255583
pos_prop_SCONJ,0.023936170212765957,0.009720534629404616,0.006211180124223602,0.00620347394540943
pos_prop_PART,0.014627659574468085,0.00850546780072904,0.006211180124223602,0.007444168734491315
dependency_distance_mean,3.021898197514675,2.088823017838268,1.666805548722527,2.5402712604329176
dependency_distance_std,1.2138636597483115,1.0760846158299977,1.1490032763900047,1.1943350936153028
prop_adjacent_dependency_relation_mean,0.41109760923064403,0.4421773228358741,0.3954190401147513,0.4896131241063454
prop_adjacent_dependency_relation_std,0.1234849559553964,0.1530827792379782,0.2004579898656593,0.13586885790264394
flesch_reading_ease,40.90454217736121,7.207125603864711,6.958823529411745,8.300906463478725
flesch_kincaid_grade,14.452374804381847,20.31843444069973,19.390534382767196,20.913840566155383
smog,14.867677710551934,15.998164955769742,14.104676475547343,18.169816216928695
gunning_fog,16.614866979655712,22.721360937249237,21.017232808616406,23.362526499563536
automated_readability_index,14.709929577464784,21.726271064034663,20.11136495443248,21.658988028432468
coleman_liau_index,16.570140845070416,28.47956989247312,27.302957746478878,25.864142661179702
lix,47.32746478873239,64.86791847215535,59.76139188069594,62.93306522010225
rix,5.25,5.970149253731344,4.294117647058823,7.681818181818182
entropy,13.244792327644234,7.194940971422201,4.550504530024936,8.017412379653065
perplexity,565119.4070122978,1332.671657552613,94.68016525264241,3033.3180933475246
per_word_perplexity,751.4885731546512,1.6192851246082782,0.14701889014385466,3.7634219520440753
connectives,26,33,20,23
connectives_cap,3,7,7,3
pos_prop_SPACE,,,0.027950310559006212,0.026054590570719603
