feature,human,create,continue,explain
flesch_reading_ease,-24.045279272357526,-32.24378481337661,-28.004656120456485,-29.585819632436245
flesch_kincaid_grade,22.861680430146897,22.49651154810312,21.020549079939805,22.232073401132226
smog,20.24078914255677,19.01602907376758,17.42702274644414,18.904857062347524
gunning_fog,24.93272481406501,23.903206192895986,22.625849760296095,23.592070634027543
automated_readability_index,23.867207603333544,22.837472508670214,20.942848755377348,22.448313847751162
coleman_liau_index,23.712944114259674,25.991916377369073,25.421727843133564,25.236679180118582
lix,68.7437957353537,64.82292682638638,60.7534715437708,64.72108810660906
rix,10.867865497076023,8.702349624060151,6.993640350877193,8.754623154623156
token_length_mean,6.947151140624074,7.373212905384169,7.348998816962201,7.245167652691498
token_length_median,5.8,6.0,6.0,6.0
token_length_std,4.634897812953527,4.9144083426997325,4.945566456936119,4.8392349899007545
sentence_length_mean,25.152251461988303,19.079279448621556,15.518128654970761,19.507148407148406
sentence_length_median,21.9,19.5,16.5,18.6
sentence_length_std,16.876820141830756,6.827804597914232,5.615179658197755,5.582825453638591
syllables_per_token_mean,2.4273137593196146,2.597084115520399,2.5897016020763735,2.560532671385114
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.7999294986803793,1.8810022749266644,1.8598640078308102,1.9078434738741357
n_tokens,309.2,295.4,253.8,235.2
n_unique_tokens,193.0,180.4,156.0,154.8
proportion_unique_tokens,0.624049591108381,0.6099917909834985,0.6132335597399441,0.6602968276083908
n_characters,2200.6,2215.6,1874.0,1741.8
n_sentences,14.0,15.6,16.6,12.4
n_stop_words,138.2,139.8,118.8,107.2
alpha_ratio,0.8477685929436671,0.8972681760332865,0.8858581839547586,0.8818238769052815
mean_word_length,6.085614912906567,6.722159471833052,6.660595527043607,6.516957639604098
doc_length,361.6,329.4,284.6,267.0
duplicate_ngram_chr_fraction_5,0.034954585625036574,0.0486254496719264,0.06982838570612573,0.03200883002207505
duplicate_ngram_chr_fraction_6,0.04568264193285383,0.0662202380952381,0.06575857646356303,
duplicate_ngram_chr_fraction_7,0.05019607843137255,0.0662202380952381,0.1361372440509131,
top_ngram_chr_fraction_2,0.014629116902173894,0.01670191982395216,0.025203389478104115,0.018997599247220796
top_ngram_chr_fraction_3,0.02013901037226245,0.029888745268582425,0.05121272168402912,0.042812166532261345
top_ngram_chr_fraction_4,0.01962321900067339,0.04322127816771334,,0.02952029520295203
oov_ratio,0.04049748982829268,0.031306462443065015,0.03513032884603666,0.04180281031202522
entropy,5.56733960505362,5.381789686786589,4.524979172886932,4.335803824870325
perplexity,288.5180373395848,258.34555021167824,116.53930245440525,92.02848464464785
per_word_perplexity,0.8003666799179132,0.7704345085435846,0.3767641551372233,0.3225633244376212
first_order_coherence,0.6182691880871379,0.7041503258327861,0.612743162638422,0.6530974992160119
second_order_coherence,0.5741135063328522,0.7104611115887731,0.653135688644873,0.6484098332749968
dependency_distance_mean,3.5447181362727678,3.0999066061488763,2.844295126531894,3.2397978755163805
dependency_distance_std,1.328539350214666,0.926443754786499,0.9057224557418078,0.7467780741279062
prop_adjacent_dependency_relation_mean,0.45034486083532305,0.45609359229407,0.4726605209982163,0.4756403169246468
prop_adjacent_dependency_relation_std,0.09949287644982702,0.1103806733026399,0.0968939906740384,0.07856647850100765
pos_prop_DET,0.10786247471479386,0.1316242438415325,0.11612758683551241,0.11521195929725907
pos_prop_NOUN,0.2302040081834788,0.24330681875905097,0.23848127069831246,0.2345809082390183
pos_prop_PUNCT,0.12751943824246084,0.101549462024858,0.10858626048968574,0.11610542387738573
pos_prop_ADV,0.07970263105452172,0.06332090723739066,0.06768491963573167,0.05423120125939991
pos_prop_VERB,0.051760776730380445,0.07776938243927496,0.08507549900565961,0.07479992356336611
pos_prop_ADJ,0.08355946618517487,0.08939169041413017,0.08689453534946526,0.0950169852451935
pos_prop_PROPN,0.05948730101209439,0.031833054643859,0.03647398196446203,0.04770732560303244
pos_prop_ADP,0.10399242954067386,0.10420584992855694,0.101562413417617,0.10285559105596076
pos_prop_PRON,0.024892171509069937,0.024206449724899853,0.02449070437625016,0.03161000550549181
pos_prop_AUX,0.033276384408460244,0.051593379932656634,0.04677367260574543,0.035667560915928855
pos_prop_NUM,0.019028520499108734,0.0031645569620253164,,0.005178281078974208
pos_prop_CCONJ,0.051624072971421964,0.04793365014626948,0.04200914970051499,0.05131745100343872
pos_prop_SCONJ,0.015629661137241516,0.016512803458404272,0.01954603473459906,0.021957547359246467
pos_prop_PART,0.01052867638963255,0.01763963712377679,0.026428615208894647,0.014592064262220678
pos_prop_X,0.012349099720951481,0.004846369861706458,0.008950190463052255,0.026951373215698918
connectives,13.2,9.8,6.8,9.2
duplicate_ngram_chr_fraction_8,,0.0662202380952381,0.0796900940785832,
