feature,human,create,continue,explain
dependency_distance_mean,2.5539129019731766,2.7423870294420456,2.7381762008291526,2.6626128253451675
dependency_distance_std,0.7525412266902233,0.7145045785908086,0.651505815629737,0.9517041191079156
prop_adjacent_dependency_relation_mean,0.4629953804520096,0.45355759014393976,0.4617942592013907,0.46792863756781067
prop_adjacent_dependency_relation_std,0.07558618669111719,0.07155936398837895,0.06654603290759334,0.07440908285908612
entropy,12.207524352289841,10.46969146114039,9.005612398922768,11.948854641255295
perplexity,271903.82647252985,84696.49308968903,9479.602175498656,213168.19548650985
per_word_perplexity,547.1406872006944,166.4734198501585,24.063584563439537,407.96702276975964
token_length_mean,5.213143262478679,5.600598245936486,5.893755102660334,5.536605927522205
token_length_median,4.2,4.8,5.2,4.8
token_length_std,3.0368566261974594,3.130849392447449,3.2802542905050593,3.1063597616557086
sentence_length_mean,17.590510822510822,19.866306928938506,19.42745098039216,18.44100092810738
sentence_length_median,15.2,18.8,18.7,15.4
sentence_length_std,10.165436132650035,9.375357424649385,7.666920617586269,11.133402170109289
syllables_per_token_mean,1.6078715701496673,1.7250845018324241,1.8080285005144066,1.6767402620286596
syllables_per_token_median,1.0,1.0,1.2,1.0
syllables_per_token_std,0.959358061224988,1.011681637915359,1.080258204288826,0.9790994452324593
n_tokens,421.6,390.8,340.6,415.4
n_unique_tokens,242.2,231.8,208.8,250.2
proportion_unique_tokens,0.5741156267163906,0.601398505549019,0.6135373362871953,0.6013550443943456
n_characters,2264.6,2261.8,2063.2,2384.4
n_sentences,24.6,20.0,17.6,23.6
pos_prop_PRON,0.029036201567475717,0.03313543046765912,0.028788797106247543,0.0161215207382217
pos_prop_AUX,0.04120202220822532,0.03167667856989419,0.03693865234532449,0.028584215288176295
pos_prop_PART,0.012369757866143694,0.014031045556294326,0.019683389438475557,0.011022832393221996
pos_prop_DET,0.07497689161195456,0.07442020536051089,0.06606814376512471,0.0682122665024206
pos_prop_VERB,0.07732924698763473,0.09404781540608553,0.10693834749671524,0.07990241709109666
pos_prop_NOUN,0.2642553627948023,0.26960156641408817,0.271232036410054,0.2874163781775939
pos_prop_PUNCT,0.11893564799885341,0.12441517112877905,0.11232729592378192,0.14332807421091123
pos_prop_PROPN,0.051000390955381135,0.03359296863568763,0.03555620849724177,0.04030488678258916
pos_prop_CCONJ,0.04264724614896197,0.0350637878211897,0.036389983215996596,0.03497799218357604
pos_prop_ADJ,0.12025438182634889,0.12830233513188996,0.13776819017642883,0.119521220881413
pos_prop_ADP,0.10056046316348836,0.10280171773188548,0.10342473046571729,0.10936445558932198
pos_prop_ADV,0.02437753767936363,0.019875220781939158,0.017124976865021818,0.019061012241804124
pos_prop_NUM,0.03139824485060046,0.020726946419580304,0.020143789751781695,0.022990883409882507
pos_prop_SYM,0.011572145534409684,0.003946471495712697,0.02605106033870936,0.010680892079161411
pos_prop_SCONJ,0.005891646275150075,0.012302477695788645,0.009766051056151564,0.006987150090640745
first_order_coherence,0.7193378299838376,0.7399709387432157,0.791009640703814,0.6932503940266104
second_order_coherence,0.6960630522475731,0.7185619595614718,0.7753633813630967,0.7159690325784637
flesch_reading_ease,52.95469668048969,40.72854961210436,34.15692611138321,46.26515789034642
flesch_kincaid_grade,10.243183748545295,12.513856823908622,13.32144218842294,11.387525453900064
smog,12.679375591947636,14.548297395300054,15.202541256203151,13.630916423783423
gunning_fog,13.499682995741585,16.02364898845315,16.996616230366836,14.800389629503604
automated_readability_index,11.919160177529989,14.881971202830101,16.04331202372625,13.867914382683272
coleman_liau_index,13.128174168633318,15.6248985424171,17.324839560183488,15.077084371287748
lix,48.18458856345056,57.50814607731674,61.42654022692193,54.370882370967024
rix,5.380294372294372,7.493035619351408,8.161078431372548,6.630926679517384
n_stop_words,164.6,152.0,125.6,151.2
alpha_ratio,0.8438996827992161,0.8494427191978862,0.8597097654545669,0.8220789496720327
mean_word_length,4.6585021759730925,4.98189466113986,5.292323336695677,4.820703208074149
doc_length,486.6,453.4,389.6,495.0
duplicate_ngram_chr_fraction_5,0.038747723705325435,0.025602036777814127,0.05033071970721118,0.029505582137161084
top_ngram_chr_fraction_2,0.016445179380807133,0.012545233093789679,0.014551689591597907,0.017404140773080397
top_ngram_chr_fraction_3,0.017117655437997904,0.0164148989575226,0.01295288514827341,0.01732382213137066
oov_ratio,0.016831653902592676,0.003933317126166483,0.007729548979736736,0.006943741546063899
connectives,8.2,8.8,6.8,9.0
top_ngram_chr_fraction_4,0.020318725099601594,0.024366344539580934,0.01821856201761772,
pos_prop_INTJ,,,,0.0017699115044247787
duplicate_ngram_chr_fraction_6,0.034262948207171316,0.013990624795816916,0.03559076962864566,0.029505582137161084
pos_prop_X,,0.02214022140221402,0.0026109660574412533,0.027210884353741496
duplicate_ngram_chr_fraction_7,0.034262948207171316,0.012313674659753726,0.00906344410876133,
