feature,human,create,continue,explain
entropy,13.287085817026355,10.143298722130714,10.331801522510862,9.517871607721306
perplexity,782590.6780994234,66150.08644299016,55440.290181332115,19755.148781178174
per_word_perplexity,1546.5130000596487,132.8636013394184,122.55039364617335,47.170219214251276
pos_prop_X,0.023207981742968724,0.012829758713186208,0.015509654708288035,0.004889975550122249
pos_prop_PUNCT,0.14430798971702596,0.10762663843900606,0.09590051792555207,0.10809540070915535
pos_prop_PROPN,0.05234246861818579,0.0615843590470054,0.04138615496968713,0.034827301128343285
pos_prop_AUX,0.04302572597129416,0.017136032641883566,0.030265705282620514,0.030073215464962538
pos_prop_ADV,0.03411889218300952,0.026531659860202377,0.029225481049883865,0.029942972749080605
pos_prop_VERB,0.09209910222322124,0.11873111745790588,0.1187778911900366,0.12493994787460531
pos_prop_ADP,0.1119326019933667,0.12267388999947423,0.12126638900550471,0.12170492267155404
pos_prop_NUM,0.015761448653189312,0.014369381791086312,0.013773862244121601,0.013251931742854597
pos_prop_DET,0.08137132253879417,0.05942325899750619,0.07816356412068833,0.07642812698079407
pos_prop_ADJ,0.09842582707204739,0.10385261400867811,0.10317682365651075,0.10158816313391165
pos_prop_NOUN,0.2137694715790457,0.259699989121889,0.26921991804131484,0.2698943879224544
pos_prop_SCONJ,0.012148797522151271,0.017771713562301655,0.01846691175289436,0.02038512552752362
pos_prop_PRON,0.027834361010198445,0.03442342640587294,0.02962004165681891,0.023081636410168718
pos_prop_CCONJ,0.0323887502452886,0.028457375256799432,0.03302615180257612,0.03121149928846434
pos_prop_PART,0.01566947193516109,0.017454736439839812,0.02485895585551561,0.01576114162980774
n_stop_words,181.0,143.4,155.0,139.6
alpha_ratio,0.8242840649648373,0.8654272513403303,0.890496541876631,0.8851178247016366
mean_word_length,4.6844000400788754,5.5331567080696455,5.383213275726882,5.369445522970958
doc_length,496.8,454.0,421.6,398.2
duplicate_ngram_chr_fraction_5,0.02993355350206521,0.061777682580945015,0.04644760615754563,0.046271468685550494
top_ngram_chr_fraction_2,0.011990794592291668,0.017077114533322158,0.03129659804624659,0.020064614109235393
top_ngram_chr_fraction_3,0.012427205278418004,0.023461805157756678,0.02400472688891725,0.026305160813672897
oov_ratio,0.009996755704065424,0.006590914134700113,0.007161934502311056,0.006413383598071076
first_order_coherence,0.7278805158482421,0.8148617712359607,0.8399172537035013,0.8487599595560301
second_order_coherence,0.7485179807087441,0.7969704054800814,0.8469335063002082,0.8568687947113238
dependency_distance_mean,3.495225937602233,2.991927390940337,2.7977968978601746,3.0105232343608224
dependency_distance_std,1.5533781892954828,0.7505628462805628,0.5215865208519931,0.6135737756212084
prop_adjacent_dependency_relation_mean,0.4380624802877616,0.46335532291051845,0.468234210700051,0.4843951982475483
prop_adjacent_dependency_relation_std,0.06341386845967002,0.0675291529748584,0.05242132079030197,0.06512458450041403
token_length_mean,5.419958322217926,6.172892411809106,5.902817105575795,5.912363067112496
token_length_median,4.6,5.8,5.6,5.6
token_length_std,3.162616607151125,3.315807371633265,3.1919973434787066,3.163510786020164
sentence_length_mean,27.921644385026735,24.08363499245852,21.813970588235293,23.785432462274567
sentence_length_median,26.8,24.2,21.6,23.5
sentence_length_std,15.21212330954874,8.3898012677069,7.067731441587105,6.835418350368215
syllables_per_token_mean,1.6613773354085262,1.8964287046863286,1.7884501524944738,1.7616155212094697
syllables_per_token_median,1.0,1.7,1.2,1.2
syllables_per_token_std,1.0071993148884015,1.1058318880867593,1.0473043772097923,1.025895462067687
n_tokens,413.6,396.6,376.4,353.8
n_unique_tokens,207.0,224.4,193.4,189.4
proportion_unique_tokens,0.5006138635925892,0.5681600657875909,0.5137645730131613,0.5352480624941336
n_characters,2324.8,2506.4,2269.8,2146.6
n_sentences,15.2,16.6,17.4,15.2
flesch_reading_ease,37.94200837363657,21.9522420661912,33.390936951908714,33.6601129564702
flesch_kincaid_grade,14.903693867981037,16.180476362357503,14.021160328846559,14.473381810558829
smog,15.870840073408749,17.007845783813487,15.416947388788241,15.622045816488344
gunning_fog,18.368132850520983,19.440570709461966,17.29798628699915,17.64681474250362
automated_readability_index,18.058825890159802,19.68614075585015,17.27925386137964,18.30994627723714
coleman_liau_index,14.982045887234117,19.259973648036244,17.53176258826835,17.695231077381347
lix,62.895172095681644,70.53234468477717,64.35970021325765,66.74861175125156
rix,9.85524064171123,11.22911771321214,9.323581011351909,10.240678853310431
connectives,7.8,9.4,7.4,9.4
top_ngram_chr_fraction_4,0.011025751599032,0.01785276252035728,0.034034640946401955,0.03657439608102218
duplicate_ngram_chr_fraction_6,0.026673095966966376,0.0879018328140874,0.04838123139125091,0.04296455424274973
pos_prop_SYM,0.0029732073250282407,,0.0022727272727272726,0.0024330900243309003
pos_prop_INTJ,0.0020325203252032522,,,
duplicate_ngram_chr_fraction_7,0.020490303695572632,0.07598587169774998,0.07700240632519766,
duplicate_ngram_chr_fraction_8,,0.05654404040267316,0.037813681677552426,
duplicate_ngram_chr_fraction_9,,0.05654404040267316,,
duplicate_ngram_chr_fraction_10,,0.05393540294763249,,
