human_2018-20-jähriger-FC-Sion-Fan-schuldig-gesprochen_513_de,95.14,42.52
human_2018-Basel-siegt-erst-in-der-Nachspielzeit_588_de,93.9,43.06
human_2018-Belgien-bezwingt-Japan-in-letzter-Sekunde_510_de,99.33,39.41
human_2018-Darum-herrscht-in-Italiens-Regierung-Chaos_514_de,90.43,45.75
human_2018-Die-Hitzewelle-macht-uns-aggressiv_586_de,91.18,43.7
human_2018-Hamilton-triumphiert-in-Singapur_549_de,75.75,49.81
"human_2018-Herr-Nordmann,-werden-die-Stimmbürger-erpresst_601_de",99.69,41.94
human_2018-Mit-2000-Franken-im-Monat-um-die-Welt-fahren_519_de,83.6,47.05
human_2018-Stadtoriginal-muss-Hochhaus-weichen_585_de,104.34,40.9
human_2018-Trump-freut-sich-über-«Big-Deal»-mit-Mexiko_512_de,89.37,45.33
human_2018-«Die-richtigen-Fette-zünden-den-Super-Turbo»_516_de,83.93,46.48
human_2018-«Ein-Teil-des-SCB-wird-für-immer-in-mir-sein»_509_de,88.07,45.39
human_2018-«Es-ist-die-Safari-meines-Lebens»_546_de,105.61,40.02
"human_2018-«Meine-Frau-fand,-ich-sehe-zu-fies-aus»_634_de",86.95,48.0
"human_2018-«Merci-für-alles,-lieber-Alex»_563_de",106.85,41.51
"human_2018-«Nur-eine-Diät,-die-zum--Charakter-passt,-gelingt»_573_de",86.66,46.0
human_2019-Arsenal-stürzt-ohne-Xhaka-in-die-Krise_528_de,99.08,40.32
human_2019-Darum-hält-SNB-Chef-Jordan-die-Füsse-still_534_de,96.21,44.61
human_2019-Das-können-wir-von-Profi-Aufräumern-lernen_577_de,83.41,48.18
human_2019-Deutschland-mit-Gala-zum-Gruppensieg_587_de,90.2,44.62
human_2019-Eiskaltes-Luzern-verschärft-Thuns-Krise_612_de,83.84,47.32
human_2019-Mann-tritt-schwangere-Freundin-in-den-Bauch_501_de,105.67,40.52
human_2019-Nationalrat-stimmt-Kauf-von-Kampfjets-für-6-Mrd-zu_506_de,105.32,38.89
human_2019-Panik-drückt-Börse-tief-ins-Minus_540_de,87.31,44.84
human_2019-USA-betrachten-Israels-Siedlungsbau-als-legal_587_de,101.17,39.57
human_2019-Wonder-Woman-spielt-Orgasmuspionierin_550_de,96.97,42.07
human_2019-Zwischen-zwei-Welten_568_de,90.13,44.63
"human_2019-«Habe-Angst,-dass-die-Welt-in-zwei-Teile-zerbricht»_532_de",97.37,41.31
human_2019-«Maurer-und-Trump-werden-sich-gut-verstehen»_567_de,81.04,47.71
human_2019-«Wir-mussten-sie-auf-den-Balkon-sperren»_524_de,87.62,47.65
human_2020-10-Raubüberfälle-in-einem-Monat-–-was-ist-nur-los_570_de,82.2,50.16
human_2020-14’000-Franken-für-eine-Wohnungsbesichtigung_510_de,87.72,44.9
human_2020-BAG-Direktor-warnt-vor-Flyern-der-Maskengegner_565_de,95.12,43.27
human_2020-BAG-macht-mit-Quarantäneliste-die-Portugiesen-wütend_547_de,90.86,44.95
human_2020-Darum-löschen-gerade-so-viele-ihren-Instagram-Account_605_de,95.66,42.6
human_2020-Das-bedeutet-das-gigantische-EU-Finanzpaket-für-die-Schweiz_520_de,76.92,50.1
human_2020-Das-musst-du-über-einen-allfälligen-Kurz-Lockdown-wissen_537_de,93.72,44.12
human_2020-Das-sind-die-wichtigsten-Antworten-zum-Liga-Neustart_568_de,85.16,48.36
human_2020-Die-acht-Neulinge-der-Hockey-Nati-im-Check_521_de,93.39,45.18
human_2020-Ein-Umsteiger-sucht-den-Weg-in-die-Zukunft_590_de,88.79,44.66
"human_2020-Hertha-im-Höhenflug-–-mit-dem-besten-Labbadia,-den-es-je-gab_522_de",93.7,43.52
"human_2020-Ilir-B.-drohte,-seine-Frau-durch-Stadt-zu-schleifen_548_de",92.21,45.02
human_2020-Ist-die-Quarantäne-Liste-der-Schweiz-unfair_521_de,82.39,46.64
human_2020-Jetzt-schneidet-sich-die-Schweiz-die-Haare-selber_537_de,86.07,45.94
human_2020-Kremlkritiker-Nawalny-soll-in-Berlin-behandelt-werden_516_de,96.31,43.76
human_2020-Mysteriöser-Killer-rettet-eine-kriselnde-Beziehung_506_de,90.08,43.3
human_2020-RB-Leipzig-setzt-Bayern-München-unter-Druck_606_de,94.41,41.61
human_2020-Rocklegende-Eddie-Van-Halen-stirbt-im-Alter-von-65-Jahren_512_de,90.08,45.88
human_2020-Ryan-Reynolds-stirbt-in-«Free-Guy»-spektakulärste-Tode_540_de,93.94,43.83
human_2020-Wie-das-Coronavirus-die-Wirtschaft-beutelt_505_de,87.02,44.91
human_2020-«Das-Testresultat-ist-ein-Game-Changer»_532_de,100.61,41.14
human_2020-«Die-Feinde-Amerikas-sind-auf-der-Flucht»_604_de,89.57,46.81
human_2020-«DieTrauer-um-A.-R.-ist-unermesslich»_547_de,112.81,38.03
"human_2020-«Er-war-intelligent,-hatte-aber-bizarre-Wahnideen»_590_de",112.9,37.65
human_2020-«Es-gibt-in-der-Schweiz-starke-rechtsextreme-Gruppierungen»_569_de,83.48,46.54
human_2020-«Niemand-will-uns-testen-–-das-ist-ein-Witz!»_523_de,88.95,45.33
human_2020-«Stellen-Sie-nicht-Ihr-Leben-auf-den-Kopf»_554_de,79.61,48.92
human_2020-«Virus-führt-zu-einem-kollektiven-Misstrauen»_562_de,82.83,49.15
"human_2020-«Wenn-wir-gendern,-dann-richtig»_571_de",79.95,48.7
human_2020-«Wir-hatten-Angst-vor-genau-solch-einem-Eklat»_511_de,97.88,41.61
human_2021-Am-Tag-des-Terrors-lernten-sie-sich-in-der-kanadischen-Provinz-kennen-und-lieben_506_de,81.51,48.9
human_2021-Anya-Taylor-Joy-rüttelt-in-Thriller-über-Gewalt-an-Frauen-auf_570_de,102.59,41.22
human_2021-Biden-spricht-zum-ersten-Mal-an-UN-Generaldebatte-in-New-York_598_de,94.38,44.12
human_2021-Bund-fürchtet-Infrastruktur-Kollaps-bei-heftiger-Omikron-Welle_506_de,90.04,45.13
human_2021-Coop-holt-sich-das-neue-Cola-Zero-schon-jetzt-aus-Polen_598_de,84.34,46.21
human_2021-Darum-sind-Zoom-Meetings-so-anstrengend_543_de,86.53,47.3
"human_2021-Das-sind-die-Fakten,-Beteiligten-und-Hintergründe-des-Nahostkonflikts_513_de",87.4,46.79
human_2021-Diese-Hollywood-Youngsters-kommen-bald-ganz-gross-raus_554_de,84.83,47.18
human_2021-Diese-Spieler-sind-bisher-die-Entdeckungen-der-EM_533_de,86.11,46.45
human_2021-Drmic-und-Frey-treffen-schon-wieder-–-Xhaka-sieht-bei-Arsenal-Klatsche-Rot_596_de,98.15,41.72
human_2021-Dutzende-Schweizer-warten-auf-Rettung-aus-Covid-Hölle-Balkan_588_de,102.55,39.19
human_2021-Experte-rechnet-mit-grossem-Polizeiaufgebot-bei-Bundesrats-Auftritt_692_de,89.56,45.8
human_2021-Firmen-wollen-kaum-Gebrauch-machen-von-Homeoffice-Lockerungen_528_de,95.95,42.12
human_2021-Geruchssinn-ist-häufiger-bei-mildem-Covid-Verlauf-eingeschränkt_574_de,99.48,40.3
human_2021-Gianluca-Looser-(18)-ist-der-jüngste-Kantonsrat-der-Schweiz_561_de,107.2,41.07
human_2021-Jetzt-kommen-deutsche-Tanktouristen-in-die-Schweiz_509_de,88.55,45.9
"human_2021-Jetzt-warnen-Ärzte-vor-Adidas-,-Nike--und-On-Sneaker_591_de",95.71,43.02
"human_2021-Lissabon-riegelt-Stadt-wegen-Delta-Variante-ab,-Weltärzteverband-warnt_516_de",86.01,45.4
human_2021-Mit-dieser-Flasche-trickst-du-dein-Gehirn-aus_563_de,91.38,43.67
human_2021-Schafft-Loco-Escrito-heute-den-«Best-Hit»-Hattrick_575_de,82.08,48.01
human_2021-So-sehen-die-neuen-Formel-1-Boliden-ab-der-kommenden-Saison-aus_576_de,85.88,44.94
human_2021-Spitäler-kämpfen-mit-8000-Fr-Kopfgeld-und-auf-Social-Media-um-Personal_562_de,88.6,44.96
