lemma,shannon
dies,1.4898487964741864
der,1.5909019841248142
ein,1.5042228821213628
zusätzlich,0.5623351446188083
minimieren,0.6931471805599453
klinisch,0.9502705392332347
pathologisch,0.6730116670092565
verschieden,1.0114042647073516
endokrin,0.5623351446188083
haben,0.5982695885852573
hoch,1.3321790402101223
zeigen,1.329661348854758
fünfjährig,0.6931471805599453
werden,1.0397207708399179
sein,0.6931471805599453
gut,0.5623351446188083
betrachten,0.6931471805599453
wichtig,0.6931471805599453
methodologisch,0.6931471805599453
praktisch,0.6931471805599453
