feature,persona,test,t-statistic,pvalue,bon,bh,reject
proportion_unique_tokens,human-ashuman,t-test,-28.151085726053065,3.818719573516907e-71,2.711290897197004e-69,2.711290897197004e-69,True
mtld,human-ashuman,t-test,-24.996743534306173,3.6806443785056787e-63,2.613257508739032e-61,1.306628754369516e-61,True
mtld,human-asmachine,t-test,-24.99399016609353,3.742208518807543e-63,2.6569680483533556e-61,4.254705828241775e-57,True
proportion_unique_tokens,human-asmachine,t-test,-24.63735746570217,3.234088603781921e-62,2.296202908685164e-60,2.0322608837789957e-53,True
type_token_ratio,human-ashuman,t-test,-24.208378444998825,4.421780126078472e-61,3.139463889515715e-59,1.9846682192389425e-55,True
mean_word_length,human-ashuman,t-test,-23.885990735721307,3.20509285975783e-60,2.275615930428059e-58,2.0270337614645845e-53,True
mean_word_length,human-asmachine,t-test,-23.237029827634426,1.7977630260176515e-58,1.2764117484725326e-56,1.7965011396387148e-38,True
coleman_liau_index,human-ashuman,t-test,-22.54484582797611,1.397653675520382e-56,9.923341096194712e-55,6.034899687058867e-39,True
type_token_ratio,human-asmachine,t-test,-21.853801085193002,1.1449357091712652e-54,8.129043535115983e-53,1.9328093116025846e-36,True
coleman_liau_index,human-asmachine,t-test,-21.80233578249565,1.5933197229854435e-54,1.1312570033196649e-52,2.1600827529469754e-34,True
token_length_mean,human-ashuman,t-test,-21.791064579411305,1.712986277294015e-54,1.2162202568787507e-52,4.0338441551578245e-37,True
token_length_mean,human-asmachine,t-test,-20.781174124006352,1.1992406046324688e-51,8.514608292890528e-50,1.609620360452787e-33,True
lix,human-ashuman,t-test,-16.859493308099378,3.916673174545021e-40,2.780837953926965e-38,3.990586359900414e-33,True
rix,human-ashuman,t-test,-16.78010775292992,6.7998869713339344e-40,4.827919749647094e-38,4.175078263098863e-33,True
syllables_per_token_mean,human-asmachine,t-test,-16.642505593724874,1.7711983066860567e-39,1.2575507977471003e-37,1.9904231108418548e-32,True
flesch_reading_ease,human-ashuman,t-test,16.53405638695019,3.7702315334644384e-39,2.676864388759751e-37,4.0823955530838994e-33,True
syllables_per_token_mean,human-ashuman,t-test,-16.22466329089123,3.268442745795605e-38,2.3205943495148794e-36,1.62560673544314e-29,True
flesch_reading_ease,human-asmachine,t-test,16.202713312103235,3.8105707983081157e-38,2.705505266798762e-36,6.631243731095006e-25,True
automated_readability_index,human-ashuman,t-test,-16.131980695655233,6.249617705174094e-38,4.437228570673607e-36,2.271222286675953e-28,True
lix,human-asmachine,t-test,-15.936888041337392,2.4500399724539808e-37,1.7395283804423262e-35,1.3833838834122074e-23,True
automated_readability_index,human-asmachine,t-test,-15.250665503323049,3.0423700745732046e-35,2.1600827529469752e-33,3.4777629830014785e-23,True
rix,human-asmachine,t-test,-15.236286466900939,3.366607041410613e-35,2.3902909994015352e-33,6.192856921073281e-21,True
yules_k,human-ashuman,mannwhitneyu,0.0,2.562143669163401e-34,1.8191220051060147e-32,7.62046070022073e-23,True
yules_k,human-asmachine,mannwhitneyu,2.0,2.7204851162582318e-34,1.9315444325433447e-32,1.7791824462428955e-16,True
per_word_perplexity,human-ashuman,mannwhitneyu,9965.0,7.30670741953597e-34,5.187762267870539e-32,4.1141041479052706e-22,True
perplexity,human-ashuman,mannwhitneyu,9961.0,8.232548687800576e-34,5.845109568338409e-32,1.233489056557297e-19,True
entropy,human-ashuman,mannwhitneyu,9961.0,8.232548687800576e-34,5.845109568338409e-32,2.658550501373405e-19,True
token_length_median,human-ashuman,mannwhitneyu,483.0,9.199764626667942e-34,6.531832884934239e-32,1.3250489481163479e-18,True
per_word_perplexity,human-asmachine,mannwhitneyu,9920.0,2.7812320592454983e-33,1.974674762064304e-31,2.665194886444004e-12,True
token_length_median,human-asmachine,mannwhitneyu,542.0,3.852812641765573e-33,2.7354969756535566e-31,4.0968453807885134e-12,True
perplexity,human-asmachine,mannwhitneyu,9906.0,4.20511924825744e-33,2.985634666262782e-31,5.917560962903222e-12,True
entropy,human-asmachine,mannwhitneyu,9906.0,4.20511924825744e-33,2.985634666262782e-31,1.2084887982160774e-11,True
flesch_kincaid_grade,human-ashuman,t-test,-13.585752647394722,3.892297817258222e-30,2.7635314502533377e-28,4.312827107793938e-13,True
syllables_per_token_std,human-ashuman,t-test,-13.50937619862021,6.678110524099134e-30,4.741458472110385e-28,6.673824630771103e-13,True
syllables_per_token_std,human-asmachine,t-test,-13.289417277357593,3.1593396346305946e-29,2.2431311405877223e-27,1.594268624662148e-08,True
gunning_fog,human-ashuman,t-test,-13.196765240466735,6.077918795330014e-29,4.31532234468431e-27,1.0123275925670453e-12,True
flesch_kincaid_grade,human-asmachine,t-test,-12.070292351280335,1.6811603825311283e-25,1.1936238715971011e-23,4.136420162967134e-08,True
gunning_fog,human-asmachine,t-test,-11.707237939445209,2.1226341119870093e-24,1.5070702195107766e-22,5.626814099698192e-07,True
n_stop_words,human-asmachine,t-test,11.619990925430255,3.896856009611852e-24,2.766767766824415e-22,8.020813161480552e-07,True
pos_prop_ADJ,human-ashuman,t-test,-11.598953249158575,4.511096294723458e-24,3.2028783692536555e-22,7.674358736655711e-09,True
token_length_std,human-asmachine,t-test,-11.480352270852025,1.0286341217328316e-23,7.303302264303105e-22,6.746851276205678e-06,True
pos_prop_PUNCT,human-ashuman,t-test,11.474414270444461,1.0719292524301973e-23,7.6106976922544005e-22,2.8288437137181494e-08,True
token_length_std,human-ashuman,t-test,-11.429974261085608,1.459195132988002e-23,1.0360285444214815e-21,4.712500672352651e-08,True
n_stop_words,human-ashuman,t-test,11.354141909717839,2.4685999451419268e-23,1.752705961050768e-21,1.3467689933042356e-06,True
alpha_ratio,human-ashuman,t-test,-11.149712157304167,1.015036984912684e-22,7.206762592880056e-21,3.448101860539394e-06,True
pos_prop_AUX,human-ashuman,t-test,11.098159611055367,1.4486282210934052e-22,1.0285260369763177e-20,1.4308502344203874e-05,True
pos_prop_PUNCT,human-asmachine,t-test,10.722031192741555,1.9189134121635517e-21,1.3624285226361217e-19,0.004022983343555107,True
alpha_ratio,human-asmachine,t-test,-10.520432298495436,7.595572568379755e-21,5.392856523549626e-19,0.019101097308285592,True
sentence_length_mean,human-ashuman,mannwhitneyu,1244.5,4.5170021789422144e-20,3.2070715470489722e-18,0.0010769789075135042,True
n_sentences,human-ashuman,mannwhitneyu,8715.5,1.0109980779870695e-19,7.178086353708193e-18,0.03694538769327919,True
top_ngram_chr_fraction_2,human-ashuman,mannwhitneyu,8646.0,5.225545147501091e-19,3.710137054725774e-17,0.04028607255462258,True
prop_adjacent_dependency_relation_mean,human-ashuman,mannwhitneyu,1431.0,2.800920489799325e-18,1.9886535477575208e-16,0.144480548722325,True
top_ngram_chr_fraction_2,human-asmachine,mannwhitneyu,8424.0,6.014137846454857e-17,4.270037870982949e-15,0.21008561029037068,True
n_unique_tokens,human-ashuman,mannwhitneyu,1925.0,5.79385846691665e-14,4.1136395115108216e-12,0.20619513602573417,True
oov_ratio,human-asmachine,mannwhitneyu,1948.5,8.395266106769287e-14,5.960638935806193e-12,0.2283956169843367,True
sentence_length_mean,human-asmachine,mannwhitneyu,1946.5,8.672348877594509e-14,6.157367703092102e-12,0.3064089740180935,True
pos_prop_NOUN,human-ashuman,t-test,-7.987348906021298,1.1075693880337075e-13,7.863742655039323e-12,0.32415625663769543,True
top_ngram_chr_fraction_3,human-ashuman,mannwhitneyu,7909.0,1.185129106595409e-13,8.414416656827403e-12,0.3899259257158648,True
second_order_coherence,human-ashuman,mannwhitneyu,1992.0,2.004553444467605e-13,1.4232329455719995e-11,0.38331701172068133,True
sentence_length_median,human-ashuman,t-test,-7.813605607983052,3.1959160203692607e-13,2.269100374462175e-11,1.040172031539323,True
first_order_coherence,human-ashuman,mannwhitneyu,2034.0,4.296729002134073e-13,3.0506775915151916e-11,1.1498993715733046,True
duplicate_ngram_chr_fraction_5,human-ashuman,mannwhitneyu,7580.0,5.132928638368117e-13,3.644379333241363e-11,,True
n_unique_tokens,human-asmachine,mannwhitneyu,2046.5,5.362703856726928e-13,3.807519738276119e-11,,True
top_ngram_chr_fraction_3,human-asmachine,mannwhitneyu,7822.0,9.674915599514622e-13,6.869190075655382e-11,,True
prop_adjacent_dependency_relation_mean,human-asmachine,mannwhitneyu,2086.0,1.0886007282658608e-12,7.729065170687612e-11,,True
duplicate_ngram_chr_fraction_5,human-asmachine,mannwhitneyu,7539.0,1.731061428502189e-12,1.229053614236554e-10,,True
n_sentences,human-asmachine,mannwhitneyu,7862.0,2.5837238007042235e-12,1.8344438984999987e-10,,True
doc_length,human-ashuman,mannwhitneyu,7857.5,2.9315127213907047e-12,2.0813740321874003e-10,,True
dependency_distance_std,human-ashuman,mannwhitneyu,7857.0,2.9614735629966698e-12,2.1026462297276355e-10,,True
pos_prop_ADJ,human-asmachine,t-test,-7.338668840170642,5.4467100764668275e-12,3.8671641542914475e-10,,True
sentence_length_median,human-asmachine,mannwhitneyu,2224.0,1.141210229489863e-11,8.102592629378027e-10,,True
pos_prop_PROPN,human-ashuman,mannwhitneyu,7634.0,1.237462459244038e-10,8.785983460632671e-09,,True
dependency_distance_std,human-asmachine,mannwhitneyu,7511.0,8.56276636159914e-10,6.079564116735389e-08,,True
