feature,persona,test,t-statistic,pvalue,bon,bh,reject
sentence_length_std,human-continue,t-test,16.383113995721438,2.0824168894746404e-39,1.499340160421741e-37,1.499340160421741e-37,True
proportion_unique_tokens,human-explain,t-test,16.04647395918559,2.3722582739190844e-38,1.7080259572217407e-36,3.410921016923548e-32,True
pos_prop_VERB,human-continue,t-test,-15.356791067212901,3.5232018825056735e-36,2.536705355404085e-34,4.6230531322067436e-33,True
proportion_unique_tokens,human-continue,t-test,14.806455093714463,1.9262721384194764e-34,1.386915939662023e-32,5.078910813463442e-33,True
dependency_distance_mean,human-continue,t-test,14.753997731263258,2.8216171185908013e-34,2.031564325385377e-32,6.943959975871154e-29,True
pos_prop_VERB,human-explain,t-test,-14.587564876765157,9.474780602565411e-34,6.821842033847096e-32,1.7036350677959252e-23,True
proportion_unique_tokens,human-create,t-test,14.496989161490914,1.831935580814458e-33,1.3189936181864097e-31,2.3321395702941017e-22,True
sentence_length_std,human-explain,mannwhitneyu,10973.0,4.0161451790549605e-33,2.8916245289195717e-31,6.879545182082329e-22,True
TTR,human-create,t-test,13.47176379278256,3.1801567263280514e-30,2.289712842956197e-28,1.0731788224818948e-18,True
sentence_length_mean,human-continue,t-test,13.414457841003555,4.822194427688301e-30,3.4719799879355766e-28,7.256622955410568e-22,True
pos_prop_PUNCT,human-continue,t-test,12.734807655836622,6.64678080899176e-28,4.785682182474067e-26,2.6769218669900967e-19,True
alpha_ratio,human-continue,mannwhitneyu,765.5,1.6986018952190393e-27,1.2229933645577083e-25,3.267837941520908e-19,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,810.5,4.318464606622929e-27,3.1092945167685088e-25,8.136508337624222e-15,True
alpha_ratio,human-explain,mannwhitneyu,836.0,9.458555242526827e-27,6.810159774619316e-25,8.182361441594789e-13,True
TTR,human-explain,mannwhitneyu,10365.5,2.1711142921004995e-26,1.5632022903123597e-24,2.0275186263331056e-12,True
sentence_length_std,human-create,mannwhitneyu,10303.0,9.64537326133755e-26,6.944668748163036e-24,9.150833178752084e-12,True
alpha_ratio,human-create,mannwhitneyu,977.0,2.723085519474523e-25,1.9606215740216564e-23,2.2713145877267954e-11,True
rix,continue-create,t-test,-11.84268600463294,4.068737306434275e-25,2.929490860632678e-23,0.007177549680094288,True
pos_prop_PUNCT,human-create,mannwhitneyu,10206.0,9.386104832164696e-25,6.757995479158581e-23,3.6458040721059696e-10,True
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,1055.0,1.4196958898299378e-24,1.0221810406775552e-22,2.5100507570558956e-09,True
dependency_distance_mean,continue-explain,t-test,-11.419396325379537,8.30234101909795e-24,5.977685533750525e-22,0.01258654046027505,True
sentence_length_mean,continue-explain,t-test,-11.319399775201187,1.687068546965145e-23,1.2146893538149045e-21,0.01244117795665764,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,1240.0,2.26735791556371e-23,1.6324976992058713e-21,1.1485428437204349e-07,True
dependency_distance_std,human-explain,mannwhitneyu,10053.0,3.089371985791349e-23,2.2243478297697714e-21,7.097290197767471e-08,True
TTR,human-continue,mannwhitneyu,10026.0,5.653203390290221e-23,4.0703064410089594e-21,3.5961799651167764e-09,True
rix,human-continue,t-test,11.136196247385747,6.161319065163298e-23,4.436149726917574e-21,4.055236592939274e-09,True
second_order_coherence,human-explain,t-test,-11.10562979806929,7.643939091202588e-23,5.5036361456658635e-21,7.562088826748082e-06,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,1243.5,1.0078642993625789e-22,7.256622955410568e-21,3.943269426351211e-09,True
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,1481.5,4.259659936381457e-22,3.066955154194649e-20,1.8030523613407487e-06,True
duplicate_ngram_chr_fraction_6,human-explain,mannwhitneyu,1418.5,1.3278713541627918e-21,9.560673749972101e-20,4.8786336789581436e-05,True
pos_prop_PUNCT,human-explain,mannwhitneyu,9820.0,5.054568569613379e-21,3.639289370121633e-19,0.00017169628265717766,True
first_order_coherence,human-explain,t-test,-10.37337358172719,1.2764799471429034e-20,9.190655619428904e-19,0.00017481263403287996,True
n_sentences,human-continue,t-test,-10.204706207283895,4.08974174123487e-20,2.9446140536891065e-18,2.2848674640860444e-07,True
dependency_distance_std,human-continue,t-test,10.1630742944289,5.446396569201512e-20,3.921405529825089e-18,1.3464152471753787e-06,True
