feature,persona,test,t-statistic,pvalue,bon,bh,reject
mean_word_length,human-continue,t-test,-20.588825827099797,4.234628410603171e-51,2.9642398874222197e-49,2.9642398874222197e-49,True
lix,human-create,t-test,-19.7263888899602,1.2776475277397987e-48,8.943532694178592e-47,4.227193426690475e-45,True
coleman_liau_index,human-continue,t-test,-19.41052989398351,1.0560210498169303e-47,7.392147348718511e-46,6.769225451461385e-45,True
coleman_liau_index,human-create,t-test,-19.048104985984967,1.2077695504829928e-46,8.45438685338095e-45,4.333538004593297e-42,True
lix,human-continue,t-test,-18.9182807054902,2.901096622054879e-46,2.0307676354384155e-44,6.478941030091357e-38,True
token_length_mean,human-continue,t-test,-18.22652751698848,3.184950576186937e-44,2.229465403330856e-42,2.8700665227887693e-37,True
flesch_reading_ease,human-create,t-test,18.1402237772119,5.742898718284756e-44,4.0200291027993294e-42,9.570671806972427e-39,True
token_length_mean,human-create,t-test,-17.926730813693112,2.47630743119617e-43,1.733415201837319e-41,3.378129370078721e-36,True
mean_word_length,human-create,t-test,-17.383433709004674,1.0401619307041072e-41,7.281133514928751e-40,3.2943413578389852e-34,True
syllables_per_token_mean,human-create,t-test,-16.870768323522608,3.6216493886745013e-40,2.5351545720721507e-38,3.573238285587712e-33,True
automated_readability_index,human-create,t-test,-16.7309565691642,9.570671806972426e-40,6.699470264880699e-38,1.4801331535923572e-29,True
flesch_reading_ease,human-continue,t-test,16.504656659013598,4.627815021493826e-39,3.2394705150456782e-37,5.420921802825197e-27,True
automated_readability_index,human-continue,t-test,-16.26531365855282,2.460057019533231e-38,1.7220399136732617e-36,3.337507257126883e-24,True
coleman_liau_index,human-explain,t-test,-15.981056922958453,1.7978753392853279e-37,1.2585127374997296e-35,3.591006239910793e-19,True
flesch_kincaid_grade,human-create,t-test,-15.872019432197943,3.860719280089967e-37,2.7025034960629766e-35,3.8625482324325524e-21,True
pos_prop_VERB,human-continue,t-test,-15.723916943285829,1.0913239310319722e-36,7.639267517223806e-35,8.155812928048553e-23,True
syllables_per_token_mean,human-continue,t-test,-15.398477253624021,1.074799413072537e-35,7.523595891507759e-34,7.009589505914091e-21,True
lix,human-explain,t-test,-15.31017825791899,2.0008892366269757e-35,1.400622465638883e-33,2.0933617338123926e-14,True
gunning_fog,human-create,t-test,-15.203687990976745,4.235581745792981e-35,2.9649072220550866e-33,1.315882047639833e-18,True
token_length_mean,human-explain,t-test,-15.098107421830813,8.912792675291962e-35,6.238954872704373e-33,5.16787947363521e-13,True
second_order_coherence,human-continue,t-test,-15.019009919976172,1.5566385079348258e-34,1.089646955554378e-32,2.5661552072815364e-14,True
MTLD,human-create,mannwhitneyu,23.0,5.104626122268161e-34,3.5732382855877126e-32,3.51549432790516e-14,True
mean_word_length,human-explain,t-test,-14.717618273675074,1.305483813046736e-33,9.138386691327152e-32,2.4421602856597235e-10,True
MTLD,human-continue,mannwhitneyu,65.0,1.783462230583336e-33,1.2484235614083353e-31,7.308116515824877e-13,True
Yules,human-explain,t-test,-14.359127080714606,1.6429509119419538e-32,1.1500656383593678e-30,2.370459142180273e-09,True
automated_readability_index,human-explain,t-test,-14.223221968895702,4.29367843093066e-32,3.005574901651462e-30,4.016396694467947e-09,True
MTLD,human-explain,mannwhitneyu,243.0,3.186344706426277e-31,2.230441294498394e-29,9.236367699068517e-09,True
rix,human-explain,t-test,-13.752865936505746,1.194336542381021e-30,8.360355796667146e-29,2.037904488984471e-08,True
Yules,human-create,mannwhitneyu,313.0,2.3259235270737042e-30,1.628146468951593e-28,5.5683988162594446e-08,True
first_order_coherence,human-continue,t-test,-13.608661402125799,3.3103808367947495e-30,2.3172665857563248e-28,5.988771211344819e-08,True
flesch_reading_ease,human-explain,t-test,13.496683799324705,7.304843538185726e-30,5.113390476730008e-28,2.7689211511202758e-06,True
rix,human-create,mannwhitneyu,425.0,5.264362534597173e-29,3.685053774218021e-27,1.2960029294828688e-06,True
rix,human-continue,mannwhitneyu,530.5,9.293008804843195e-28,6.505106163390237e-26,1.536902637592231e-05,True
syllables_per_token_mean,human-explain,t-test,-12.612006124146793,3.750891944565822e-27,2.625624361196075e-25,9.450008194691165e-05,True
pos_prop_PART,continue-explain,t-test,12.232208858153554,5.406403851562069e-26,3.784482696093448e-24,0.19281529534047204,True
pos_prop_AUX,human-create,t-test,12.089989689658152,1.4645988469465467e-25,1.0252191928625827e-23,2.6986210175232546e-05,True
flesch_kincaid_grade,human-explain,t-test,-12.028609935742042,2.2506139557614923e-25,1.5754297690330445e-23,0.0020696119220355263,True
token_length_median,human-create,mannwhitneyu,1035.0,3.6196780800281157e-25,2.533774656019681e-23,3.193451589015395e-05,True
flesch_kincaid_grade,human-continue,mannwhitneyu,779.0,6.19822776323564e-25,4.338759434264948e-23,8.396508748924309e-05,True
token_length_median,human-continue,mannwhitneyu,1175.0,9.307333289393893e-24,6.515133302575725e-22,0.0001660469987868626,True
gunning_fog,human-continue,mannwhitneyu,904.0,1.421324293093795e-23,9.949270051656565e-22,0.0009396603961097359,True
Yules,human-continue,mannwhitneyu,915.0,1.8641858121253835e-23,1.3049300684877685e-21,0.0018628092958797374,True
gunning_fog,human-explain,t-test,-11.011786892935756,2.626743899567423e-22,1.838720729697196e-20,0.026666833743583297,True
pos_prop_VERB,human-create,mannwhitneyu,1072.0,8.276889069498325e-22,5.793822348648828e-20,0.0027398509443586137,True
alpha_ratio,human-continue,t-test,-10.739534346318669,1.702328880007708e-21,1.1916302160053954e-19,0.045655791876738586,True
token_length_median,human-explain,mannwhitneyu,1507.5,1.8858628090378768e-21,1.3201039663265139e-19,0.05805763312673531,True
pos_prop_NUM,human-create,mannwhitneyu,8850.5,5.102017183693169e-21,3.5714120285852183e-19,0.007097623689821842,True
n_characters,human-create,mannwhitneyu,1186.0,1.1867516852707001e-20,8.307261796894901e-19,0.015454958451348838,True
n_unique_tokens,human-create,mannwhitneyu,1247.5,4.814883871169515e-20,3.37041870981866e-18,0.044002832411284554,True
n_characters,human-explain,mannwhitneyu,1265.0,7.182012479821586e-20,5.02740873587511e-18,0.2365107377647543,True
pos_prop_NUM,human-explain,mannwhitneyu,8728.0,8.411405835037901e-20,5.887984084526531e-18,0.5755856355932348,True
sentence_length_median,human-create,mannwhitneyu,1343.0,3.5716798435938323e-19,2.5001758905156827e-17,0.19607884142496998,True
n_characters,human-continue,mannwhitneyu,1339.0,3.7511083051669825e-19,2.6257758136168878e-17,0.2017831665211401,True
pos_prop_VERB,human-explain,mannwhitneyu,1341.0,3.921455528018789e-19,2.7450188696131525e-17,0.6797371865295778,True
pos_prop_PUNCT,continue-explain,t-test,-9.885048723328806,5.530076571117665e-19,3.871053599782366e-17,0.8513856972913106,True
pos_prop_AUX,human-explain,t-test,9.70831469014747,1.7959687681016716e-18,1.2571781376711702e-16,0.7116339968854851,True
sentence_length_median,human-continue,mannwhitneyu,1422.5,1.8666351875166144e-18,1.30664463126163e-16,0.339390862238296,True
pos_prop_AUX,continue-create,t-test,9.573933382976785,4.377251216281803e-18,3.064075851397262e-16,0.6144223950131582,True
alpha_ratio,continue-explain,mannwhitneyu,8407.0,8.547007684644249e-17,5.982905379250974e-15,1.0465281404300777,True
sentence_length_mean,human-create,mannwhitneyu,1642.5,2.3548782001121835e-16,1.6484147400785283e-14,0.6938950219888148,True
pos_prop_NOUN,human-continue,t-test,-8.560004893539551,3.1196102297858083e-15,2.183727160850066e-13,,True
n_unique_tokens,human-explain,t-test,-8.473635578387496,5.382930172660438e-15,3.7680511208623066e-13,,True
pos_prop_DET,human-create,t-test,8.422652531018068,7.41944482685623e-15,5.193611378799361e-13,,True
sentence_length_mean,human-continue,mannwhitneyu,1818.5,7.698465621844609e-15,5.388925935291226e-13,,True
n_unique_tokens,human-continue,mannwhitneyu,1819.5,7.818516663459815e-15,5.47296166442187e-13,,True
dependency_distance_std,human-continue,mannwhitneyu,8178.0,8.23756201005363e-15,5.766293407037541e-13,,True
pos_prop_CCONJ,human-create,t-test,8.359189106660535,1.1048696459130504e-14,7.734087521391352e-13,,True
pos_prop_PART,continue-create,t-test,8.262184755093429,2.0253640167708745e-14,1.4177548117396122e-12,,True
second_order_coherence,continue-explain,mannwhitneyu,8069.0,6.502722989442135e-14,4.551906092609495e-12,,True
pos_prop_NOUN,human-explain,t-test,-7.97064206478434,1.2269874266568575e-13,8.588911986598002e-12,,True
first_order_coherence,continue-explain,mannwhitneyu,8034.0,1.2438981498031604e-13,8.707287048622123e-12,,True
connectives,human-explain,t-test,-7.940391350478655,1.476536992467203e-13,1.0335758947270421e-11,,True
second_order_coherence,human-explain,t-test,-7.870256228257544,2.2650740126159725e-13,1.5855518088311807e-11,,True
pos_prop_PUNCT,human-continue,t-test,7.853667623539139,2.505639948282815e-13,1.7539479637979705e-11,,True
prop_adjacent_dependency_relation_mean,human-create,t-test,-7.724451588182245,5.480199222293255e-13,3.836139455605279e-11,,True
prop_adjacent_dependency_relation_mean,human-continue,t-test,-7.643479604680646,8.919127654325699e-13,6.24338935802799e-11,,True
sentence_length_median,human-explain,t-test,-7.5524981243250515,1.5368370592713903e-12,1.0757859414899732e-10,,True
connectives,human-continue,mannwhitneyu,2149.0,2.9466730467044972e-12,2.0626711326931482e-10,,True
first_order_coherence,continue-create,mannwhitneyu,7715.0,3.298713831369266e-11,2.3090996819584862e-09,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,7712.0,3.466575629511287e-11,2.426602940657901e-09,,True
MTLD,explain-create,mannwhitneyu,2303.5,4.4765136309421495e-11,3.1335595416595047e-09,,True
second_order_coherence,continue-create,mannwhitneyu,7673.0,6.578866378160872e-11,4.605206464712611e-09,,True
per_word_perplexity,explain-create,mannwhitneyu,7667.0,7.254623016581062e-11,5.078236111606744e-09,,True
pos_prop_CCONJ,human-explain,t-test,6.872297477003951,8.024240938596233e-11,5.6169686570173634e-09,,True
syllables_per_token_std,human-create,t-test,-6.852312718761362,8.98449090811645e-11,6.2891436356815156e-09,,True
perplexity,explain-create,mannwhitneyu,7600.0,2.1310149157946089e-10,1.4917104410562263e-08,,True
entropy,explain-create,mannwhitneyu,7600.0,2.1310149157946089e-10,1.4917104410562263e-08,,True
pos_prop_AUX,continue-explain,t-test,6.668502615782742,2.5181007116835946e-10,1.7626704981785163e-08,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,7568.0,3.5324030232191273e-10,2.4726821162533893e-08,,True
oov_ratio,human-continue,t-test,6.545375424465323,4.975614807754246e-10,3.482930365427972e-08,,True
pos_prop_DET,human-continue,t-test,6.4927784074826675,6.640220997617685e-10,4.648154698332379e-08,,True
pos_prop_NOUN,human-create,t-test,-6.476391851944357,7.262824355492142e-10,5.0839770488444994e-08,,True
first_order_coherence,human-explain,t-test,-6.448307784025712,8.46592550778669e-10,5.926147855450683e-08,,True
pos_prop_PRON,explain-create,t-test,-6.416695616000317,1.0055294317964958e-09,7.03870602257547e-08,,True
pos_prop_ADJ,human-create,t-test,-6.364790526503712,1.33226844065638e-09,9.325879084594661e-08,,True
n_tokens,human-explain,mannwhitneyu,2525.5,1.491804486516666e-09,1.0442631405616662e-07,,True
Yules,continue-create,mannwhitneyu,2528.0,1.552302645232968e-09,1.0866118516630776e-07,,True
pos_prop_PRON,continue-explain,mannwhitneyu,7454.5,2.0213364394420826e-09,1.4149355076094578e-07,,True
pos_prop_DET,explain-create,t-test,6.26221517107727,2.313507330134858e-09,1.6194551310944004e-07,,True
n_tokens,human-create,mannwhitneyu,2575.5,3.1617829432969315e-09,2.2132480603078522e-07,,True
prop_adjacent_dependency_relation_mean,human-explain,t-test,-6.181236441337479,3.562598969640714e-09,2.4938192787484996e-07,,True
doc_length,human-explain,mannwhitneyu,2640.0,8.151617955937884e-09,5.706132569156518e-07,,True
Yules,explain-create,t-test,-5.9610857673945015,1.1314622949991216e-08,7.920236064993851e-07,,True
alpha_ratio,continue-create,mannwhitneyu,7307.5,1.731383061439684e-08,1.2119681430077789e-06,,True
pos_prop_VERB,continue-explain,t-test,5.829157259740879,2.2322828900028615e-08,1.562598023002003e-06,,True
syllables_per_token_median,human-create,t-test,-5.82272355423483,2.30690808102177e-08,1.614835656715239e-06,,True
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,7283.0,2.4464952980832335e-08,1.7125467086582635e-06,,True
n_tokens,human-continue,mannwhitneyu,2720.5,2.5666162334334937e-08,1.7966313634034456e-06,,True
pos_prop_CCONJ,continue-create,t-test,5.634700957477361,5.967212005780814e-08,4.17704840404657e-06,,True
pos_prop_ADV,human-continue,mannwhitneyu,2834.0,1.215320123747573e-07,8.507240866233012e-06,,True
gunning_fog,explain-create,t-test,-5.440464910811349,1.5580346888461094e-07,1.0906242821922766e-05,,True
flesch_kincaid_grade,explain-create,t-test,-5.405051491283195,1.8513893446364122e-07,1.2959725412454885e-05,,True
sentence_length_mean,human-explain,t-test,-5.4016375448471035,1.8823597276688552e-07,1.3176518093681987e-05,,True
doc_length,human-create,mannwhitneyu,2868.0,1.9068272383628552e-07,1.3347790668539987e-05,,True
