feature,persona,test,t-statistic,pvalue,bon,bh,reject
lix,human-create,t-test,-33.009377469929774,1.949060398703625e-82,1.3643422790925374e-80,1.3643422790925374e-80,True
automated_readability_index,human-create,t-test,-31.78747929230829,1.049360885763871e-79,7.345526200347098e-78,3.672763100173549e-78,True
flesch_reading_ease,human-create,t-test,28.671671943729002,2.0658802568631883e-72,1.4461161798042318e-70,4.820387266014106e-71,True
lix,human-explain,t-test,-28.58275539737377,3.3921789457643175e-72,2.3745252620350222e-70,2.4313530251795732e-64,True
mean_word_length,human-create,t-test,-27.81038640095341,2.6221909280743525e-70,1.8355336496520468e-68,3.892897950012747e-68,True
automated_readability_index,human-explain,t-test,-27.476831801160813,1.7530423844770673e-69,1.2271296691339472e-67,3.465960892392653e-61,True
coleman_liau_index,human-create,t-test,-27.396197639605415,2.7806413928662484e-69,1.9464489750063738e-67,1.4752539679549262e-56,True
lix,human-continue,t-test,-26.951646265316445,3.5887194524485574e-68,2.51210361671399e-66,1.8763210790357723e-53,True
mean_word_length,human-continue,t-test,-26.66231327872338,1.921175159353737e-67,1.344822611547616e-65,1.008085110072309e-43,True
coleman_liau_index,human-continue,t-test,-26.238409473175185,2.286707836299792e-66,1.6006954854098545e-64,1.7932985219313677e-33,True
Yules,human-explain,t-test,-26.027661630527042,7.899269338853468e-66,5.529488537197427e-64,1.7058826606525808e-45,True
automated_readability_index,human-continue,t-test,-25.95337117563629,1.2244536786068353e-65,8.571175750247848e-64,2.4877213503796724e-33,True
coleman_liau_index,human-explain,t-test,-25.93197951037302,1.389344585816899e-65,9.725412100718293e-64,1.3793826976915788e-33,True
flesch_reading_ease,human-explain,t-test,24.963982547024433,4.484035921623709e-63,3.138825145136596e-61,3.597052866657313e-33,True
mean_word_length,human-explain,t-test,-24.65134824962031,2.9708236220508453e-62,2.0795765354355917e-60,3.6234886725261993e-31,True
token_length_mean,human-create,t-test,-24.326408839544687,2.1481932811751772e-61,1.503735296822624e-59,2.3014558128684313e-33,True
flesch_kincaid_grade,human-explain,t-test,-24.301999460308675,2.49372965100716e-61,1.745610755705012e-59,3.32775942813716e-30,True
flesch_reading_ease,human-continue,t-test,23.869653663283334,3.5447456595924067e-60,2.4813219617146847e-58,6.843240426547557e-31,True
token_length_mean,human-continue,t-test,-23.795020103725488,5.618379554834385e-60,3.93286568838407e-58,4.5118783394126756e-30,True
proportion_unique_tokens,human-continue,t-test,-23.465988299515065,4.316016853063372e-59,3.02121179714436e-57,4.718040921026934e-30,True
token_length_mean,human-explain,t-test,-23.27656409322223,1.4045373622930913e-58,9.831761536051639e-57,7.285406986169606e-28,True
gunning_fog,human-explain,t-test,-22.984198431356337,8.756108756325393e-58,6.1292761294277755e-56,4.709569797960789e-27,True
proportion_unique_tokens,human-create,t-test,-22.901170038605805,1.4752539679549262e-57,1.0326777775684483e-55,1.4920120266541448e-31,True
TTR,human-continue,t-test,-21.756122306211257,2.1443669474694542e-54,1.5010568632286179e-52,5.973598614112503e-29,True
TTR,human-create,t-test,-21.17084891322202,9.435284463627273e-53,6.60469912453909e-51,3.4605510093372727e-31,True
n_unique_tokens,human-create,t-test,-20.0908569657092,1.1324273255554645e-49,7.926991278888252e-48,4.591120221383876e-30,True
n_unique_tokens,human-explain,t-test,-19.796119802220787,8.02711885044773e-49,5.618983195313411e-47,1.946000264164914e-24,True
syllables_per_token_mean,human-create,t-test,-19.248826601785133,3.1268062347813284e-47,2.18876436434693e-45,7.82260593906277e-28,True
syllables_per_token_mean,human-explain,t-test,-18.929976767422158,2.6806727524540555e-46,1.876470926717839e-44,9.695944371645746e-24,True
syllables_per_token_mean,human-continue,t-test,-18.35835121807087,1.2961094272358258e-44,9.07276599065078e-43,3.8005581807817474e-22,True
proportion_unique_tokens,human-explain,t-test,-15.933429990040572,2.510144374461124e-37,1.7571010621227868e-35,3.4220995041703153e-22,True
pos_prop_ADV,human-create,t-test,-15.545720483190165,3.815957124015947e-36,2.671169986811163e-34,2.312400055727432e-25,True
rix,human-create,mannwhitneyu,0.0,2.561566425151177e-34,1.793096497605824e-32,2.3201598395872983e-24,True
MTLD,human-create,mannwhitneyu,0.0,2.5617107242843606e-34,1.7931975069990524e-32,2.7153062291874756e-23,True
MTLD,human-explain,mannwhitneyu,0.0,2.5617107242843606e-34,1.7931975069990524e-32,8.633551946200113e-20,True
MTLD,human-continue,mannwhitneyu,0.0,2.5618550313305253e-34,1.7932985219313677e-32,6.828524311460377e-18,True
Yules,human-continue,mannwhitneyu,0.0,2.561999346290125e-34,1.7933995424030875e-32,1.339362465521461e-17,True
Yules,human-create,mannwhitneyu,0.0,2.561999346290125e-34,1.7933995424030875e-32,4.2673058400984857e-20,True
flesch_kincaid_grade,human-create,mannwhitneyu,11.0,3.564352686139979e-34,2.4950468802979855e-32,5.309007038797689e-19,True
rix,human-continue,mannwhitneyu,17.0,4.2646651720794385e-34,2.985265620455607e-32,1.401823110306572e-16,True
gunning_fog,human-create,mannwhitneyu,24.0,5.260470429413558e-34,3.68232930058949e-32,1.4972889429629006e-17,True
pos_prop_CCONJ,human-create,t-test,14.826293872846342,6.061924003085257e-34,4.24334680215968e-32,3.3769491836369934e-14,True
rix,human-explain,mannwhitneyu,34.5,7.1941057333146255e-34,5.035874013320238e-32,2.4863705902058645e-09,True
flesch_kincaid_grade,human-continue,mannwhitneyu,57.0,1.4066334977822515e-33,9.84643448447576e-32,3.0581916450851977e-10,True
gunning_fog,human-continue,mannwhitneyu,78.0,2.6214844821689157e-33,1.835039137518241e-31,3.7632926769383626e-10,True
pos_prop_DET,human-create,t-test,14.611513531720757,2.761716048278012e-33,1.9332012337946084e-31,7.3279821060273e-10,True
token_length_median,human-create,mannwhitneyu,269.5,3.2508483722725634e-33,2.275593860590794e-31,4.976881918584693e-09,True
pos_prop_PUNCT,human-continue,t-test,14.557317754647737,4.0497951362415586e-33,2.834856595369091e-31,2.0173760464626128e-08,True
sentence_length_median,human-create,mannwhitneyu,128.0,1.0375557863225775e-32,7.262890504258042e-31,1.500123989150508e-08,True
alpha_ratio,human-create,t-test,-14.420320316784581,1.0661249466831142e-32,7.4628746267818e-31,3.995669584163797e-08,True
token_length_median,human-continue,mannwhitneyu,367.5,2.8235007798936656e-32,1.976450545925566e-30,5.906990427477511e-07,True
pos_prop_PUNCT,human-create,t-test,14.252476605968976,3.491522273421465e-32,2.4440655913950252e-30,4.632618282483619e-08,True
sentence_length_mean,human-create,mannwhitneyu,178.0,4.9023252304350473e-32,3.431627661304533e-30,1.6707828705225994e-07,True
pos_prop_VERB,human-continue,mannwhitneyu,188.0,6.549321971991301e-32,4.5845253803939106e-30,0.00031833317315161096,True
per_word_perplexity,human-create,mannwhitneyu,9810.0,6.93936505651917e-32,4.857555539563419e-30,0.0002900787539486349,True
pos_prop_ADV,human-explain,t-test,-14.139423066700232,7.764618583984713e-32,5.435233008789299e-30,0.003294166107315883,True
pos_prop_VERB,human-create,mannwhitneyu,210.0,1.2359110747633117e-31,8.651377523343182e-30,0.002420992637043338,True
pos_prop_DET,human-continue,t-test,14.023708735099943,1.7596903953979433e-31,1.2317832767785603e-29,0.047146001886790335,True
pos_prop_VERB,human-explain,mannwhitneyu,273.0,7.4961242640975415e-31,5.247286984868279e-29,0.01056567474008012,True
token_length_median,human-explain,mannwhitneyu,515.0,8.081701468333102e-31,5.657191027833172e-29,0.5125220364597443,True
alpha_ratio,human-continue,t-test,-13.749320577778311,1.2246526921262978e-30,8.572568844884084e-29,0.43354347874543747,True
sentence_length_median,human-continue,mannwhitneyu,297.5,1.348011691721981e-30,9.436081842053867e-29,1.014649873706778,True
TTR,human-explain,t-test,-13.73480267157728,1.3570335779313861e-30,9.499235045519703e-29,,True
perplexity,human-create,mannwhitneyu,9698.0,1.70527322508544e-30,1.1936912575598078e-28,,True
entropy,human-create,mannwhitneyu,9698.0,1.70527322508544e-30,1.1936912575598078e-28,,True
pos_prop_ADV,human-continue,t-test,-13.667550669288778,2.183134293265989e-30,1.5281940052861923e-28,,True
per_word_perplexity,human-continue,mannwhitneyu,9686.0,2.392534110270904e-30,1.6747738771896328e-28,,True
sentence_length_mean,human-continue,mannwhitneyu,326.5,3.4000453306636795e-30,2.3800317314645756e-28,,True
sentence_length_median,human-explain,mannwhitneyu,353.5,6.527105589403092e-30,4.5689739125821645e-28,,True
second_order_coherence,human-explain,t-test,-13.51245646577291,6.534299566797561e-30,4.574009696758292e-28,,True
n_unique_tokens,human-continue,mannwhitneyu,391.0,2.0480909534100008e-29,1.4336636673870005e-27,,True
