feature,persona,test,t-statistic,pvalue,bon,bh,reject
MTLD,human-explain,t-test,-46.55935263244656,3.8055862137680216e-163,2.7019662117752953e-161,2.7019662117752953e-161,True
proportion_unique_tokens,human-create,t-test,-45.89059467321578,4.891597857190069e-161,3.473034478604949e-159,1.632163667043097e-151,True
MTLD,human-create,t-test,-43.42103021683065,4.597644132515766e-153,3.264327334086194e-151,8.719525344277908e-138,True
MTLD,human-continue,t-test,-41.55769448459463,7.535370825473432e-147,5.3501132860861366e-145,7.184392496964829e-107,True
proportion_unique_tokens,human-continue,t-test,-40.4138297423461,6.01810106487314e-143,4.2728517560599297e-141,2.852759883659076e-106,True
mean_word_length,human-explain,t-test,-39.549413580626606,5.935125554434692e-140,4.213939143648631e-138,1.287864004966238e-103,True
TTR,human-create,t-test,-39.3223537735836,3.684306483497708e-139,2.6158576032833724e-137,7.76960590921812e-120,True
entropy,human-continue,t-test,37.412251318044675,2.212543317065007e-132,1.570905755116155e-130,4.046076823724374e-94,True
coleman_liau_index,human-explain,t-test,-37.17436692993356,1.5949566452030653e-131,1.1324192180941764e-129,6.158866321460875e-66,True
token_length_mean,human-explain,t-test,-36.71096245412383,7.631885318865318e-130,5.418638576394375e-128,2.3811435437872242e-63,True
entropy,human-create,t-test,36.50031472685133,4.4676970383790355e-129,3.1720648972491152e-127,2.4901797211421398e-80,True
coleman_liau_index,human-create,t-test,-35.909667356829516,6.5283816777541e-127,4.635150991205411e-125,1.4161822035728928e-69,True
token_length_mean,human-create,t-test,-35.59908339769627,9.134664647140725e-126,6.485611899469915e-124,1.1150990676468152e-66,True
mean_word_length,human-create,t-test,-34.28044315177137,7.660174840074204e-121,5.438724136452684e-119,2.4499343122729666e-66,True
mean_word_length,human-continue,t-test,-30.98363282853825,4.04754506871258e-108,2.8737569987859317e-106,3.269990921400553e-65,True
pos_prop_DET,human-continue,t-test,30.807593644321084,2.0089858335627297e-107,1.426379941829538e-105,3.302352826983762e-65,True
coleman_liau_index,human-continue,t-test,-30.77104453466118,2.803112883533629e-107,1.9902101473088766e-105,2.5378457316613585e-61,True
entropy,human-explain,t-test,30.435654585680087,6.003722208438965e-106,4.262642767991665e-104,6.916291796252822e-62,True
syllables_per_token_mean,human-explain,t-test,-30.11987870227853,1.088335778844708e-104,7.727184029797427e-103,5.231725166660269e-61,True
flesch_reading_ease,human-create,t-test,30.073733402226626,1.6637329353246652e-104,1.1812503840805123e-102,2.127359789739449e-62,True
token_length_mean,human-continue,t-test,-29.99499168781154,3.434482717496507e-104,2.43848272942252e-102,9.597625976641183e-56,True
pos_prop_DET,human-create,t-test,29.786633629631126,2.3460754208155197e-103,1.665713548779019e-101,2.0647327509391313e-60,True
syllables_per_token_mean,human-create,t-test,-28.775706449645895,2.822602471965664e-99,2.0040477550956214e-97,4.800668280948479e-60,True
lix,human-continue,t-test,-27.74604841311939,4.558959801379576e-95,3.236861458979499e-93,2.5411168678432848e-51,True
pos_prop_DET,human-explain,t-test,27.407096690661547,1.1358481731917394e-93,8.06452202966135e-92,1.400660727273789e-48,True
automated_readability_index,human-continue,t-test,-27.196297656541763,8.443201487901401e-93,5.994673056409995e-91,1.00317711763157e-48,True
flesch_reading_ease,human-continue,t-test,26.37334037984825,2.223099071975032e-89,1.5784003411022727e-87,1.1348131239168296e-46,True
flesch_kincaid_grade,human-continue,t-test,-24.91384970100356,3.0488699478498755e-83,2.164697662973412e-81,1.0375119408898672e-45,True
syllables_per_token_std,human-create,t-test,-24.41841422786409,3.8580249200793716e-81,2.739197693256354e-79,1.466605808149394e-44,True
syllables_per_token_mean,human-continue,t-test,-23.473222802791355,4.173207577899433e-77,2.962977380308597e-75,1.0733880542791625e-43,True
syllables_per_token_std,human-explain,t-test,-22.341973682062424,3.0439288857943993e-72,2.1611895089140237e-70,3.793723563619304e-42,True
TTR,explain-create,t-test,-22.210872240963518,1.1196048829341128e-71,7.949194668832201e-70,0.0007430868031349465,True
n_unique_tokens,human-create,t-test,-21.902941622560913,2.393547386320382e-70,1.6994186442874712e-68,5.4210323962002165e-31,True
n_stop_words,human-create,t-test,21.22573889979298,2.0417306872406474e-67,1.4496287879408597e-65,3.0422207886073644e-27,True
Yules,human-create,mannwhitneyu,0.0,4.830856390397399e-67,3.4299080371821533e-65,4.846998116908344e-26,True
Yules,human-continue,mannwhitneyu,0.0,4.830856390397399e-67,3.4299080371821533e-65,2.2829251260368177e-27,True
Yules,human-explain,mannwhitneyu,32.0,7.807013646922236e-67,5.542979689314787e-65,1.050865856020204e-31,True
TTR,human-continue,mannwhitneyu,71.0,1.399356173340702e-66,9.935428830718985e-65,5.308441078431613e-26,True
per_word_perplexity,human-continue,mannwhitneyu,39822.0,6.908431524085676e-66,4.90498638210083e-64,1.7234226806230042e-25,True
perplexity,human-continue,mannwhitneyu,39817.0,7.441921863625379e-66,5.283764523174019e-64,2.950031174241191e-23,True
perplexity,human-create,mannwhitneyu,39799.0,9.72564491065295e-66,6.905207886563594e-64,3.3592574240653324e-19,True
per_word_perplexity,human-create,mannwhitneyu,39795.0,1.0321285322704192e-65,7.328112579119977e-64,1.7908891304027604e-15,True
token_length_median,human-create,mannwhitneyu,1557.5,5.249056650306083e-65,3.726830221717319e-63,1.1158680309986148e-13,True
token_length_median,human-explain,mannwhitneyu,1697.0,3.353723301108767e-64,2.3811435437872243e-62,1.0755641420201374e-10,True
prop_adjacent_dependency_relation_mean,human-explain,t-test,-20.467528294100063,3.969719876599835e-64,2.8185011123858828e-62,1.5561677373380187e-10,True
per_word_perplexity,human-explain,mannwhitneyu,39532.0,5.008704854767246e-64,3.5561804468847447e-62,2.342011247732477e-10,True
automated_readability_index,human-explain,mannwhitneyu,472.0,5.3112285345154495e-64,3.770972259505969e-62,5.472497659233075e-09,True
lix,human-explain,mannwhitneyu,500.0,8.004547114346628e-64,5.683228451186106e-62,1.1642026515342026e-08,True
rix,human-explain,mannwhitneyu,539.0,1.415244283048091e-63,1.0048234409641445e-61,1.5867837730953663e-07,True
token_length_std,human-create,t-test,-20.29081732438776,2.32238440808111e-63,1.648892929737588e-61,1.654237151143091e-09,True
perplexity,human-explain,mannwhitneyu,39416.0,2.7304799809105574e-63,1.9386407864464957e-61,1.650695262066292e-05,True
flesch_reading_ease,human-explain,mannwhitneyu,39389.0,4.046167074764611e-63,2.8727786230828735e-61,3.870321027483834e-05,True
lix,human-create,mannwhitneyu,613.0,4.1656869589968466e-63,2.9576377408877612e-61,0.00012530365156005477,True
automated_readability_index,human-create,mannwhitneyu,638.0,5.992562787998448e-63,4.2547195794788984e-61,0.00026373992726957837,True
rix,human-create,mannwhitneyu,706.5,1.6184930343922674e-62,1.1491300544185099e-60,0.0002947675019939162,True
flesch_kincaid_grade,human-explain,mannwhitneyu,712.0,1.7534260891908565e-62,1.244932523325508e-60,0.00030102185886826747,True
syllables_per_token_std,human-continue,t-test,-19.964337294494477,6.076532033555365e-62,4.3143377438243094e-60,0.004581551638613138,True
token_length_median,human-continue,mannwhitneyu,2107.0,8.925811518991947e-62,6.337326178484283e-60,0.029033273620579,True
gunning_fog,human-explain,mannwhitneyu,856.0,1.400039129106269e-61,9.940277816654511e-60,0.01323490516974252,True
rix,human-continue,mannwhitneyu,869.0,1.686427558551683e-61,1.1973635665716948e-59,0.03862563117932171,True
TTR,human-explain,t-test,-19.76220936999858,4.586423231770251e-61,3.256360494556878e-59,0.097111641172732,True
flesch_kincaid_grade,human-create,mannwhitneyu,962.0,6.39776345361421e-61,4.542412052066089e-59,0.19247247415237917,True
pos_prop_AUX,human-create,t-test,19.640099174400692,1.555146062842465e-60,1.1041537046181502e-58,0.3582886438823798,True
gunning_fog,human-create,mannwhitneyu,1095.0,4.2544314097517105e-60,3.0206463009237146e-58,0.4549754532450385,True
gunning_fog,human-continue,mannwhitneyu,1218.0,2.4248928763877764e-59,1.7216739422353213e-57,0.6210851636964799,True
pos_prop_ADJ,human-create,t-test,-18.953282901915347,1.4900693162233774e-57,1.057949214518598e-55,,True
pos_prop_PUNCT,human-explain,mannwhitneyu,38332.5,1.2742176120225707e-56,9.046945045360252e-55,,True
n_stop_words,human-continue,t-test,18.658138404746015,2.8387344437952794e-56,2.0155014550946482e-54,,True
prop_adjacent_dependency_relation_mean,human-continue,t-test,-18.129897412198208,5.502582119851083e-54,3.906833305094269e-52,,True
proportion_unique_tokens,human-explain,t-test,-18.11131228328693,6.621389772497319e-54,4.701186738473097e-52,,True
n_sentences,human-continue,mannwhitneyu,37651.5,9.106636859934565e-53,6.465712170553541e-51,,True
sentence_length_mean,human-explain,mannwhitneyu,2430.0,3.720834797775042e-52,2.6417927064202796e-50,,True
sentence_length_mean,human-continue,mannwhitneyu,2493.5,8.589690820878709e-52,6.098680482823884e-50,,True
TTR,continue-explain,t-test,17.621358556498095,8.651311805927617e-52,6.142431382208608e-50,,True
proportion_unique_tokens,explain-create,t-test,-17.270535296437718,2.806546092368487e-50,1.992647725581626e-48,,True
pos_prop_VERB,human-continue,t-test,-17.2684858238656,2.864099821507398e-50,2.0335108732702528e-48,,True
pos_prop_VERB,human-explain,t-test,-17.086069105006697,1.742124366329309e-49,1.2369083000938093e-47,,True
sentence_length_median,human-continue,t-test,-17.010605837364274,3.6736063462564535e-49,2.608260505842082e-47,,True
token_length_std,human-explain,t-test,-16.980798735156004,4.9319039692739044e-49,3.501651818184472e-47,,True
sentence_length_mean,human-create,mannwhitneyu,2997.0,5.8781082006293746e-49,4.173456822446856e-47,,True
prop_adjacent_dependency_relation_mean,human-create,t-test,-16.836781917256896,2.0445343682959616e-48,1.4516194014901328e-46,,True
token_length_std,human-continue,t-test,-16.527243029887074,4.315486527571042e-47,3.0639954345754397e-45,,True
n_sentences,human-create,mannwhitneyu,36625.5,5.23492722710772e-47,3.716798331246481e-45,,True
alpha_ratio,human-explain,mannwhitneyu,3403.0,9.903976094291702e-47,7.031823026947109e-45,,True
n_unique_tokens,human-explain,t-test,-16.35871396985888,2.260949115512965e-46,1.6052738720142052e-44,,True
pos_prop_ADJ,human-continue,t-test,-16.29827692557414,4.091596386607927e-46,2.905033434491628e-44,,True
Yules,explain-create,mannwhitneyu,3562.0,7.132452475652077e-46,5.064041257712975e-44,,True
n_unique_tokens,human-continue,t-test,-16.10086530904519,2.8315573361867766e-45,2.0104057086926113e-43,,True
pos_prop_NOUN,human-explain,t-test,-16.07366627436473,3.6950160077137497e-45,2.623461365476762e-43,,True
sentence_length_median,human-create,mannwhitneyu,3747.0,5.990361751596116e-45,4.253156843633243e-43,,True
n_characters,human-explain,t-test,-15.932782143639628,1.464528859774731e-44,1.039815490440059e-42,,True
pos_prop_AUX,human-explain,t-test,15.92778546853235,1.5377630646359563e-44,1.091811775891529e-42,,True
pos_prop_PUNCT,human-continue,mannwhitneyu,36098.5,4.535442482869701e-44,3.220164162837488e-42,,True
sentence_length_median,human-explain,mannwhitneyu,4217.5,1.6564145136929355e-42,1.1760543047219842e-40,,True
pos_prop_ADJ,human-explain,t-test,-15.141449822784747,3.18123636239168e-41,2.2586778172980928e-39,,True
pos_prop_NOUN,human-create,t-test,-14.9308778225311,2.417326321766315e-40,1.7163016884540837e-38,,True
proportion_unique_tokens,continue-explain,t-test,14.703135648045295,2.148184497543173e-39,1.5252109932556529e-37,,True
top_ngram_chr_fraction_2,human-continue,mannwhitneyu,34935.0,3.584880699133494e-38,2.5452652963847806e-36,,True
first_order_coherence,human-explain,mannwhitneyu,5087.0,4.5899847306696126e-38,3.258889158775425e-36,,True
pos_prop_NOUN,human-continue,t-test,-14.119012172513504,5.566541327764758e-37,3.9522443427129786e-35,,True
second_order_coherence,human-explain,mannwhitneyu,5436.0,2.2037409067603227e-36,1.564656043799829e-34,,True
n_sentences,human-explain,t-test,13.948638096058017,2.7778490511754556e-36,1.9722728263345736e-34,,True
pos_prop_PUNCT,explain-create,t-test,-13.46332389503037,2.6085101979071475e-34,1.8520422405140746e-32,,True
alpha_ratio,explain-create,t-test,13.236999777885444,2.126799156152654e-33,1.5100274008683843e-31,,True
pos_prop_AUX,human-continue,t-test,13.225904568441289,2.3564312419623363e-33,1.6730661817932587e-31,,True
top_ngram_chr_fraction_2,human-create,mannwhitneyu,33878.0,3.415053864889466e-33,2.424688244071521e-31,,True
n_stop_words,human-explain,t-test,13.117468117099323,6.407560905158555e-33,4.549368242662574e-31,,True
alpha_ratio,human-continue,mannwhitneyu,6245.5,1.234771833281601e-32,8.766880016299366e-31,,True
pos_prop_VERB,human-create,t-test,-12.953450235924937,2.891859659006849e-32,2.053220357894863e-30,,True
dependency_distance_std,human-explain,mannwhitneyu,33610.0,5.476343193344726e-32,3.888203667274755e-30,,True
pos_prop_CCONJ,human-create,t-test,12.716385441074719,2.5196347756986924e-31,1.7889406907460716e-29,,True
top_ngram_chr_fraction_3,human-continue,mannwhitneyu,32570.0,2.012863939410523e-30,1.4291333969814713e-28,,True
n_tokens,continue-explain,t-test,-12.416152099007752,3.816713510677364e-30,2.7098665925809284e-28,,True
Yules,continue-explain,mannwhitneyu,33140.0,6.250490828166516e-30,4.437848487998226e-28,,True
pos_prop_ADV,human-continue,mannwhitneyu,7398.0,1.1575395005257104e-27,8.218530453732543e-26,,True
oov_ratio,human-create,mannwhitneyu,7448.0,1.4568381241218366e-27,1.034355068126504e-25,,True
n_characters,continue-explain,t-test,-11.612599291627772,4.774138654038896e-27,3.389638444367616e-25,,True
doc_length,continue-explain,t-test,-11.512209908768321,1.1455480046601575e-26,8.133390833087118e-25,,True
prop_adjacent_dependency_relation_std,human-explain,mannwhitneyu,32295.0,2.0689335832162537e-26,1.4689428440835402e-24,,True
n_characters,human-create,t-test,-11.427561214862276,2.3893652688984794e-26,1.6964493409179204e-24,,True
first_order_coherence,human-continue,mannwhitneyu,7736.0,2.7574045240643714e-26,1.9577572120857038e-24,,True
oov_ratio,human-continue,mannwhitneyu,7761.0,2.841137478597201e-26,2.017207609804013e-24,,True
second_order_coherence,human-continue,mannwhitneyu,7870.0,9.466687963985517e-26,6.721348454429717e-24,,True
prop_adjacent_dependency_relation_std,human-create,t-test,10.998135079057294,9.543987824722655e-25,6.776231355553085e-23,,True
dependency_distance_std,human-continue,mannwhitneyu,31552.0,1.6619893939386993e-23,1.1800124696964765e-21,,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,30018.0,1.762678032236649e-23,1.2515014028880209e-21,,True
duplicate_ngram_chr_fraction_5,explain-create,mannwhitneyu,29898.0,2.1437681605063203e-23,1.5220753939594874e-21,,True
duplicate_ngram_chr_fraction_5,continue-explain,mannwhitneyu,10217.0,5.560549604057876e-23,3.947990218881092e-21,,True
pos_prop_PUNCT,human-create,t-test,10.473578350532424,7.801743096065126e-23,5.5392375982062396e-21,,True
duplicate_ngram_chr_fraction_5,human-continue,mannwhitneyu,29835.5,8.961642456326932e-23,6.3627661439921214e-21,,True
top_ngram_chr_fraction_3,human-create,mannwhitneyu,30905.5,1.34863108996703e-22,9.575280738765914e-21,,True
dependency_distance_std,human-create,mannwhitneyu,31191.0,3.6972004180840694e-22,2.6250122968396893e-20,,True
n_stop_words,explain-create,t-test,10.231477033542378,5.722222651178961e-22,4.062778082337062e-20,,True
oov_ratio,explain-create,mannwhitneyu,8917.0,8.819265884423233e-22,6.261678777940495e-20,,True
sentence_length_std,human-continue,mannwhitneyu,8921.0,9.491477800089338e-22,6.73894923806343e-20,,True
doc_length,human-continue,t-test,10.135802311021253,1.248532280479553e-21,8.864579191404826e-20,,True
MTLD,explain-create,mannwhitneyu,9254.0,1.482237743092838e-20,1.052388797595915e-18,,True
pos_prop_ADP,human-explain,t-test,-9.771234945510502,2.3474960959135567e-20,1.6667222280986252e-18,,True
perplexity,continue-explain,mannwhitneyu,9493.0,1.0130181672614655e-19,7.192428987556405e-18,,True
pos_prop_CCONJ,human-explain,t-test,9.582042112636596,1.0494254411629167e-19,7.450920632256709e-18,,True
first_order_coherence,explain-create,mannwhitneyu,30455.0,1.530358405346485e-19,1.0865544677960044e-17,,True
sentence_length_std,human-create,mannwhitneyu,9575.0,1.9398528786856144e-19,1.3772955438667863e-17,,True
duplicate_ngram_chr_fraction_6,continue-explain,mannwhitneyu,12491.0,6.506928533288224e-19,4.619919258634639e-17,,True
entropy,continue-explain,t-test,-9.31234939313884,8.602496656383337e-19,6.107772626032169e-17,,True
per_word_perplexity,continue-explain,mannwhitneyu,9778.0,9.483656170375328e-19,6.733395880966483e-17,,True
n_tokens,explain-create,t-test,9.2972060165175,9.67053943245507e-19,6.866082997043099e-17,,True
top_ngram_chr_fraction_2,human-explain,mannwhitneyu,30072.0,3.0042706879398033e-18,2.1330321884372604e-16,,True
duplicate_ngram_chr_fraction_6,explain-create,mannwhitneyu,27409.0,3.5538461098693986e-18,2.523230738007273e-16,,True
doc_length,continue-create,mannwhitneyu,10095.0,1.060145067118321e-17,7.527029976540079e-16,,True
prop_adjacent_dependency_relation_std,human-continue,mannwhitneyu,29412.0,3.9388007388438126e-16,2.796548524579107e-14,,True
second_order_coherence,explain-create,mannwhitneyu,29315.0,7.849122054912243e-16,5.572876658987693e-14,,True
pos_prop_ADV,human-create,mannwhitneyu,10727.5,1.0593992039002243e-15,7.521734347691593e-14,,True
duplicate_ngram_chr_fraction_7,explain-create,mannwhitneyu,25848.5,2.2678877057633084e-15,1.610200271091949e-13,,True
pos_prop_ADP,explain-create,t-test,8.140423417658711,5.1073896705132136e-15,3.626246666064382e-13,,True
n_sentences,continue-explain,t-test,-8.07765348735264,7.956141609108282e-15,5.64886054246688e-13,,True
duplicate_ngram_chr_fraction_7,continue-explain,mannwhitneyu,14245.0,9.262504485019233e-15,6.576378184363655e-13,,True
pos_prop_CCONJ,continue-create,t-test,8.01897603802337,1.2015020400976312e-14,8.530664484693182e-13,,True
oov_ratio,continue-explain,mannwhitneyu,28768.5,3.289533703731656e-14,2.3355689296494757e-12,,True
pos_prop_ADV,continue-explain,t-test,7.8071223035652135,5.2299678058889946e-14,3.713277142181186e-12,,True
top_ngram_chr_fraction_4,human-continue,mannwhitneyu,25852.0,5.720688408827679e-14,4.061688770267652e-12,,True
pos_prop_PRON,human-create,t-test,7.769788111418818,6.75807399055499e-14,4.7982325332940436e-12,,True
duplicate_ngram_chr_fraction_6,human-continue,mannwhitneyu,25853.0,1.0503519010597792e-13,7.457498497524432e-12,,True
pos_prop_PART,human-explain,t-test,7.655030334241955,1.477892575870966e-13,1.0493037288683859e-11,,True
n_characters,continue-create,mannwhitneyu,11532.0,2.407762462180075e-13,1.7095113481478535e-11,,True
perplexity,explain-create,mannwhitneyu,28423.0,3.216741213089886e-13,2.283886261293819e-11,,True
pos_prop_PUNCT,continue-create,t-test,-7.507448854888946,3.993474347865203e-13,2.835366786984294e-11,,True
alpha_ratio,human-create,t-test,-7.481816043315272,4.739333347341451e-13,3.36492667661243e-11,,True
duplicate_ngram_chr_fraction_6,human-create,mannwhitneyu,25751.0,4.882793551011883e-13,3.4667834212184375e-11,,True
per_word_perplexity,explain-create,mannwhitneyu,28335.0,5.641260239396581e-13,4.0052947699715727e-11,,True
n_characters,explain-create,t-test,7.449776536033656,5.866957177675067e-13,4.165539596149298e-11,,True
alpha_ratio,continue-create,t-test,7.328787038324831,1.3057354426347516e-12,9.270721642706736e-11,,True
n_tokens,continue-create,mannwhitneyu,11827.5,1.5641704567355421e-12,1.110561024282235e-10,,True
pos_prop_ADP,continue-explain,t-test,-7.267347877144252,1.9529999091471335e-12,1.3866299354944648e-10,,True
pos_prop_SCONJ,explain-create,t-test,7.257793115087872,2.078725147300247e-12,1.4758948545831752e-10,,True
connectives,explain-create,mannwhitneyu,28091.5,2.371811734469732e-12,1.6839863314735097e-10,,True
n_stop_words,continue-explain,t-test,-7.193707108632389,3.153937374025503e-12,2.2392955355581072e-10,,True
entropy,explain-create,t-test,7.15706120663069,3.99811137034505e-12,2.8386590729449855e-10,,True
pos_prop_PRON,human-explain,mannwhitneyu,28006.5,4.367386461688178e-12,3.1008443877986063e-10,,True
pos_prop_PART,human-create,t-test,7.0539460837985235,7.755312064810954e-12,5.506271566015777e-10,,True
n_tokens,human-continue,t-test,7.0332445761993645,8.851042037710755e-12,6.284239846774636e-10,,True
doc_length,explain-create,t-test,7.019059799678559,9.68834362889839e-12,6.878723976517857e-10,,True
n_unique_tokens,continue-create,mannwhitneyu,12203.5,1.5444958532139185e-11,1.0965920557818821e-09,,True
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,24213.5,1.9622354165931895e-11,1.3931871457811646e-09,,True
second_order_coherence,human-create,mannwhitneyu,12350.0,3.6806161292227395e-11,2.613237451748145e-09,,True
top_ngram_chr_fraction_3,human-explain,mannwhitneyu,27398.0,6.665467922378316e-11,4.7324822248886045e-09,,True
duplicate_ngram_chr_fraction_8,continue-explain,mannwhitneyu,15891.0,9.313852086792313e-11,6.612834981622543e-09,,True
first_order_coherence,human-create,mannwhitneyu,12514.0,9.50980480750259e-11,6.751961413326839e-09,,True
pos_prop_SCONJ,human-explain,t-test,-6.647228492202058,9.863034954959275e-11,7.0027548180210845e-09,,True
top_ngram_chr_fraction_4,human-create,mannwhitneyu,25183.0,1.3918831772111994e-10,9.882370558199516e-09,,True
sentence_length_std,human-explain,mannwhitneyu,12596.0,1.5173593999393513e-10,1.0773251739569395e-08,,True
doc_length,human-create,t-test,6.2333695547656225,1.1649557402416134e-09,8.271185755715455e-08,,True
first_order_coherence,continue-create,mannwhitneyu,26973.0,1.6312142923890402e-09,1.1581621475962185e-07,,True
pos_prop_PRON,continue-explain,mannwhitneyu,26959.5,1.7532877552152228e-09,1.244834306202808e-07,,True
pos_prop_PART,human-continue,t-test,6.1503967388228356,1.883065289314759e-09,1.336976355413479e-07,,True
n_characters,human-continue,t-test,-6.099178863657991,2.526478636545376e-09,1.793799831947217e-07,,True
Yules,continue-create,mannwhitneyu,13174.0,3.554783567435508e-09,2.5238963328792105e-07,,True
pos_prop_ADV,human-explain,t-test,-6.035919016467716,3.622639295548655e-09,2.572073899839545e-07,,True
dependency_distance_mean,human-create,mannwhitneyu,13181.0,3.6876690147929623e-09,2.6182450005030033e-07,,True
pos_prop_CCONJ,human-continue,t-test,6.018306503719491,4.002875884291802e-09,2.842041877847179e-07,,True
alpha_ratio,continue-explain,mannwhitneyu,13212.5,4.347846182740102e-09,3.086970789745473e-07,,True
MTLD,continue-explain,mannwhitneyu,26691.5,7.150682975415498e-09,5.076984912545003e-07,,True
dependency_distance_mean,human-explain,t-test,-5.897911929132013,7.870665813188975e-09,5.588172727364172e-07,,True
pos_prop_AUX,continue-create,t-test,5.733713365308578,1.9449926162618082e-08,1.3809447575458838e-06,,True
duplicate_ngram_chr_fraction_9,continue-explain,mannwhitneyu,16903.0,1.9830414329210458e-08,1.4079594173739426e-06,,True
pos_prop_PRON,continue-create,t-test,5.704796018458068,2.2761528067928106e-08,1.6160684928228956e-06,,True
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,14340.0,2.2968426354190927e-08,1.630758271147556e-06,,True
TTR,continue-create,t-test,-5.588325782836018,4.260283009147055e-08,3.024800936494409e-06,,True
second_order_coherence,continue-create,mannwhitneyu,26328.0,4.426329099561502e-08,3.142693660688666e-06,,True
top_ngram_chr_fraction_4,human-explain,mannwhitneyu,24470.0,1.0951042941080696e-07,7.775240488167294e-06,,True
duplicate_ngram_chr_fraction_7,human-create,mannwhitneyu,23006.5,1.626960091540487e-07,1.1551416649937457e-05,,True
pos_prop_PUNCT,continue-explain,mannwhitneyu,25952.0,2.6366687244591437e-07,1.872034794365992e-05,,True
pos_prop_ADV,continue-create,mannwhitneyu,25943.0,2.7482639877352647e-07,1.951267431292038e-05,,True
pos_prop_SCONJ,continue-create,t-test,5.136187723138624,4.398551419127099e-07,3.12297150758024e-05,,True
duplicate_ngram_chr_fraction_7,human-continue,mannwhitneyu,22905.0,5.783638773272855e-07,4.106383529023727e-05,,True
