feature,persona,test,t-statistic,pvalue,bon,bh,reject
Yules,human-create,t-test,-42.07144040312352,1.4002860892737203e-148,9.802002624916042e-147,9.802002624916042e-147,True
MTLD,human-create,t-test,-37.468093806571225,1.3930093211477137e-132,9.751065248033995e-131,4.875532624016997e-131,True
mean_word_length,human-create,t-test,-36.27019253725923,3.0990749737110386e-128,2.169352481597727e-126,7.231174938659091e-127,True
token_length_mean,human-create,t-test,-35.439659884023605,3.5556289399920616e-125,2.488940257994443e-123,6.222350644986108e-124,True
coleman_liau_index,human-create,t-test,-34.851200925063445,5.5145668108973135e-123,3.8601967676281193e-121,7.720393535256239e-122,True
syllables_per_token_mean,human-create,t-test,-30.312762871274934,1.851465059883945e-105,1.2960255419187615e-103,2.1600425698646024e-104,True
MTLD,human-continue,t-test,-29.624949923753324,1.0457626963993671e-102,7.32033887479557e-101,9.8999384114196e-55,True
flesch_reading_ease,human-create,t-test,27.90518584660133,1.0118382198615706e-95,7.082867539030994e-94,1.04292722488456e-86,True
mean_word_length,human-explain,t-test,-27.369110830239286,1.6298782587176297e-93,1.1409147811023408e-91,2.1077921409378814e-47,True
mean_word_length,human-continue,t-test,-27.168841587280745,1.096802638440723e-92,7.677618469085061e-91,4.237501666402587e-49,True
lix,human-create,t-test,-25.959977964480686,1.191916828439497e-87,8.34341779907648e-86,2.7339321367200905e-80,True
syllables_per_token_std,human-create,t-test,-25.589442532902122,4.290224151491763e-86,3.003156906044234e-84,1.684825352164728e-79,True
rix,human-create,t-test,-25.559239913613787,5.748813522480008e-86,4.0241694657360055e-84,1.6546514580725255e-72,True
token_length_mean,human-explain,t-test,-24.566588323746892,9.051050104951572e-82,6.3357350734661e-80,3.2032306267431465e-37,True
token_length_std,human-create,t-test,-24.407427931694762,4.296179071988713e-81,3.0073253503920995e-79,3.4929171826904836e-66,True
proportion_unique_tokens,explain-create,t-test,-24.369773995124785,6.212001300166598e-81,4.348400910116619e-79,1.327271451336611e-22,True
token_length_mean,human-continue,t-test,-24.27686636064622,1.5438209459918124e-80,1.0806746621942688e-78,7.888952231803287e-44,True
proportion_unique_tokens,human-create,t-test,-24.212979661345656,2.888272032282391e-80,2.0217904225976736e-78,1.1473069755991855e-57,True
coleman_liau_index,human-explain,t-test,-24.185139197428544,3.795173588843933e-80,2.656621512190753e-78,2.5817730257998383e-34,True
coleman_liau_index,human-continue,t-test,-23.846848853399887,1.0527917248626689e-78,7.369542074038682e-77,1.793653456564486e-40,True
automated_readability_index,human-create,t-test,-22.573019552853662,3.0729241364204047e-73,2.151046895494283e-71,8.995875099958924e-56,True
gunning_fog,human-create,t-test,-21.378972234013357,4.427523868076883e-68,3.099266707653818e-66,7.517043637760295e-48,True
flesch_kincaid_grade,human-create,t-test,-21.09556665994472,7.48482253433675e-67,5.2393757740357255e-65,6.299830677393394e-47,True
syllables_per_token_mean,human-explain,t-test,-21.039694544568018,1.307385946452168e-66,9.151701625165177e-65,1.0456834920524808e-29,True
syllables_per_token_mean,human-continue,t-test,-20.906625788240078,4.936769072385225e-66,3.4557383506696576e-64,1.284098490022684e-35,True
token_length_median,human-create,mannwhitneyu,1865.0,1.5550849910421438e-63,1.0885594937295007e-61,4.795990458171052e-43,True
TTR,human-create,mannwhitneyu,858.0,1.4401811810830773e-61,1.0081268267581541e-59,2.7466027570551677e-41,True
TTR,explain-create,mannwhitneyu,961.5,6.34871535934437e-61,4.444100751541059e-59,9.521900703253509e-15,True
MTLD,explain-create,mannwhitneyu,1280.5,5.8462313922314675e-59,4.092361974562027e-57,1.0976776391075445e-14,True
