feature,persona,test,t-statistic,pvalue,bon,bh,reject
alpha_ratio,human-continue,mannwhitneyu,67061.0,1.1533345184054132e-171,8.188675080678434e-170,8.188675080678434e-170,True
pos_prop_PUNCT,human-continue,mannwhitneyu,585890.5,1.3436807076196167e-155,9.540133024099278e-154,4.770066512049639e-154,True
mtld,human-create,mannwhitneyu,126519.5,1.0692609276921665e-147,7.591752586614382e-146,8.950243482272785e-116,True
prop_adjacent_dependency_relation_mean,human-explain,mannwhitneyu,96242.0,1.8040878218166132e-136,1.2809023534897954e-134,2.307797175473042e-115,True
sentence_length_std,human-continue,mannwhitneyu,565737.0,4.221817209319229e-132,2.9974902186166524e-130,1.466448126812944e-96,True
alpha_ratio,human-explain,mannwhitneyu,101157.0,6.068280706953467e-131,4.3084793019369616e-129,3.427248698633818e-84,True
pos_prop_PUNCT,human-explain,mannwhitneyu,563297.5,2.1769201280756553e-129,1.5456132909337152e-127,9.885600855010396e-74,True
token_length_median,human-create,mannwhitneyu,121823.5,6.151199219904572e-126,4.367351446132246e-124,2.981188485318605e-80,True
dependency_distance_std,human-continue,mannwhitneyu,557446.0,5.34323190519438e-123,3.7936946526880097e-121,3.742500362793006e-74,True
alpha_ratio,human-create,mannwhitneyu,113903.5,3.7817930206786414e-117,2.6850730446818355e-115,1.8380628707844913e-63,True
sentence_length_std,human-explain,mannwhitneyu,551442.0,1.3001674228017137e-116,9.231188701892168e-115,4.7467385145460146e-57,True
mtld,explain-create,mannwhitneyu,161269.5,3.467059250767662e-115,2.4616120680450402e-113,1.1769676400094405e-22,True
pos_prop_PUNCT,human-create,mannwhitneyu,549054.5,4.0320770175921695e-114,2.8627746824904403e-112,6.688529313501851e-60,True
dependency_distance_std,human-explain,mannwhitneyu,539513.0,1.9529273888541528e-104,1.3865784460864485e-102,9.521511364298588e-53,True
token_length_median,human-continue,mannwhitneyu,148959.0,1.0327099484598197e-97,7.33224063406472e-96,1.2885709860522146e-40,True
mean_word_length,human-create,mannwhitneyu,137817.0,2.294899276515568e-93,1.6293784863260532e-91,8.618717620897194e-55,True
yules_k,explain-create,mannwhitneyu,190013.0,2.213826123966209e-91,1.5718165480160085e-89,7.830871698047282e-14,True
prop_adjacent_dependency_relation_mean,human-continue,mannwhitneyu,141716.0,9.532221992976528e-90,6.767877615013335e-88,1.468045669640655e-28,True
dependency_distance_std,human-create,mannwhitneyu,523703.0,2.400036863591142e-89,1.7040261731497109e-87,8.69914290332203e-39,True
duplicate_ngram_chr_fraction_5,human-explain,mannwhitneyu,147409.5,2.896266505887734e-85,2.056349219180291e-83,1.4442249548166817e-37,True
lix,human-create,mannwhitneyu,148135.0,5.9973125679048255e-84,4.258091923212426e-82,1.8207213257137694e-25,True
prop_adjacent_dependency_relation_mean,human-create,mannwhitneyu,151256.0,3.3590856172604e-81,2.384950788254884e-79,4.8682929867870555e-24,True
mtld,human-continue,mannwhitneyu,204844.5,3.435832440219951e-80,2.439441032556165e-78,8.628000414711494e-22,True
mean_word_length,human-continue,mannwhitneyu,156129.0,5.298426577937508e-77,3.761882870335631e-75,7.655388778462421e-20,True
yules_k,human-create,mannwhitneyu,210688.0,5.508417512550381e-76,3.910976433910771e-74,8.547858786776516e-16,True
pos_prop_VERB,human-continue,mannwhitneyu,158441.0,4.7440145443855e-75,3.3682503265137054e-73,2.6229908148453572e-18,True
token_length_median,human-explain,mannwhitneyu,177474.5,9.746367040151094e-75,6.919920598507277e-73,2.490717995688101e-22,True
duplicate_ngram_chr_fraction_6,human-explain,mannwhitneyu,163515.0,2.3745281749738565e-74,1.6859150042314382e-72,5.000787623978983e-21,True
proportion_unique_tokens,explain-create,mannwhitneyu,166391.5,1.5623621327740062e-68,1.1092771142695444e-66,7.274254685674492e-10,True
mean_word_length,human-explain,mannwhitneyu,171653.5,2.194698046327739e-64,1.5582356128926947e-62,6.807254950638719e-20,True
coleman_liau_index,human-create,mannwhitneyu,171746.0,2.5888209447668892e-64,1.8380628707844913e-62,2.4932766770517802e-09,True
automated_readability_index,human-create,t-test,-17.64840265510371,1.4317836826866125e-62,1.0165664147074949e-60,5.371144554875766e-09,True
type_token_ratio,explain-create,mannwhitneyu,232350.0,2.1014731288662678e-61,1.4920459214950502e-59,1.1437868581768513e-06,True
sentence_length_std,human-create,mannwhitneyu,489750.5,5.587491374027466e-61,3.9671188755595006e-59,4.375715768632792e-08,True
rix,human-create,mannwhitneyu,176558.0,1.2246602968383672e-60,8.695088107552407e-59,7.352063975944768e-08,True
pos_prop_VERB,human-explain,mannwhitneyu,176851.5,2.03536189025158e-60,1.4451069420786219e-58,1.176323958975241e-08,True
token_length_mean,human-create,mannwhitneyu,176902.0,2.221097662968702e-60,1.5769793407077784e-58,1.8899965081594598e-07,True
second_order_coherence,human-continue,mannwhitneyu,178042.0,1.5817032861365626e-59,1.1230093331569594e-57,1.776415269978658e-05,True
second_order_coherence,human-explain,mannwhitneyu,180296.0,7.354101923944529e-58,5.221412366000616e-56,1.1161745557998913e-07,True
first_order_coherence,human-continue,mannwhitneyu,181101.0,2.8585930865605955e-57,2.029601091458023e-55,0.00010634617951151073,True
first_order_coherence,human-explain,mannwhitneyu,181783.0,8.979716393029359e-57,6.375598639050845e-55,2.7158490359944633e-06,True
flesch_reading_ease,human-create,mannwhitneyu,483317.0,3.1748002148577046e-56,2.2541081525489702e-54,0.004724800017506261,True
duplicate_ngram_chr_fraction_7,human-explain,mannwhitneyu,192803.5,4.0699811337887957e-56,2.8896866049900447e-54,1.930351415204683e-05,True
pos_prop_NOUN,human-create,t-test,-16.297582582364637,1.9422462244275368e-55,1.378994819343551e-53,0.011213915369118645,True
pos_prop_NOUN,human-continue,t-test,-15.982446838173535,1.5873809541660935e-53,1.1270404774579264e-51,0.00035258119897437835,True
proportion_unique_tokens,human-explain,mannwhitneyu,479437.0,1.8774811140870453e-53,1.3330115910018022e-51,0.0014857834413822394,True
lix,human-explain,mannwhitneyu,188044.5,2.591183166371385e-52,1.8397400481236833e-50,0.003301314617398715,True
gunning_fog,human-create,mannwhitneyu,193206.5,8.908571195865174e-49,6.325085549064273e-47,0.07256238244886033,True
mtld,continue-create,mannwhitneyu,255238.0,1.0188277891530633e-47,7.23367730298675e-46,0.27085294854793407,True
pos_prop_NOUN,human-explain,t-test,-14.990103149071826,1.1387701078253044e-47,8.08526776555966e-46,0.01673140881502002,True
lix,human-continue,mannwhitneyu,197204.0,3.990312326754395e-46,2.8331217519956204e-44,0.04188185254741183,True
mtld,human-explain,mannwhitneyu,260395.5,7.045974505616634e-45,5.0026418989878104e-43,0.020340899334943922,True
dependency_distance_mean,continue-explain,mannwhitneyu,199224.0,8.160332467451764e-45,5.793836051890752e-43,0.8474720359312818,True
rix,human-explain,mannwhitneyu,201158.0,1.406962280365778e-43,9.989432190597023e-42,0.14112629493376241,True
yules_k,continue-create,mannwhitneyu,263006.5,1.7841257518941362e-43,1.2667292838448367e-41,0.9282281939265454,True
coleman_liau_index,human-continue,mannwhitneyu,201836.0,3.781671756777517e-43,2.6849869473120373e-41,0.2649068579100381,True
duplicate_ngram_chr_fraction_5,explain-create,mannwhitneyu,461758.0,5.931516036685869e-42,4.211376386046967e-40,0.9388423652798328,True
token_length_mean,human-continue,mannwhitneyu,204810.0,2.722333069124397e-41,1.932856479078322e-39,0.6408601900131827,True
n_characters,human-create,mannwhitneyu,207399.0,1.0409102848569547e-39,7.390463022484378e-38,,True
flesch_kincaid_grade,human-create,mannwhitneyu,207978.0,2.327939650184769e-39,1.652837151631186e-37,,True
connectives,explain-create,mannwhitneyu,456571.5,1.1857744886055127e-38,8.41899886909914e-37,,True
n_characters,human-explain,mannwhitneyu,209464.5,1.8072291803016283e-38,1.283132718014156e-36,0.7345420534619179,True
duplicate_ngram_chr_fraction_8,human-explain,mannwhitneyu,225259.5,4.0682393093427653e-38,2.8884499096333633e-36,0.7867653228236292,True
n_unique_tokens,explain-create,mannwhitneyu,210578.0,8.207907394750709e-38,5.827614250273003e-36,,True
