feature,persona,test,t-statistic,pvalue,bon,bh,reject
mtld,human-ashuman,t-test,-17.37665585656394,4.1288329837501444e-41,2.9727597483001037e-39,2.9727597483001037e-39,True
mtld,human-asmachine,t-test,-16.95524216453953,7.104149636270813e-40,5.114987738114985e-38,5.430659825992004e-36,True
dependency_distance_mean,human-asmachine,t-test,16.16742613114844,1.5085166183311122e-37,1.0861319651984007e-35,4.5514513318097985e-26,True
yules_k,human-ashuman,t-test,-14.161717628320643,1.5012799560910754e-31,1.0809215683855743e-29,1.9367725122122027e-25,True
pos_prop_VERB,human-ashuman,t-test,-13.45827547186417,1.9614319853044096e-29,1.4122310294191749e-27,4.1134703901401188e-25,True
pos_prop_PUNCT,human-asmachine,mannwhitneyu,8787.5,1.8964380549207494e-27,1.3654353995429395e-25,1.5823950792060302e-22,True
pos_prop_PUNCT,human-ashuman,mannwhitneyu,8726.0,1.0759847290067793e-26,7.747090048848811e-25,1.3084827307728399e-18,True
alpha_ratio,human-ashuman,t-test,-12.405152675863487,2.856576659819527e-26,2.0567351950700593e-24,4.1491113295690574e-17,True
dependency_distance_mean,human-ashuman,t-test,12.318841501537932,5.179737409116302e-26,3.7294109345637375e-24,3.486223849045937e-16,True
yules_k,human-asmachine,t-test,-12.229594761095273,9.580123337844926e-26,6.897688803248347e-24,3.2635728714170696e-14,True
sentence_length_mean,human-asmachine,t-test,11.64130520579247,5.443489842387638e-24,3.9193126865190995e-22,8.322890459680649e-14,True
alpha_ratio,human-asmachine,mannwhitneyu,752.0,1.318662566005025e-23,9.49437047523618e-22,8.934898608402157e-14,True
pos_prop_VERB,human-asmachine,t-test,-11.244989371541301,8.137392182837517e-23,5.858922371643012e-21,9.579207787888586e-14,True
mean_word_length,human-asmachine,t-test,-11.056777875444979,2.922261949342474e-22,2.1040286035265814e-20,1.253974019873323e-13,True
sentence_length_std,human-ashuman,t-test,10.152206258158607,1.272135988251372e-19,9.159379115409879e-18,1.3753647164561362e-10,True
mean_word_length,human-ashuman,t-test,-9.607483980522812,4.6101236995211745e-18,3.319289063655246e-16,1.7357260792057185e-09,True
prop_adjacent_dependency_relation_mean,human-asmachine,t-test,-9.46125321807552,1.1957188900732781e-17,8.609176008527602e-16,2.570802589450267e-10,True
sentence_length_mean,human-ashuman,t-test,9.261595609759604,4.357779811307421e-17,3.137601464141343e-15,3.032085604668392e-09,True
top_ngram_chr_fraction_4,human-ashuman,mannwhitneyu,7525.5,2.0752080718493193e-16,1.4941498117315098e-14,8.981842342216132e-09,True
pos_prop_ADV,human-ashuman,t-test,-8.599778891001003,2.9424229523835192e-15,2.118544525716134e-13,1.9385342462647013e-07,True
pos_prop_ADJ,human-asmachine,t-test,-8.530760381059347,4.532740099190374e-15,3.2635728714170693e-13,4.3631653175779437e-07,True
n_sentences,human-asmachine,mannwhitneyu,1643.5,1.2715527091178769e-14,9.155179505648714e-13,1.0419205336036878e-06,True
top_ngram_chr_fraction_4,human-asmachine,mannwhitneyu,7351.5,1.4891497680670262e-14,1.0721878330082589e-12,1.6662101278684616e-06,True
sentence_length_std,human-asmachine,t-test,8.315330713583315,1.729579183924328e-14,1.2452970124255162e-12,8.476676524736334e-06,True
token_length_median,human-asmachine,mannwhitneyu,2158.0,2.4382828164203507e-14,1.7555636278226524e-12,1.1542700241578647e-05,True
rix,human-asmachine,t-test,8.18754838711723,3.800292988545186e-14,2.736210951752534e-12,2.2312180301017083e-05,True
token_length_median,human-ashuman,mannwhitneyu,2273.0,2.0486215065687574e-13,1.4750074847295052e-11,2.701584862241559e-05,True
sentence_length_median,human-asmachine,t-test,7.773533710943114,4.683992948585152e-13,3.37247492298131e-11,5.41851746375031e-05,True
