feature,persona,test,t-statistic,pvalue,bon,bh,reject
mtld,human-ashuman,t-test,-14.046511140632422,1.4976703516678295e-31,1.0783226532008372e-29,1.0783226532008372e-29,True
pos_prop_CCONJ,human-asmachine,t-test,-12.719694245589915,1.7575542114210758e-27,1.2654390322231747e-25,2.0435428170342886e-24,True
mtld,human-asmachine,mannwhitneyu,686.0,5.676507825095247e-26,4.087085634068577e-24,2.5241477413465194e-24,True
rix,human-asmachine,t-test,-12.13727107130968,1.0517282255610497e-25,7.572443224039558e-24,2.7580112815222747e-24,True
automated_readability_index,human-asmachine,t-test,-12.083542351979197,1.532228489734597e-25,1.1032045126089099e-23,8.156271754510105e-24,True
pos_prop_ADJ,human-asmachine,t-test,-11.896596749744702,5.664077607298684e-25,4.0781358772550524e-23,1.9578739319913814e-22,True
pos_prop_CCONJ,human-ashuman,t-test,-11.666598405478808,2.817170558246224e-24,2.0283628019372813e-22,3.2019163162091845e-20,True
sentence_length_mean,human-ashuman,t-test,-11.47081860299917,1.0990248344216615e-23,7.912978807835963e-22,7.636613473212459e-20,True
alpha_ratio,human-ashuman,mannwhitneyu,901.5,1.33596651379481e-23,9.618958899322632e-22,2.0673421270219643e-19,True
sentence_length_mean,human-asmachine,t-test,-11.413878507620533,1.631561609992818e-23,1.1747243591948289e-21,3.0290000801655365e-20,True
lix,human-asmachine,t-test,-11.103888572790517,1.39250891266818e-22,1.0026064171210897e-20,6.350506238330717e-20,True
mean_word_length,human-asmachine,t-test,-10.905452375109155,5.45739221156288e-22,3.9293223923252737e-20,1.5349650112363259e-19,True
rix,human-ashuman,t-test,-10.871949227245699,6.869008493316102e-22,4.945686115187594e-20,1.3538993634630547e-15,True
pos_prop_PUNCT,human-ashuman,mannwhitneyu,8934.5,7.093193121663166e-22,5.1070990475974795e-20,5.820867058670155e-14,True
alpha_ratio,human-asmachine,mannwhitneyu,1084.0,1.0995784060445712e-21,7.916964523520913e-20,4.050324489069549e-16,True
automated_readability_index,human-ashuman,t-test,-10.651248123454067,3.1129741963144853e-21,2.2413414213464292e-19,4.2873735105851675e-12,True
sentence_length_median,human-asmachine,t-test,-10.607128177615905,4.206944555785467e-21,3.0290000801655363e-19,1.3193279232364938e-15,True
pos_prop_ADJ,human-ashuman,t-test,-10.504160450217283,8.485126081347176e-21,6.109290778569967e-19,9.997155498892482e-11,True
gunning_fog,human-asmachine,t-test,-10.48445846795504,9.702162308560818e-21,6.985556862163789e-19,2.0243800103493356e-12,True
pos_prop_PUNCT,human-asmachine,mannwhitneyu,8780.5,2.5582750187272098e-20,1.841958013483591e-18,3.987798336979138e-12,True
sentence_length_median,human-ashuman,t-test,-10.34015014287286,2.584177658777455e-20,1.8606079143197678e-18,7.607945900349344e-09,True
flesch_kincaid_grade,human-asmachine,t-test,-10.173819107092747,7.95486030571522e-20,5.727499420114959e-18,8.846519031469234e-11,True
coleman_liau_index,human-asmachine,t-test,-10.096961252497195,1.335009021173606e-19,9.612064952449964e-18,9.885715239746406e-11,True
mean_word_length,human-ashuman,t-test,-9.662176462721735,2.4397422227108434e-18,1.7566144003518072e-16,2.3602008871458242e-08,True
gunning_fog,human-ashuman,t-test,-9.43946696365911,1.062844203446749e-17,7.652478264816593e-16,2.9176553693640128e-08,True
lix,human-ashuman,t-test,-9.432459815562206,1.112994898296403e-17,8.013563267734101e-16,3.971245499086174e-08,True
flesch_reading_ease,human-asmachine,t-test,9.122668603377193,8.438176018894894e-17,6.075486733604324e-15,4.3340569310668605e-10,True
flesch_kincaid_grade,human-ashuman,t-test,-8.958388227924651,2.444540517363849e-16,1.7600691725019712e-14,9.679893196535651e-08,True
token_length_mean,human-asmachine,t-test,-8.925673399101205,3.0185041812236154e-16,2.173323010481003e-14,7.012560189744749e-08,True
prop_adjacent_dependency_relation_mean,human-asmachine,t-test,-8.920784108301136,3.115079818752833e-16,2.2428574695020394e-14,3.244779870933556e-06,True
dependency_distance_std,human-asmachine,mannwhitneyu,8193.0,6.165307290368623e-15,4.439021249065409e-13,1.6695055831883467e-05,True
coleman_liau_index,human-ashuman,t-test,-8.355339190526244,1.1318352614080856e-14,8.149213882138216e-13,2.181622763992367e-05,True
n_unique_tokens,human-asmachine,t-test,-7.728682317301729,5.342113916199636e-13,3.8463220196637375e-11,5.671084012332254e-05,True
flesch_reading_ease,human-ashuman,t-test,7.696896603311949,6.470034439832513e-13,4.6584247966794093e-11,0.0001321710991750532,True
n_characters,human-ashuman,mannwhitneyu,2078.5,9.527496690189262e-13,6.859797616936268e-11,0.00012839478205576595,True
n_characters,human-asmachine,mannwhitneyu,2087.0,1.1077217602719828e-12,7.975596673958276e-11,0.00038278443561790985,True
n_unique_tokens,human-ashuman,mannwhitneyu,2117.0,1.874713136133962e-12,1.3497934580164527e-10,0.00016827333625423193,True
pos_prop_NOUN,human-asmachine,t-test,-7.201198393207286,1.2159539729387978e-11,8.754868605159344e-10,0.0009476026734549309,True
token_length_mean,human-ashuman,t-test,-7.07663250874881,2.4992888747231205e-11,1.7994879898006467e-09,0.0004057960529463919,True
prop_adjacent_dependency_relation_std,human-asmachine,mannwhitneyu,7727.0,2.703103037393377e-11,1.9462341869232315e-09,0.0017876289527752817,True
token_length_median,human-asmachine,mannwhitneyu,2911.0,3.157936812696769e-11,2.2737145051416734e-09,0.001744028246610031,True
syllables_per_token_mean,human-asmachine,t-test,-7.023977018417363,3.381926661817364e-11,2.434987196508502e-09,0.0019510491310136256,True
syllables_per_token_median,human-asmachine,mannwhitneyu,3000.0,7.317873991398234e-11,5.268869273806728e-09,0.003467317112352836,True
pos_prop_NOUN,human-ashuman,t-test,-6.872272907676972,8.025357023633884e-11,5.778257057016396e-09,0.009788973432449362,True
second_order_coherence,human-asmachine,mannwhitneyu,2361.0,1.1417492709236222e-10,8.22059475065008e-09,0.008758456746624154,True
first_order_coherence,human-asmachine,mannwhitneyu,2383.0,1.6252713491500728e-10,1.1701953713880524e-08,0.011058626168847003,True
prop_adjacent_dependency_relation_mean,human-ashuman,t-test,-6.701113094755069,2.0998501103059554e-10,1.511892079420288e-08,0.015380159864129302,True
yules_k,human-asmachine,mannwhitneyu,2548.0,2.0987961564630788e-09,1.5111332326534167e-07,0.015948174374523342,True
dependency_distance_std,human-ashuman,t-test,6.270004922726068,2.2189842209352248e-09,1.597668639073362e-07,0.09909584467320905,True
syllables_per_token_median,human-ashuman,mannwhitneyu,3150.0,3.3854218457490405e-09,2.437503728939309e-07,0.12366776690371749,True
first_order_coherence,human-ashuman,mannwhitneyu,2598.0,4.4161971356297225e-09,3.1796619376534005e-07,0.21287960928048494,True
dependency_distance_mean,human-ashuman,t-test,-6.030864416223711,7.86733629048608e-09,5.664482129149978e-07,0.26135414797287176,True
second_order_coherence,human-ashuman,mannwhitneyu,2655.0,1.013074781029171e-08,7.294138423410032e-07,0.41255331278332497,True
token_length_median,human-ashuman,mannwhitneyu,3280.0,1.4340608746700071e-08,1.0325238297624053e-06,0.4247080505449798,True
n_tokens,human-ashuman,mannwhitneyu,2683.0,1.511915057370822e-08,1.0885788413069917e-06,0.4169860859896168,True
dependency_distance_mean,human-asmachine,t-test,-5.783015344197349,2.8245034097583013e-08,2.033642455025977e-06,0.2048401564889592,True
n_stop_words,human-ashuman,mannwhitneyu,2748.0,3.764402909763864e-08,2.7103700950299824e-06,0.4914498807371201,True
prop_adjacent_dependency_relation_std,human-ashuman,mannwhitneyu,7217.0,6.1025005341845e-08,4.39380038461284e-06,0.5695372804302251,True
syllables_per_token_mean,human-ashuman,t-test,-5.55797419136486,8.741709062208083e-08,6.29403052478982e-06,0.622271724292157,True
token_length_std,human-asmachine,t-test,-4.984562425213105,1.3519916128889816e-06,9.734339612800668e-05,0.3822372454904821,True
pos_prop_DET,human-ashuman,t-test,-4.887153836154638,2.1083675430972844e-06,0.00015180246310300447,0.7583035967857538,True
n_tokens,human-asmachine,t-test,-4.610705040381095,7.188149038727604e-06,0.0005175467307883875,0.5818708085860136,True
doc_length,human-ashuman,mannwhitneyu,3189.0,9.69610117329941e-06,0.0006981192844775575,0.8008303021311862,True
n_stop_words,human-asmachine,mannwhitneyu,3209.0,1.2137803682759936e-05,0.0008739218651587153,0.9518452854937898,True
connectives,human-ashuman,t-test,-4.338792292225037,2.2819960830929783e-05,0.0016430371798269443,1.0644685030389012,True
pos_prop_DET,human-asmachine,t-test,-4.3073636823878765,2.599246838985616e-05,0.0018714577240696436,,True
connectives,human-asmachine,mannwhitneyu,3359.5,6.0323342840403404e-05,0.004343280684509045,,True
entropy,human-ashuman,mannwhitneyu,3361.0,6.241413016599734e-05,0.0044938173719518085,,True
perplexity,human-ashuman,mannwhitneyu,3361.0,6.241413016599734e-05,0.0044938173719518085,,True
doc_length,human-asmachine,mannwhitneyu,3371.0,6.914608678902402e-05,0.00497851824880973,,True
sentence_length_std,human-ashuman,mannwhitneyu,3390.0,8.401997050420705e-05,0.006049437876302907,,True
yules_k,human-ashuman,t-test,-4.008576869787323,8.647379779731363e-05,0.0062261134414065816,,True
per_word_perplexity,human-ashuman,mannwhitneyu,3435.0,0.000132008023042732,0.009504577659076705,,True
top_ngram_chr_fraction_3,human-asmachine,mannwhitneyu,6443.0,0.00019139221780895493,0.013780239682244755,,False
token_length_std,human-ashuman,t-test,-3.7646072005216134,0.00021980619534596224,0.015826046064909283,,False
top_ngram_chr_fraction_4,human-asmachine,mannwhitneyu,5917.5,0.00044679473445133306,0.03216922088049598,,False
duplicate_ngram_chr_fraction_5,human-asmachine,mannwhitneyu,6239.0,0.0005001236332123247,0.036008901591287376,,False
n_sentences,human-asmachine,mannwhitneyu,6390.0,0.0006710672785560944,0.048316844056038796,,False
entropy,human-asmachine,mannwhitneyu,3652.0,0.0009931271959862677,0.07150515811101127,,False
perplexity,human-asmachine,mannwhitneyu,3652.0,0.0009931271959862677,0.07150515811101127,,False
proportion_unique_tokens,human-asmachine,t-test,-3.302203382107434,0.0011381119930912815,0.08194406350257227,,False
top_ngram_chr_fraction_3,human-ashuman,mannwhitneyu,6221.0,0.0015331179176015278,0.11038449006731,,False
oov_ratio,human-ashuman,mannwhitneyu,6294.0,0.0015748588673184004,0.11338983844692482,,False
per_word_perplexity,human-asmachine,mannwhitneyu,3739.0,0.002070758830988499,0.14909463583117194,,False
duplicate_ngram_chr_fraction_6,human-asmachine,mannwhitneyu,5793.0,0.0030854560854846123,0.2221528381548921,,False
top_ngram_chr_fraction_4,human-ashuman,mannwhitneyu,5769.0,0.004572924555072392,0.3292505679652122,,False
top_ngram_chr_fraction_2,human-ashuman,mannwhitneyu,6150.0,0.00497455935807035,0.3581682737810652,,False
duplicate_ngram_chr_fraction_8,human-asmachine,t-test,2.808612125120619,0.005474035466640097,0.39413055359808696,,False
dependency_distance_std,ashuman-asmachine,t-test,2.803429499546329,0.005559312776183089,0.40027051988518236,,False
duplicate_ngram_chr_fraction_5,human-ashuman,mannwhitneyu,6000.0,0.005982150430941277,0.4307148310277719,,False
symbol_to_word_ratio_#,human-asmachine,t-test,2.722110913239468,0.007065233385652252,0.5086968037669621,,False
