feature,persona,test,t-statistic,pvalue,bon,bh,reject
MTLD,human-create,t-test,-30.156398684768615,6.008181534105301e-76,4.325890704555817e-74,4.325890704555817e-74,True
MTLD,human-continue,t-test,-29.66310907554936,8.734296388336294e-75,6.288693399602131e-73,3.114408630313389e-44,True
MTLD,human-explain,t-test,-26.85971797201724,6.108804886720717e-68,4.398339518438916e-66,1.5985937455828443e-34,True
Yules,human-create,t-test,-21.59433100511384,6.07858796531286e-54,4.3765833350252596e-52,1.619299307062323e-38,True
pos_prop_VERB,human-explain,t-test,-19.893845772797615,4.188608385705022e-49,3.0157980377076157e-47,3.4317199036744406e-26,True
pos_prop_VERB,human-create,t-test,-19.81739970661134,6.966385902067266e-49,5.015797849488431e-47,1.0565087204225351e-30,True
alpha_ratio,human-continue,t-test,-18.756778165992834,8.651135084203858e-46,6.228817260626778e-44,2.1924018901775948e-32,True
pos_prop_VERB,human-continue,t-test,-18.668307785999936,1.5758107864017577e-45,1.1345837662092656e-43,3.4246565535551286e-25,True
pos_prop_PUNCT,human-continue,t-test,17.500843677939145,4.627371153983518e-42,3.331707230868133e-40,1.2135827136255966e-24,True
alpha_ratio,human-create,t-test,-16.739857645133274,8.996107261457349e-40,6.477197228249292e-38,1.1022590106317155e-26,True
Yules,human-continue,t-test,-16.502227593209692,4.7068589904864025e-39,3.3889384731502096e-37,6.926109462812551e-24,True
pos_prop_PUNCT,human-create,t-test,16.248325019830553,2.7701876150693146e-38,1.9945350828499065e-36,7.673994497061091e-26,True
proportion_unique_tokens,explain-create,t-test,-15.937966895914348,2.4315849148297802e-37,1.7507411386774417e-35,1.2602058428883995e-08,True
alpha_ratio,human-explain,t-test,-15.466494953951772,6.660807273261852e-36,4.795781236748533e-34,1.0197202741105574e-15,True
pos_prop_ADV,human-continue,t-test,-15.215653901036427,3.89319809282543e-35,2.8031026268343096e-33,7.616347506313714e-21,True
mean_word_length,human-continue,t-test,-14.64818958245078,2.1315018376726617e-33,1.5346813231243164e-31,1.83785185524397e-20,True
TTR,explain-create,t-test,-14.143435090108373,7.547468379378336e-32,5.434177233152402e-30,9.188773009229343e-08,True
mean_word_length,human-create,t-test,-14.121650219092883,8.804239336854459e-32,6.339052322535211e-30,4.25023495618097e-22,True
top_ngram_chr_fraction_4,human-create,mannwhitneyu,9393.0,7.355401785636036e-31,5.295889285657946e-29,5.805048194503956e-20,True
sentence_length_std,human-explain,t-test,13.116767976507665,1.0690978150046169e-28,7.697504268033242e-27,1.211033110881389e-08,True
TTR,human-create,t-test,-13.035123477014437,1.902125948356645e-28,1.3695306828167844e-26,1.758625880499833e-18,True
pos_prop_PROPN,human-create,mannwhitneyu,9452.0,1.4876026731192606e-27,1.0710739246458678e-25,5.948333597571989e-14,True
duplicate_ngram_chr_fraction_5,human-create,mannwhitneyu,9354.5,1.5309152925440495e-27,1.1022590106317155e-25,8.387590680151034e-14,True
pos_prop_PUNCT,human-explain,t-test,12.676449186045266,2.3831388219961393e-27,1.7158599518372203e-25,3.122384182124084e-07,True
second_order_coherence,human-explain,t-test,-12.623336404981622,3.463441291689408e-27,2.493677730016374e-25,4.492711450969212e-07,True
pos_prop_PRON,human-create,mannwhitneyu,624.0,1.1207761759496304e-26,8.069588466837339e-25,4.610125039566939e-11,True
proportion_unique_tokens,human-create,t-test,-12.437558133877934,1.2789990828435151e-26,9.208793396473309e-25,7.825176728581933e-11,True
pos_prop_PRON,human-explain,mannwhitneyu,633.0,1.420537673860075e-26,1.0227871251792539e-24,2.1225377835842032e-06,True
pos_prop_PART,human-continue,t-test,-12.282279902771585,3.8051739483945873e-26,2.739725242844103e-24,6.686085455777418e-15,True
dependency_distance_std,human-create,t-test,12.169290219788937,8.403662266395384e-26,6.050636831804676e-24,4.079377501971888e-09,True
pos_prop_ADV,human-explain,t-test,-12.120113812772615,1.1860399725385514e-25,8.53948780227757e-24,2.496843151626999e-05,True
