human,continue,explain,create
0.023333333333333334,0.03972602739726028,0.03021978021978022,0.040502793296089384
0.01867572156196944,0.04583333333333333,0.04488078541374474,0.026170798898071626
0.023014959723820484,0.02944640753828033,0.03636363636363636,0.027912621359223302
0.0084745762711864,0.04081632653061224,0.030112923462986198,0.046192259675405745
0.023728813559322035,0.03851444291609354,0.0381991814461118,0.03929539295392954
0.037267080745341616,0.04212860310421286,0.0391644908616188,0.023305084745762712
0.02022058823529412,0.04138851802403204,0.03513513513513514,0.02981029810298103
0.01195814648729447,0.04986522911051213,0.0377358490566037,0.03346720214190094
0.021547502448579822,0.03872053872053872,0.03217821782178218,0.03722854188210962
0.020994475138121547,0.038869257950530034,0.0338600451467268,0.038288288288288286
0.03129890453834116,0.03901170351105332,0.03751617076326,0.03585147247119078
0.0367504835589942,0.03826086956521739,0.034904013961605584,0.03620689655172414
0.02773497688751926,0.04067796610169491,0.03551136363636364,0.04046242774566474
0.03285420944558522,0.051762114537444934,0.04122137404580153,0.03381147540983607
0.019966722129783693,0.04028776978417266,0.0442338072669826,0.039886039886039885
0.02416918429003021,0.036656891495601175,0.03513513513513514,0.04252400548696845
0.020477815699658702,0.041891891891891894,0.036535859269282815,0.03580901856763926
0.02631578947368421,0.036458333333333336,0.03620689655172414,0.02926829268292683
0.021400778210116732,0.035555555555555556,0.0322108345534407,0.02976190476190476
0.021505376344086023,0.036613272311212815,0.03778040141676505,0.03542857142857143
0.031914893617021274,0.03442340791738382,0.038461538461538464,0.03556187766714083
0.03115727002967359,0.03585147247119078,0.03132832080200501,0.04114713216957606
0.017015706806282723,0.0364321608040201,0.04125,0.043795620437956206
0.031189083820662766,0.03676470588235294,0.036603221083455345,0.03188405797101449
0.03017241379310345,0.04353562005277045,0.0430686406460296,0.030223390275952694
0.023591087811271297,0.03937007874015748,0.0400534045393858,0.033810143042912875
0.01845018450184502,0.04090267983074753,0.0334261838440111,0.03994490358126722
0.018281535648994516,0.040787623066104076,0.03868194842406877,0.037552155771905425
0.016736401673640166,0.03616636528028933,0.03129657228017884,0.03463203463203463
0.033444816053511704,0.04042806183115339,0.03975903614457831,0.040955631399317405
0.01867219917012448,0.03336921420882669,0.03403755868544601,0.0379746835443038
0.030441400304414,0.037552155771905425,0.03429355281207133,0.035278154681139755
0.0415944540727903,0.04246575342465753,0.04285714285714286,0.033288948069241014
0.021601016518424398,0.04227212681638045,0.03866432337434095,0.03492884864165589
0.028328611898016998,0.03717472118959108,0.03732303732303732,0.04055766793409379
0.01468189233278956,0.03314917127071823,0.036834924965893585,0.026737967914438502
0.02664298401420959,0.03576751117734724,0.02304964539007092,0.030656934306569343
0.011363636363636364,0.04236006051437216,0.022091310751104567,0.03111111111111111
0.027422303473491772,0.04552352048558422,0.045075125208681135,0.0406015037593985
0.012552301255230125,0.04265997490589712,0.0254777070063694,0.03629536921151439
0.005787037037037,0.03855721393034826,0.025252525252525252,0.02927400468384075
0.030851063829787233,0.030337078651685393,0.03779527559055118,0.04405286343612335
0.037606837606837605,0.039473684210526314,0.04296875,0.0427807486631016
0.0210896309314587,0.059334298118668596,0.0319303338171262,0.03488372093023256
0.01935483870967742,0.029036004645760744,0.0347938144329896,0.03832752613240418
0.028400597907324365,0.043993231810490696,0.038917089678511,0.02844311377245509
0.01556420233463035,0.04409857328145266,0.02216427640156454,0.033101045296167246
0.0149402390438247,0.04966887417218543,0.0353697749196141,0.04849137931034483
0.018281535648994516,0.03367496339677892,0.0263543191800878,0.029619181946403384
0.040740740740740744,0.041212121212121214,0.0378510378510378,0.04024390243902439
0.02448210922787194,0.03919491525423729,0.04628501827040195,0.04201680672268908
0.013412816691505217,0.04297994269340974,0.02710413694721826,0.04194630872483222
0.028871391076115485,0.03678929765886288,0.03819444444444445,0.03443708609271523
0.05023547880690738,0.05329153605015674,0.0553250345781466,0.05263157894736842
0.011235955056179775,0.033973412112259974,0.03225806451612903,0.033773861967694566
0.01717557251908397,0.05153203342618384,0.04055944055944056,0.03462603878116344
0.024074074074074074,0.03547066848567531,0.03125,0.0464480874316939
0.0096,0.03583617747440273,0.0424597364568082,0.0329512893982808
0.03171953255425709,0.04483695652173913,0.040376850605652756,0.03260869565217391
0.03672985781990521,0.053691275167785234,0.04489337822671156,0.04138702460850112
0.022727272727272728,0.045272969374167776,0.04051863857374392,0.043184885290148446
0.02617801047120419,0.05037037037037037,0.040172166427546625,0.041791044776119404
0.0085227272727272,0.036986301369863014,0.0362622036262203,0.03099730458221024
0.02,0.042119565217391304,0.034106412005457026,0.03643724696356275
0.02891156462585034,0.03924914675767918,0.04239766081871345,0.032210834553440704
0.027777777777777776,0.04796511627906977,0.05571847507331378,0.03529411764705882
0.03214285714285714,0.0453857791225416,0.041168658698539175,0.03598014888337469
0.02457757296466974,0.042131350681536554,0.04961832061068702,0.040100250626566414
0.016853932584269662,0.03616133518776078,0.03581267217630854,0.03967168262653899
0.028868360277136258,0.043683589138134596,0.03345280764635603,0.05005561735261402
0.02564102564102564,0.0378657487091222,0.03545051698670606,0.040229885057471264
0.044956140350877194,0.048,0.04247990815154994,0.04155844155844156
0.034389140271493215,0.03668261562998405,0.0327380952380952,0.0380952380952381
0.03339882121807466,0.037396121883656507,0.04184100418410042,0.02763157894736842
0.029535864978902954,0.044142614601018676,0.039039039039039,0.05397727272727273
0.019076305220883535,0.05061867266591676,0.036193029490616625,0.035940803382663845
0.021739130434782608,0.04809286898839138,0.037383177570093455,0.03459119496855346
0.025435073627844713,0.04491413474240423,0.0310192023633678,0.038461538461538464
0.023696682464454975,0.028083028083028,0.0294811320754717,0.033775633293124246
0.03125,0.042492917847025496,0.03125,0.036619718309859155
0.03541912632821724,0.03728813559322034,0.04005006257822278,0.04505632040050062
0.02982456140350877,0.04184704184704185,0.041666666666666664,0.031988873435326845
0.021611001964636542,0.02607361963190184,0.0365296803652968,0.03840245775729647
0.02204724409448819,0.058423913043478264,0.03940217391304348,0.03462050599201065
0.020434227330779056,0.03389830508474576,0.0333778371161548,0.03821656050955414
0.0199203187250996,0.04084507042253521,0.03305785123966942,0.030855539971949508
0.028094820017559263,0.0469361147327249,0.03761348897535668,0.036105032822757115
0.03206106870229008,0.051094890510948905,0.04756756756756757,0.0449678800856531
0.02462121212121212,0.03296703296703297,0.02920723226703755,0.040446304044630406
0.020338983050847456,0.04415954415954416,0.036775106082036775,0.03983516483516483
0.04504504504504504,0.0592,0.0499219968798752,0.03686635944700461
0.031791907514450865,0.04836759371221282,0.0435835351089588,0.03721488595438175
0.027331189710610933,0.04862023653088042,0.03398692810457516,0.046357615894039736
0.01876172607879925,0.037089871611982884,0.028901734104046242,0.0329512893982808
0.011777301927194861,0.03629536921151439,0.024916943521594685,0.031668696711327646
0.025341130604288498,0.049069373942470386,0.03650793650793651,0.03987240829346093
0.02857142857142857,0.04903677758318739,0.03714710252600297,0.033773861967694566
0.02661207778915046,0.05084745762711865,0.0267965895249695,0.03056768558951965
0.011705685618729096,0.03730272596843615,0.0192837465564738,0.03879310344827586
0.026986506746626688,0.044386422976501305,0.0432503276539973,0.034571062740076826
