,human,create,explain,continue
token_length_mean,5.703196347031963,5.982367758186398,5.89261744966443,6.1402298850574715
token_length_median,5.0,5.0,6.0,6.0
token_length_std,3.2552786514266554,3.4709577995294207,3.279263584865414,3.3809629237808045
sentence_length_mean,16.846153846153847,26.466666666666665,24.833333333333332,19.772727272727273
sentence_length_median,18.0,28.0,22.5,18.0
sentence_length_std,9.473413436041811,11.116754122594518,8.610394235392992,4.842349337608556
syllables_per_token_mean,1.7328767123287672,1.8463476070528968,1.7651006711409396,1.8850574712643677
syllables_per_token_median,1.0,1.0,1.0,2.0
syllables_per_token_std,1.013320613214518,1.0499216763761479,0.9857321861872299,1.0375178974367871
n_tokens,438,397,298,435
n_unique_tokens,234,200,163,223
proportion_unique_tokens,0.5342465753424658,0.5037783375314862,0.5469798657718121,0.5126436781609195
n_characters,2590,2427,1802,2742
n_sentences,26,15,12,22
flesch_reading_ease,43.13478398314015,23.770325776658296,32.301649888143174,27.28981974921632
flesch_kincaid_grade,11.427945205479453,16.518901763224182,14.923187919463093,14.365041797283176
smog,13.149919865122353,17.656408973103037,15.903189008614273,15.903189008614273
gunning_fog,14.0443976115209,20.3599664147775,17.987024608501116,18.024033437826542
automated_readability_index,13.855131717597466,19.980285474391266,18.74089485458613,17.376846394984327
coleman_liau_index,15.97771689497717,18.257934508816117,17.656644295302012,18.807540229885053
lix,54.74569722514928,69.28782535684299,66.77964205816555,67.358934169279
rix,6.384615384615385,11.333333333333334,10.416666666666666,9.409090909090908
first_order_coherence,0.5195834220945835,0.8529934478657586,0.9163094162940979,0.8698818144344148
second_order_coherence,0.6171276038512588,0.8423025401738974,0.9103125274181366,0.8626589804887772
entropy,12.87132188898918,12.313875614654465,10.256457654638986,15.48619583265487
perplexity,388995.04665670084,222765.65304130188,28465.77178923233,5315809.338910458
per_word_perplexity,733.9529182201902,497.24476125290596,82.74933659660562,10505.552053182722
dependency_distance_mean,2.6618554483384123,2.820462229547351,2.751556724440519,2.808700846441318
dependency_distance_std,1.0690111253881607,0.752884737421737,0.7562250440293578,0.5125189295961563
prop_adjacent_dependency_relation_mean,0.4664542713670896,0.449762126878887,0.5193118921306641,0.46085797796159117
prop_adjacent_dependency_relation_std,0.06653464624784944,0.050048005921002406,0.04562110225377714,0.0660693258732894
passed_quality_check,True,True,True,True
n_stop_words,154.0,145.0,115.0,163.0
alpha_ratio,0.8132075471698114,0.8861607142857143,0.8662790697674418,0.8596837944664032
mean_word_length,4.886792452830188,5.417410714285714,5.238372093023256,5.4189723320158105
doc_length,530.0,448.0,344.0,506.0
top_ngram_chr_fraction_2,0.017224246439218285,0.015957446808510637,0.019065776930409915,0.013240857503152586
top_ngram_chr_fraction_3,0.021530308049022857,0.011702127659574468,0.012869399428026692,0.025220680958385876
top_ngram_chr_fraction_4,0.01987413050679033,0.023404255319148935,,0.01986128625472888
oov_ratio,0.011320754716981131,0.008928571428571428,0.005813953488372093,0.007905138339920948
pos_prop_DET,0.04150943396226415,0.08482142857142858,0.08430232558139535,0.08498023715415019
pos_prop_NOUN,0.2811320754716981,0.33035714285714285,0.3023255813953488,0.2924901185770751
pos_prop_ADP,0.11886792452830189,0.14285714285714285,0.13372093023255813,0.12055335968379446
pos_prop_ADJ,0.1,0.08705357142857142,0.07267441860465117,0.12648221343873517
pos_prop_PUNCT,0.12830188679245283,0.11160714285714286,0.1308139534883721,0.1383399209486166
pos_prop_PROPN,0.05849056603773585,0.022321428571428572,0.040697674418604654,0.025691699604743084
pos_prop_AUX,0.04716981132075472,0.015625,0.023255813953488372,0.029644268774703556
pos_prop_VERB,0.08113207547169811,0.11160714285714286,0.10755813953488372,0.1007905138339921
pos_prop_ADV,0.033962264150943396,0.024553571428571428,0.023255813953488372,0.019762845849802372
pos_prop_CCONJ,0.03207547169811321,0.029017857142857144,0.04941860465116279,0.029644268774703556
pos_prop_X,0.03773584905660377,0.002232142857142857,,
pos_prop_PART,0.011320754716981131,0.020089285714285716,0.00872093023255814,0.019762845849802372
pos_prop_PRON,0.007547169811320755,0.015625,0.01744186046511628,0.007905138339920948
pos_prop_NUM,0.01509433962264151,,,0.001976284584980237
pos_prop_SCONJ,0.005660377358490566,0.002232142857142857,0.005813953488372093,0.001976284584980237
connectives,15,5,7,10
duplicate_ngram_chr_fraction_5,,0.04964539007092199,,0.038461538461538464
duplicate_ngram_chr_fraction_6,,0.029787234042553193,,
duplicate_ngram_chr_fraction_7,,0.029787234042553193,,
