,human,explain,create,continue
token_length_mean,5.644796380090498,5.882175226586103,6.514044943820225,6.58
token_length_median,5.0,6.0,6.0,6.0
token_length_std,3.109332409933362,3.268639245793972,3.491132335896779,3.274012149573602
sentence_length_mean,26.0,25.46153846153846,25.428571428571427,21.428571428571427
sentence_length_median,28.0,26.0,23.5,22.0
sentence_length_std,15.841122954847242,5.047701451237821,8.845614617378697,6.168826611982824
syllables_per_token_mean,1.6945701357466063,1.7794561933534743,1.9775280898876404,1.9755555555555555
syllables_per_token_median,1.0,1.0,1.0,2.0
syllables_per_token_std,1.0287352956078613,1.0699130355641535,1.2083745986072667,1.1062761470718996
n_tokens,442,331,356,450
n_unique_tokens,234,170,187,251
proportion_unique_tokens,0.5294117647058824,0.513595166163142,0.5252808988764045,0.5577777777777778
n_characters,2589,1984,2374,3015
n_sentences,17,13,14,21
flesch_reading_ease,37.08436651583713,30.449544503834574,13.72612359550564,17.95300000000003
flesch_kincaid_grade,14.545927601809957,15.337583081570997,17.661974317817016,16.078698412698415
smog,16.3463520281816,16.941846955676066,19.142268018852484,17.879347455551382
gunning_fog,18.63529411764706,19.368905414826866,22.530979133226325,21.015873015873016
automated_readability_index,18.156990950226245,19.00581454798978,21.965437399678976,20.276085714285713
coleman_liau_index,16.25294117647059,17.624652567975826,21.338539325842692,21.509066666666666
lix,58.35294117647059,61.71531489658378,70.37239165329052,70.31746031746032
rix,8.411764705882353,9.23076923076923,11.428571428571429,10.476190476190476
first_order_coherence,0.6185431857593358,0.902730996410052,0.8642949324387771,0.8498438894748688
second_order_coherence,0.6800072391827902,0.9050214019688693,0.8739442676305771,0.8382771697483564
entropy,15.147437085357211,11.134105185342339,11.768528809972919,12.848740975065642
perplexity,3788334.6924229367,68466.86505143858,129124.04493705223,380309.61454260815
per_word_perplexity,7067.788605266673,186.05126372673527,314.1704256375967,754.5825685369209
dependency_distance_mean,3.2233855817976726,3.1979516283872056,2.9005288499041,2.6086995972118294
dependency_distance_std,1.3860461855933832,0.4970597396544641,0.5703001009414091,0.642859577324876
prop_adjacent_dependency_relation_mean,0.4431240513464044,0.4635365336879439,0.4492710980879609,0.4362224002121846
prop_adjacent_dependency_relation_std,0.07080279117845235,0.07224629573109034,0.04684060793320853,0.11195341197562708
passed_quality_check,True,True,True,True
n_stop_words,168.0,141.0,125.0,145.0
alpha_ratio,0.8041044776119403,0.8967391304347826,0.8637469586374696,0.876984126984127
mean_word_length,4.830223880597015,5.391304347826087,5.776155717761557,5.982142857142857
doc_length,536.0,368.0,411.0,504.0
duplicate_ngram_chr_fraction_5,0.035099337748344374,0.0380952380952381,0.1144534115920763,0.035280508964719494
duplicate_ngram_chr_fraction_6,0.019205298013245033,0.0380952380952381,0.1144534115920763,0.019086176980913822
top_ngram_chr_fraction_2,0.014900662251655629,0.027705627705627706,0.020176082171680116,0.01156737998843262
top_ngram_chr_fraction_3,0.009933774834437087,0.03636363636363636,0.024944974321349962,
top_ngram_chr_fraction_4,0.011920529801324504,0.03636363636363636,,
oov_ratio,0.005597014925373134,,0.004866180048661801,0.001984126984126984
pos_prop_ADP,0.09888059701492537,0.1331521739130435,0.0948905109489051,0.0873015873015873
pos_prop_PROPN,0.06716417910447761,0.05434782608695652,0.046228710462287104,0.037698412698412696
pos_prop_NUM,0.024253731343283583,0.002717391304347826,,0.013888888888888888
pos_prop_PUNCT,0.14738805970149255,0.09510869565217392,0.12652068126520682,0.10119047619047619
pos_prop_NOUN,0.25,0.266304347826087,0.2822384428223844,0.2876984126984127
pos_prop_DET,0.061567164179104475,0.10054347826086957,0.06569343065693431,0.041666666666666664
pos_prop_X,0.020522388059701493,,0.0072992700729927005,0.005952380952380952
pos_prop_AUX,0.027985074626865673,0.019021739130434784,0.0413625304136253,0.03968253968253968
pos_prop_VERB,0.07649253731343283,0.11141304347826086,0.10948905109489052,0.14087301587301587
pos_prop_CCONJ,0.055970149253731345,0.05434782608695652,0.038929440389294405,0.05952380952380952
pos_prop_ADV,0.04477611940298507,0.035326086956521736,0.0340632603406326,0.02976190476190476
pos_prop_PRON,0.014925373134328358,0.029891304347826088,0.0170316301703163,0.025793650793650792
pos_prop_ADJ,0.08955223880597014,0.07608695652173914,0.11435523114355231,0.1111111111111111
pos_prop_SCONJ,0.009328358208955223,0.01358695652173913,0.004866180048661801,0.005952380952380952
pos_prop_PART,0.007462686567164179,0.005434782608695652,0.0170316301703163,0.011904761904761904
pos_prop_SYM,0.0018656716417910447,0.002717391304347826,,
pos_prop_INTJ,0.0018656716417910447,,,
connectives,13,7,4,4
duplicate_ngram_chr_fraction_7,,,0.1144534115920763,
duplicate_ngram_chr_fraction_8,,,0.1144534115920763,
duplicate_ngram_chr_fraction_9,,,0.0425531914893617,
duplicate_ngram_chr_fraction_10,,,0.0425531914893617,
