,explain,human,create,continue
pos_prop_DET,0.0707395498392283,0.07183364839319471,0.05974025974025974,0.062264150943396226
pos_prop_NOUN,0.2379421221864952,0.2495274102079395,0.24415584415584415,0.25849056603773585
pos_prop_VERB,0.11254019292604502,0.0888468809073724,0.13246753246753246,0.10943396226415095
pos_prop_ADP,0.1157556270096463,0.11342155009451796,0.11428571428571428,0.12264150943396226
pos_prop_ADJ,0.11254019292604502,0.1342155009451796,0.14545454545454545,0.15660377358490565
pos_prop_PROPN,0.07395498392282958,0.0661625708884688,0.04415584415584416,0.03773584905660377
pos_prop_PUNCT,0.11254019292604502,0.11909262759924386,0.10649350649350649,0.11132075471698114
pos_prop_ADV,0.028938906752411574,0.030245746691871456,0.04155844155844156,0.020754716981132074
pos_prop_PRON,0.022508038585209004,0.011342155009451797,0.01818181818181818,0.016981132075471698
pos_prop_SCONJ,0.01607717041800643,0.00945179584120983,0.012987012987012988,0.01509433962264151
pos_prop_CCONJ,0.04823151125401929,0.043478260869565216,0.02857142857142857,0.033962264150943396
pos_prop_AUX,0.022508038585209004,0.03213610586011342,0.03116883116883117,0.03773584905660377
pos_prop_NUM,0.00964630225080386,0.011342155009451797,0.007792207792207792,0.0018867924528301887
pos_prop_PART,0.01607717041800643,0.011342155009451797,0.012987012987012988,0.01509433962264151
passed_quality_check,True,True,True,True
n_stop_words,110.0,177.0,119.0,178.0
alpha_ratio,0.8810289389067524,0.8638941398865785,0.8831168831168831,0.8811320754716981
mean_word_length,5.221864951768489,5.030245746691872,5.6103896103896105,5.3943396226415095
doc_length,311.0,529.0,385.0,530.0
duplicate_ngram_chr_fraction_5,0.074034902168165,0.014800514800514801,,0.017512077294685992
duplicate_ngram_chr_fraction_6,0.03172924378635643,,,
top_ngram_chr_fraction_2,0.013220518244315178,0.008043758043758044,0.00801924619085806,0.006038647342995169
top_ngram_chr_fraction_3,0.015864621893178214,0.016087516087516088,0.01603849238171612,0.012077294685990338
top_ngram_chr_fraction_4,0.03172924378635643,0.019305019305019305,0.024057738572574178,
dependency_distance_mean,3.066205130200228,3.3845672519581105,2.94433954858301,2.874415156320759
dependency_distance_std,0.6433436928398374,0.7787874048538858,0.4336757325260066,0.5861792600332474
prop_adjacent_dependency_relation_mean,0.478443880919371,0.44174199073000053,0.4845718360838104,0.4718064422107872
prop_adjacent_dependency_relation_std,0.05115746776940591,0.04936115293792487,0.03230007697694163,0.06472214072816085
first_order_coherence,0.8493707071651112,0.8699111388279841,0.8714574525753657,0.8536524960869237
second_order_coherence,0.8328811407089234,0.8482957631349564,0.8750546791336753,0.8699195749229856
flesch_reading_ease,31.602219696969712,27.335276572668135,18.601113360323893,25.272461538461556
flesch_kincaid_grade,14.54459090909091,17.626980167338086,17.20040935672515,15.547538461538462
smog,16.728156217252725,18.3970566412798,17.907686093502885,16.70814287864207
gunning_fog,19.05757575757576,21.848218159281068,20.69851551956815,19.018119658119655
automated_readability_index,17.22644242424242,21.52675859931825,20.879021592442648,18.419294871794868
coleman_liau_index,16.86269090909091,16.37449023861171,19.472397660818718,18.076837606837604
lix,60.007575757575765,69.58800743724822,71.92172739541161,65.28034188034188
rix,8.5,12.071428571428571,12.0,9.8
entropy,7.3021242737604055,12.878469019210595,8.820392252649564,12.85615625185105
perplexity,1483.4478322000773,391785.2038419115,6770.92001575931,383140.19740602345
per_word_perplexity,4.7699287209005705,740.6147520641049,17.586805235738467,722.9060328415537
token_length_mean,5.774545454545454,5.624728850325379,6.190058479532164,5.976495726495727
token_length_median,5.0,5.0,6.0,5.0
token_length_std,3.162290204716034,3.228828283577382,3.28234966065862,3.2974807312641965
sentence_length_mean,22.916666666666668,32.92857142857143,26.307692307692307,23.4
sentence_length_median,22.5,27.5,29.0,23.0
sentence_length_std,4.940619619260546,18.218766955745252,5.875432755054865,7.472616676907761
syllables_per_token_mean,1.7963636363636364,1.7266811279826464,1.909356725146199,1.8653846153846154
syllables_per_token_median,1.0,1.0,2.0,1.0
syllables_per_token_std,1.0763513512812435,1.0220580468017133,1.149866580716617,1.0845843179159915
n_tokens,275,461,342,468
n_unique_tokens,151,249,208,255
proportion_unique_tokens,0.5490909090909091,0.5401301518438177,0.6081871345029239,0.5448717948717948
n_characters,1624,2661,2160,2859
n_sentences,12,14,13,20
connectives,13,17,10,16
pos_prop_X,,0.007561436672967864,,
oov_ratio,,0.005671077504725898,0.0025974025974025974,0.0037735849056603774
