,continue,human,create,explain
flesch_reading_ease,28.314599022259245,42.79364581474212,15.908787515006026,43.564267241379326
flesch_kincaid_grade,14.244690035365092,11.408642691415313,17.484881952781112,12.58629310344828
smog,16.35954948731386,13.087092788941725,18.432939080055544,13.74005525859948
gunning_fog,18.746369877262328,13.962555773692666,21.442230225423504,15.044827586206896
automated_readability_index,17.882733513625965,13.774308406210956,21.99004401760704,15.615275862068962
coleman_liau_index,19.389199084668196,16.016334106728532,21.072290249433106,15.510252873563214
lix,67.91855627210319,54.395948598964836,76.73482726423903,55.77298850574713
rix,9.545454545454545,6.269230769230769,13.176470588235293,7.4
token_length_mean,6.237986270022883,5.7146171693735495,6.464852607709751,5.55632183908046
token_length_median,6.0,5.0,7.0,5.0
token_length_std,3.232858129983231,3.2661868583380103,3.3311915620650625,3.141626387110619
sentence_length_mean,19.863636363636363,16.576923076923077,25.941176470588236,21.75
sentence_length_median,19.5,18.0,25.0,19.5
sentence_length_std,7.99030921318531,9.536057389327329,9.038939215711583,6.9273010617411455
syllables_per_token_mean,1.8718535469107551,1.740139211136891,1.945578231292517,1.6689655172413793
syllables_per_token_median,2.0,1.0,2.0,1.0
syllables_per_token_std,1.0089120027794336,1.0159922991095738,1.026512354282391,0.9969275034258014
n_tokens,437,431,441,435
n_unique_tokens,240,232,262,247
proportion_unique_tokens,0.5491990846681922,0.5382830626450116,0.5941043083900227,0.5678160919540229
n_characters,2782,2555,2924,2487
n_sentences,22,26,17,20
entropy,11.88926571191466,12.755474271051014,11.150081895866123,12.77988569469278
perplexity,145694.27697726144,346443.2387462129,69569.52532192205,355004.4823418031
per_word_perplexity,296.1265792220761,662.4153704516499,135.34927105432305,702.9791729540655
passed_quality_check,True,True,True,True
n_stop_words,163.0,151.0,131.0,172.0
alpha_ratio,0.8841463414634146,0.8107074569789675,0.8443579766536965,0.8514851485148515
mean_word_length,5.654471544715447,4.88527724665392,5.688715953307393,4.924752475247525
doc_length,492.0,523.0,514.0,505.0
duplicate_ngram_chr_fraction_5,0.03917910447761194,,,
duplicate_ngram_chr_fraction_6,0.03917910447761194,,,
duplicate_ngram_chr_fraction_7,0.03917910447761194,,,
duplicate_ngram_chr_fraction_8,0.03917910447761194,,,
duplicate_ngram_chr_fraction_9,0.03917910447761194,,,
duplicate_ngram_chr_fraction_10,0.03917910447761194,,,
top_ngram_chr_fraction_2,0.011194029850746268,0.017467248908296942,0.013408820023837902,0.002745367192862045
top_ngram_chr_fraction_3,0.01585820895522388,0.021834061135371178,0.003575685339690107,
top_ngram_chr_fraction_4,0.025186567164179104,0.020154517971111858,,
oov_ratio,0.016260162601626018,0.011472275334608031,0.023346303501945526,0.015841584158415842
pos_prop_PROPN,0.028455284552845527,0.05736137667304015,0.058365758754863814,0.0297029702970297
pos_prop_PUNCT,0.1016260162601626,0.13001912045889102,0.1245136186770428,0.12871287128712872
pos_prop_NOUN,0.30691056910569103,0.2829827915869981,0.311284046692607,0.30297029702970296
pos_prop_AUX,0.04065040650406504,0.045889101338432124,0.023346303501945526,0.027722772277227723
pos_prop_DET,0.06504065040650407,0.04206500956022945,0.04474708171206226,0.06534653465346535
pos_prop_ADJ,0.11178861788617886,0.10133843212237094,0.11673151750972763,0.08712871287128712
pos_prop_ADP,0.11788617886178862,0.11854684512428298,0.10311284046692606,0.12475247524752475
pos_prop_PRON,0.018292682926829267,0.0076481835564053535,0.009727626459143969,0.019801980198019802
pos_prop_VERB,0.12195121951219512,0.07839388145315487,0.10505836575875487,0.09306930693069307
pos_prop_CCONJ,0.042682926829268296,0.030592734225621414,0.033073929961089495,0.039603960396039604
pos_prop_ADV,0.008130081300813009,0.03441682600382409,0.019455252918287938,0.031683168316831684
pos_prop_PART,0.016260162601626018,0.011472275334608031,0.011673151750972763,0.02178217821782178
pos_prop_X,0.012195121951219513,0.03824091778202677,0.01556420233463035,
pos_prop_SCONJ,0.008130081300813009,0.0057361376673040155,0.0019455252918287938,0.009900990099009901
first_order_coherence,0.7568566529523759,0.5178258313238621,0.7967506386339664,0.7854778327439961
second_order_coherence,0.7443252526223659,0.6151945631330212,0.7970165689786275,0.8019317388534546
dependency_distance_mean,2.420284707471127,2.616983653466617,3.0582604627498298,2.8514677168299043
dependency_distance_std,0.8125288686773939,1.078320652524436,0.8816000053764608,0.5574161409358058
prop_adjacent_dependency_relation_mean,0.4708013292869261,0.4686472538232299,0.48127523865657895,0.4608611931207096
prop_adjacent_dependency_relation_std,0.052827936114532514,0.06935156069376759,0.06711463236021235,0.06739885905453769
connectives,8,15,7,10
connectives_cap,4,6,1,2
pos_prop_NUM,,0.015296367112810707,0.013618677042801557,0.015841584158415842
pos_prop_SYM,,,0.007782101167315175,0.0019801980198019802
