,create,human,explain,continue
entropy,14.145076991316394,12.683546915394391,11.957078645979017,12.910365756683634
perplexity,1390365.1817932425,322399.5569517058,155916.93024569692,404483.3111608764
per_word_perplexity,2837.479962843352,601.4917107307944,360.0852892510321,879.3115460019053
first_order_coherence,0.7100267226205152,0.5669494867324829,0.8249633950846536,0.8860636313756307
second_order_coherence,0.7891571521759033,0.7418409394366401,0.7956739526528579,0.8820444302899497
token_length_mean,5.995348837209303,5.950934579439252,5.8273972602739725,5.945137157107232
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.6878148498378676,3.5762618275612246,3.4594029207670607,3.515123370930066
sentence_length_mean,23.88888888888889,26.75,24.333333333333332,25.0625
sentence_length_median,27.0,25.5,22.0,27.0
sentence_length_std,13.490279994165713,16.731332881752127,8.67691701521277,5.760520267302251
syllables_per_token_mean,1.9186046511627908,1.838785046728972,1.7726027397260273,1.8927680798004987
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,1.2446641115883599,1.1498437197999194,1.1397260273972603,1.1715550416176375
n_tokens,430,428,365,401
n_unique_tokens,207,238,195,188
proportion_unique_tokens,0.4813953488372093,0.5560747663551402,0.5342465753424658,0.4688279301745636
n_characters,2638,2655,2195,2443
n_sentences,18,16,15,16
flesch_reading_ease,20.273824289405695,24.122535046728984,32.174474885844774,21.268382948877843
flesch_kincaid_grade,16.3662015503876,16.54016355140187,14.816712328767121,16.519038341645885
smog,17.5058628484301,17.902376739606552,15.988067610193283,17.971250198000288
gunning_fog,20.160206718346252,20.700000000000003,18.062100456621007,20.798067331670822
automated_readability_index,18.752537467700257,19.97390186915888,18.183707762557077,19.10284600997506
coleman_liau_index,18.213581395348836,18.084953271028038,17.24865753424658,17.976359102244384
lix,64.35400516795866,67.17056074766356,61.593607305936075,65.46150249376558
rix,9.666666666666666,10.8125,9.066666666666666,10.125
dependency_distance_mean,2.635227880556191,3.2911640808509057,3.0116703850243067,3.0954533823127273
dependency_distance_std,0.9882843167989296,1.732722723559436,0.5181986858388047,0.5656200639051346
prop_adjacent_dependency_relation_mean,0.464351059533331,0.4462993263783546,0.45446117643377665,0.4236157227022599
prop_adjacent_dependency_relation_std,0.05819369982539026,0.05028713195608507,0.06133101776839704,0.07038109014629067
pos_prop_NOUN,0.24897959183673468,0.24813432835820895,0.2817551963048499,0.26521739130434785
pos_prop_PUNCT,0.10816326530612246,0.15298507462686567,0.14780600461893764,0.12391304347826088
pos_prop_ADP,0.1306122448979592,0.09888059701492537,0.12702078521939955,0.11956521739130435
pos_prop_DET,0.09795918367346938,0.041044776119402986,0.06928406466512702,0.0782608695652174
pos_prop_PROPN,0.04285714285714286,0.09328358208955224,0.06004618937644342,0.041304347826086954
pos_prop_VERB,0.09795918367346938,0.08395522388059702,0.07390300230946882,0.09565217391304348
pos_prop_ADJ,0.1306122448979592,0.10634328358208955,0.12009237875288684,0.14130434782608695
pos_prop_AUX,0.024489795918367346,0.033582089552238806,0.020785219399538105,0.02391304347826087
pos_prop_ADV,0.02040816326530612,0.03171641791044776,0.03233256351039261,0.030434782608695653
pos_prop_CCONJ,0.04081632653061224,0.03917910447761194,0.04157043879907621,0.043478260869565216
pos_prop_SCONJ,0.004081632653061225,0.005597014925373134,0.004618937644341801,0.002173913043478261
pos_prop_PRON,0.018367346938775512,0.007462686567164179,0.011547344110854504,0.015217391304347827
pos_prop_PART,0.0163265306122449,0.009328358208955223,0.004618937644341801,0.017391304347826087
pos_prop_NUM,0.0020408163265306124,0.005597014925373134,0.0023094688221709007,
pos_prop_X,0.0163265306122449,0.03917910447761194,,
passed_quality_check,True,True,True,True
n_stop_words,173.0,140.0,135.0,153.0
alpha_ratio,0.8693877551020408,0.7947761194029851,0.8406466512702079,0.8717391304347826
mean_word_length,5.383673469387755,4.9533582089552235,5.069284064665127,5.310869565217391
doc_length,490.0,536.0,433.0,460.0
duplicate_ngram_chr_fraction_5,0.1114015027768703,0.05084745762711865,0.02823529411764706,0.08251057827926657
duplicate_ngram_chr_fraction_6,0.05880431231623652,0.009778357235984355,0.02823529411764706,0.038787023977433006
duplicate_ngram_chr_fraction_7,0.05880431231623652,,,
top_ngram_chr_fraction_2,0.011760862463247305,0.014341590612777053,0.011764705882352941,0.012693935119887164
top_ngram_chr_fraction_3,0.035282587389741916,0.017926988265971316,0.011764705882352941,0.017983074753173484
top_ngram_chr_fraction_4,0.020581509310682783,0.02151238591916558,,0.02221438645980254
oov_ratio,0.053061224489795916,0.054104477611940295,0.050808314087759814,0.03695652173913044
connectives,9,19,14,11
pos_prop_SYM,,0.0037313432835820895,0.0023094688221709007,
pos_prop_INTJ,,,,0.002173913043478261
