,human,continue,explain,create
entropy,12.472777387468078,12.466823493789258,6.862206849769576,12.29517880710917
perplexity,261130.9768564809,259580.85000843386,955.4733286305296,218639.34113093154
per_word_perplexity,509.0272453342708,606.4973131038174,3.7915608278989272,502.61917501363575
first_order_coherence,0.505522980839014,0.8218820936539594,0.8821743130683899,0.8986417182854244
second_order_coherence,0.60798403651764,0.8594821579754353,0.8677546041352409,0.9005752985294049
token_length_mean,5.7156398104265405,6.005405405405406,5.865470852017937,6.624338624338624
token_length_median,5.0,6.0,5.0,7.0
token_length_std,3.256738103387336,3.3434038284315557,3.2226525335954865,3.3510071472926724
sentence_length_mean,16.23076923076923,20.555555555555557,24.77777777777778,25.2
sentence_length_median,18.0,23.0,22.0,23.0
sentence_length_std,9.889029244990835,5.659036256998598,9.565885888902615,5.552176750308536
syllables_per_token_mean,1.7393364928909953,1.8405405405405406,1.7443946188340806,1.9894179894179893
syllables_per_token_median,1.0,1.0,1.0,2.0
syllables_per_token_std,1.0156675649110514,1.0182017692731924,0.9851600522660816,1.0388710701608364
n_tokens,422,370,223,378
n_unique_tokens,229,200,145,218
proportion_unique_tokens,0.542654028436019,0.5405405405405406,0.6502242152466368,0.5767195767195767
n_characters,2503,2280,1337,2561
n_sentences,26,18,9,15
flesch_reading_ease,43.212901932191045,30.261381381381398,34.109770802192344,12.95223809523813
flesch_kincaid_grade,11.264170616113748,14.145045045045048,14.657189835575487,17.71313227513227
smog,12.960234197811797,16.11434528070225,14.867677710551934,18.878054631974784
gunning_fog,13.790885891359824,18.276276276276274,16.727254608868957,22.14349206349206
automated_readability_index,13.606048122493618,17.13323723723724,18.58525660189337,22.37063492063492
coleman_liau_index,15.984265402843604,18.07178378378379,17.49434977578475,21.976507936507925
lix,54.38242799854174,64.8798798798799,65.13652217239661,77.84550264550265
rix,6.1923076923076925,9.11111111111111,10.0,13.266666666666667
dependency_distance_mean,2.565701602184566,2.614038365094,2.9395505171034078,2.916309314288742
dependency_distance_std,1.1440699458781534,0.47533088161823694,0.5261555851917338,0.41787283322745294
prop_adjacent_dependency_relation_mean,0.4654421256181017,0.4609240010280186,0.45862392030141486,0.4686955344912338
prop_adjacent_dependency_relation_std,0.06581255932264922,0.06427618259347383,0.057902816684792816,0.0643060013926623
pos_prop_DET,0.04093567251461988,0.08878504672897196,0.06746031746031746,0.08045977011494253
pos_prop_NOUN,0.2807017543859649,0.3037383177570093,0.28174603174603174,0.3080459770114943
pos_prop_ADP,0.1189083820662768,0.11682242990654206,0.1111111111111111,0.12183908045977011
pos_prop_ADJ,0.10136452241715399,0.09813084112149532,0.11507936507936507,0.135632183908046
pos_prop_PUNCT,0.13060428849902533,0.13551401869158877,0.10714285714285714,0.1310344827586207
pos_prop_PROPN,0.05847953216374269,0.030373831775700934,0.027777777777777776,0.016091954022988506
pos_prop_AUX,0.04678362573099415,0.030373831775700934,0.03968253968253968,0.016091954022988506
pos_prop_VERB,0.07992202729044834,0.09579439252336448,0.1111111111111111,0.1103448275862069
pos_prop_ADV,0.03313840155945419,0.016355140186915886,0.01984126984126984,0.020689655172413793
pos_prop_CCONJ,0.031189083820662766,0.04439252336448598,0.05555555555555555,0.041379310344827586
pos_prop_X,0.03898635477582846,,,
pos_prop_PART,0.011695906432748537,0.011682242990654205,0.01984126984126984,0.006896551724137931
pos_prop_PRON,0.007797270955165692,0.02336448598130841,0.031746031746031744,0.004597701149425287
pos_prop_NUM,0.01364522417153996,0.002336448598130841,,
pos_prop_SCONJ,0.005847953216374269,0.002336448598130841,0.011904761904761904,0.006896551724137931
passed_quality_check,True,True,True,True
n_stop_words,149.0,149.0,88.0,131.0
alpha_ratio,0.8109161793372319,0.8644859813084113,0.8849206349206349,0.8689655172413793
mean_word_length,4.879142300194932,5.327102803738318,5.305555555555555,5.88735632183908
doc_length,513.0,428.0,252.0,435.0
top_ngram_chr_fraction_2,0.01783264746227709,0.02040045334340763,,0.0340599455040872
top_ngram_chr_fraction_3,0.022290809327846366,0.014733660748016623,,0.04223433242506812
top_ngram_chr_fraction_4,0.0205761316872428,,,
oov_ratio,0.011695906432748537,0.007009345794392523,0.015873015873015872,0.006896551724137931
connectives,15,9,6,7
duplicate_ngram_chr_fraction_5,,0.036267472610502456,,0.055177111716621256
duplicate_ngram_chr_fraction_6,,,,0.0326975476839237
