,human,continue,create,explain
pos_prop_NOUN,0.24250681198910082,0.2311495673671199,0.23980222496909764,0.23297491039426524
pos_prop_ADV,0.05040871934604905,0.07787391841779975,0.06798516687268233,0.06272401433691756
pos_prop_DET,0.1566757493188011,0.1508034610630408,0.11866501854140915,0.16666666666666666
pos_prop_VERB,0.05449591280653951,0.0815822002472188,0.09765142150803462,0.053763440860215055
pos_prop_AUX,0.01634877384196185,0.037082818294190356,0.030902348578491966,0.021505376344086023
pos_prop_PUNCT,0.10354223433242507,0.09023485784919653,0.09517923362175525,0.08243727598566308
pos_prop_ADJ,0.07629427792915532,0.10135970333745364,0.10877626699629171,0.06630824372759857
pos_prop_ADP,0.12806539509536785,0.10754017305315204,0.1100123609394314,0.12903225806451613
pos_prop_CCONJ,0.0340599455040872,0.034610630407911,0.04573547589616811,0.03225806451612903
pos_prop_PRON,0.014986376021798364,0.024721878862793572,0.030902348578491966,0.016129032258064516
pos_prop_PROPN,0.055858310626702996,0.014833127317676144,0.0173053152039555,0.06272401433691756
pos_prop_NUM,0.06130790190735695,0.007416563658838072,0.011124845488257108,0.04659498207885305
pos_prop_PART,0.0027247956403269754,0.003708281829419036,0.013597033374536464,
pos_prop_SCONJ,0.0013623978201634877,0.014833127317676144,0.012360939431396786,0.007168458781362007
pos_prop_X,0.0013623978201634877,0.006180469715698393,,0.0017921146953405018
dependency_distance_mean,3.134166178707883,3.002091948011341,2.7503697576467503,2.953865124622063
dependency_distance_std,0.7164850103847851,0.708024427845888,0.9128111425732431,1.155738250865381
prop_adjacent_dependency_relation_mean,0.4441772380894566,0.4474122265353626,0.45403179654197623,0.4589068361971384
prop_adjacent_dependency_relation_std,0.09016991271462292,0.07130216481987255,0.09514971069032108,0.11716488548241365
token_length_mean,6.157894736842105,6.561141304347826,6.441095890410959,6.037109375
token_length_median,5.0,6.0,5.0,5.0
token_length_std,3.7437036381231,3.8805620393059876,3.6354357812471605,3.721321306913327
sentence_length_mean,20.838709677419356,16.355555555555554,15.208333333333334,18.285714285714285
sentence_length_median,22.0,16.0,14.5,18.0
sentence_length_std,7.331314955738086,4.077883740675933,6.307926010627863,6.363159271805739
syllables_per_token_mean,2.109907120743034,2.224184782608696,2.223287671232877,2.072265625
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.426852494446797,1.3722846265589987,1.364221946746565,1.430913014282615
n_tokens,646,736,730,512
n_unique_tokens,318,365,398,262
proportion_unique_tokens,0.49226006191950467,0.49592391304347827,0.5452054794520548,0.51171875
n_characters,4134,4902,4781,3137
n_sentences,31,45,48,28
passed_quality_check,True,True,True,True
n_stop_words,301.0,338.0,338.0,235.0
alpha_ratio,0.8365122615803815,0.8875154511742892,0.892459826946848,0.8530465949820788
mean_word_length,5.632152588555858,6.059332509270704,5.909765142150803,5.621863799283154
doc_length,734.0,809.0,809.0,558.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.0,0.0947799750579013,0.0,0.0
duplicate_ngram_chr_fraction_6,0.0,0.0773205059682879,0.0,0.0
duplicate_ngram_chr_fraction_7,0.0,0.0773205059682879,0.0,0.0
duplicate_ngram_chr_fraction_8,0.0,0.0773205059682879,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.05594156422590415,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.028861571352218066,0.0,0.0
top_ngram_chr_fraction_2,0.023423053215533184,0.006413682522715126,0.011788175553137468,0.005783530707793996
top_ngram_chr_fraction_3,0.009862338196013972,0.02351683591662213,0.02085600290170475,0.019829248141007987
top_ngram_chr_fraction_4,0.0,0.010689470871191877,0.0,0.0
oov_ratio,0.025885558583106268,0.030902348578491966,0.00865265760197775,0.035842293906810034
flesch_reading_ease,32.39167067886376,30.663030586766553,31.42842046718576,35.622482181592815
flesch_kincaid_grade,17.434000798961353,17.03404710144928,16.57604452054795,15.994162946428574
smog,17.383296563728848,16.99224021665606,16.450337484745926,16.52667757954773
gunning_fog,20.285948267252575,20.944396135265702,20.384703196347033,19.345535714285717
automated_readability_index,17.993039049235996,17.65075332125604,16.511728310502285,16.14764229910714
coleman_liau_index,18.987987616099073,20.96972826086957,20.12734246575342,18.079453124999997
lix,60.9315889343853,60.105555555555554,57.400114155251146,56.957589285714285
rix,8.35483870967742,7.155555555555556,6.416666666666667,7.071428571428571
entropy,11.873443699374638,11.952639221454142,10.979305733017256,8.45474687896172
perplexity,143407.2407681488,155226.28297423924,58647.82288998352,4697.31749474448
per_word_perplexity,195.37771221818636,191.87426820054293,72.49421865263723,8.418131711011613
first_order_coherence,0.6186105752984683,0.7074037106199698,0.5946246082795427,0.5603188996513685
second_order_coherence,0.5893106830531153,0.6960376390191012,0.5911643038625303,0.528324854058715
connectives,14,27,29,18
connectives_cap,3,5,9,2
pos_prop_SPACE,,0.016069221260815822,,0.017921146953405017
