,continue,human,create,explain
dependency_distance_mean,2.6501445750040036,2.9395957140894238,2.4275746037588144,3.1919644835682774
dependency_distance_std,0.7850120297606394,1.0374125907145437,0.672679422650562,0.7195796311971703
prop_adjacent_dependency_relation_mean,0.462897156668783,0.42558545162424427,0.44062955738362086,0.4929395841047588
prop_adjacent_dependency_relation_std,0.09508795326836578,0.08344951075607941,0.08203159935699438,0.065151921929111
passed_quality_check,True,True,True,True
n_stop_words,240.0,197.0,222.0,144.0
alpha_ratio,0.8797595190380761,0.8450106157112527,0.8678861788617886,0.8912386706948641
mean_word_length,5.440881763527054,5.356687898089172,5.514227642276423,6.054380664652568
doc_length,499.0,471.0,492.0,331.0
duplicate_ngram_chr_fraction_5,0.028544243577545196,,0.012738853503184714,0.08133971291866028
duplicate_ngram_chr_fraction_6,0.028544243577545196,,,0.08133971291866028
duplicate_ngram_chr_fraction_7,0.028544243577545196,,,0.08133971291866028
top_ngram_chr_fraction_2,0.015223596574690771,0.0050150451354062184,0.009554140127388535,0.0234884732492388
oov_ratio,0.002004008016032064,0.03397027600849257,,0.0030211480362537764
entropy,8.548042116680637,7.65755088891754,8.03043184488999,5.226411224554496
perplexity,5156.648421286243,2116.567367058669,3073.068475682868,186.12364753696758
per_word_perplexity,10.33396477211672,4.493773603096962,6.246074137566805,0.5623070922566996
flesch_reading_ease,26.842087297333535,17.732583237657877,27.59238085480095,-2.116545454545445
flesch_kincaid_grade,12.72303698244674,14.627064676616918,12.06271135831382,18.473414141414143
smog,13.681092451943961,14.718211749993877,12.68835289967788,17.80541091248751
gunning_fog,15.734181964357498,16.831381553769614,14.761803278688525,21.25333333333333
automated_readability_index,13.511189870025461,15.052858783008041,13.116118266978923,19.711414141414146
coleman_liau_index,17.46879271070615,18.17990049751244,17.891428571428566,21.707070707070702
lix,47.0803296261557,48.79487179487179,47.677341920374715,58.18383838383838
rix,4.411764705882353,5.153846153846154,3.95,7.6
token_length_mean,6.047835990888383,6.104477611940299,6.201405152224824,6.632996632996633
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.6235107518814926,3.7348739514980123,3.5471660215345753,4.222353785694794
sentence_length_mean,12.911764705882353,15.461538461538462,10.675,19.8
sentence_length_median,13.0,12.0,10.0,21.0
sentence_length_std,4.960832751836681,9.21633486817655,4.474301621482396,4.475116385823576
syllables_per_token_mean,1.9726651480637813,2.0497512437810945,1.990632318501171,2.2323232323232323
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.203328699270991,1.404510303220196,1.1912665501960238,1.536283609840416
n_tokens,439,402,427,297
n_unique_tokens,221,274,252,152
proportion_unique_tokens,0.5034168564920274,0.681592039800995,0.5901639344262295,0.5117845117845118
n_characters,2715,2523,2713,2004
n_sentences,34,26,40,15
first_order_coherence,0.6714101235071818,0.48165661096572876,0.6738675702840854,0.7830075068133218
second_order_coherence,0.7016733451746404,0.4897066322543348,0.6100290582368249,0.7780625728460459
pos_prop_ADV,0.0841683366733467,0.0870488322717622,0.08536585365853659,0.08459214501510574
pos_prop_DET,0.12224448897795591,0.12101910828025478,0.1443089430894309,0.09969788519637462
pos_prop_ADJ,0.050100200400801605,0.06794055201698514,0.034552845528455285,0.09063444108761329
pos_prop_NOUN,0.1963927855711423,0.17834394904458598,0.2032520325203252,0.21148036253776434
pos_prop_VERB,0.1062124248496994,0.07218683651804671,0.10975609756097561,0.08157099697885196
pos_prop_PUNCT,0.12024048096192384,0.14437367303609341,0.13211382113821138,0.09969788519637462
pos_prop_CCONJ,0.050100200400801605,0.027600849256900213,0.04878048780487805,0.054380664652567974
pos_prop_AUX,0.07014028056112225,0.04246284501061571,0.08943089430894309,0.04833836858006042
pos_prop_PRON,0.06012024048096192,0.03184713375796178,0.046747967479674794,0.030211480362537766
pos_prop_ADP,0.07615230460921844,0.10828025477707007,0.06300813008130081,0.1148036253776435
pos_prop_SCONJ,0.03206412825651302,0.0021231422505307855,0.018292682926829267,0.03625377643504532
pos_prop_PART,0.02404809619238477,0.016985138004246284,0.018292682926829267,
pos_prop_PROPN,0.008016032064128256,0.07430997876857749,0.006097560975609756,0.03927492447129909
connectives,27,10,21,13
connectives_cap,12,0,8,0
pos_prop_X,,0.006369426751592357,,
pos_prop_NUM,,0.01910828025477707,,0.00906344410876133
top_ngram_chr_fraction_3,,,,0.0274032187907786
top_ngram_chr_fraction_4,,,,0.041757285776424534
