,human,create,explain,continue
entropy,6.509905317552198,8.194793065849842,5.930448476568075,8.138770811399542
perplexity,671.7628104326666,3622.0413903027734,376.32324814403137,3424.7056705559307
per_word_perplexity,1.4292825753886522,6.834040359061836,0.8833879064413882,7.01783948884412
dependency_distance_mean,3.398959919945677,2.8355794928969793,3.310779600177996,3.053268558018803
dependency_distance_std,1.1756414652463139,0.9806988881452087,0.8082710934671169,0.8928867385110417
prop_adjacent_dependency_relation_mean,0.4242907736229422,0.46892686339238704,0.44557639033574864,0.47142855927858784
prop_adjacent_dependency_relation_std,0.07858895543201952,0.09609759814301654,0.05923113604556841,0.09018582576888617
token_length_mean,6.847087378640777,6.95,7.201044386422977,6.968539325842697
token_length_median,6.0,6.0,5.0,6.0
token_length_std,4.465446222186396,4.683926415590522,4.810106739625828,4.586634111543298
sentence_length_mean,17.91304347826087,17.142857142857142,17.40909090909091,17.8
sentence_length_median,16.0,18.0,17.5,18.0
sentence_length_std,8.45403450625157,8.127177887075147,4.89581538300443,4.963869458396343
syllables_per_token_mean,2.2281553398058254,2.3041666666666667,2.4386422976501305,2.3235955056179773
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4915241097764067,1.5107887472737176,1.7315292249642875,1.53271606405541
n_tokens,412,480,383,445
n_unique_tokens,279,275,231,247
proportion_unique_tokens,0.6771844660194175,0.5729166666666666,0.6031331592689295,0.5550561797752809
n_characters,2879,3386,2801,3144
n_sentences,23,28,22,25
first_order_coherence,0.6046788096427917,0.6994261030383684,0.7004310658999852,0.755316324532032
second_order_coherence,0.6243529319763184,0.6797369718551636,0.7056962236762047,0.7644532193308291
passed_quality_check,True,True,True,True
n_stop_words,199.0,234.0,185.0,224.0
alpha_ratio,0.8638297872340426,0.9018867924528302,0.8990610328638498,0.9118852459016393
mean_word_length,6.125531914893617,6.388679245283019,6.575117370892019,6.442622950819672
doc_length,470.0,530.0,426.0,488.0
duplicate_ngram_chr_fraction_5,0.016129032258064516,,0.05655042412818096,0.059085841694537344
top_ngram_chr_fraction_2,0.0035842293906810036,0.007761966364812419,0.015080113100848256,0.006688963210702341
oov_ratio,0.02127659574468085,0.026415094339622643,0.03051643192488263,0.010245901639344262
flesch_reading_ease,0.15131912199242947,-5.497499999999974,-17.144365653928276,-7.808179775280877
flesch_kincaid_grade,17.688319966230484,18.284880952380956,19.975524566816997,18.77042696629214
smog,16.553128893708863,17.246800857434256,17.89609958753239,17.58133193835471
gunning_fog,19.49531447868299,21.107142857142858,22.316116781390935,21.502022471910113
automated_readability_index,19.776303292528496,19.875928571428567,21.191464514597676,20.291820224719103
coleman_liau_index,22.808446601941743,23.339333333333332,24.841879895561352,23.512089887640446
lix,60.14605318699873,57.97619047619048,61.27332067410397,59.822471910112355
rix,7.565217391304348,7.0,7.636363636363637,7.48
pos_prop_PROPN,0.023404255319148935,0.033962264150943396,0.011737089201877934,0.01639344262295082
pos_prop_VERB,0.08936170212765958,0.08679245283018867,0.09389671361502347,0.0778688524590164
pos_prop_PUNCT,0.12340425531914893,0.09433962264150944,0.10093896713615023,0.08811475409836066
pos_prop_NUM,0.01702127659574468,0.007547169811320755,,
pos_prop_NOUN,0.2127659574468085,0.2188679245283019,0.2511737089201878,0.2520491803278688
pos_prop_ADP,0.09787234042553192,0.10754716981132076,0.11737089201877934,0.11885245901639344
pos_prop_DET,0.1276595744680851,0.12264150943396226,0.12910798122065728,0.14549180327868852
pos_prop_AUX,0.05319148936170213,0.04905660377358491,0.046948356807511735,0.055327868852459015
pos_prop_ADV,0.09787234042553192,0.06415094339622641,0.0892018779342723,0.05737704918032787
pos_prop_SCONJ,0.02553191489361702,0.016981132075471698,0.028169014084507043,0.020491803278688523
pos_prop_CCONJ,0.02553191489361702,0.0509433962264151,0.028169014084507043,0.040983606557377046
pos_prop_ADJ,0.06382978723404255,0.08679245283018867,0.06103286384976526,0.0860655737704918
pos_prop_PRON,0.029787234042553193,0.035849056603773584,0.03755868544600939,0.030737704918032786
pos_prop_PART,0.01276595744680851,0.020754716981132074,0.004694835680751174,0.010245901639344262
connectives,21,13,18,19
connectives_cap,5,4,4,3
pos_prop_X,,0.0037735849056603774,,
duplicate_ngram_chr_fraction_6,,,0.05655042412818096,0.038461538461538464
duplicate_ngram_chr_fraction_7,,,0.05655042412818096,0.038461538461538464
