,human,continue,explain,create
flesch_reading_ease,21.33183174153993,23.139931530898878,10.483493589743603,6.896737044145908
flesch_kincaid_grade,14.153417049876197,13.486471207865176,16.103173076923074,16.760505658878817
smog,14.640823905337864,13.720815070044132,16.62779280708321,15.545800919492986
gunning_fog,16.658318594505367,15.450140449438203,19.81794871794872,17.704441061618905
automated_readability_index,14.672859332625869,12.724698033707867,16.900608974358974,16.716789330862404
coleman_liau_index,17.648249027237352,16.03011235955056,19.525000000000002,18.9609980806142
lix,54.680815941516336,46.49051966292135,57.95833333333333,51.554768680918656
rix,6.090909090909091,4.53125,7.041666666666667,6.0344827586206895
dependency_distance_mean,2.6757554671704513,2.529906502247108,3.098401098729134,3.1184198445634097
dependency_distance_std,1.0540571129962661,0.6346058792604375,0.6771582132504437,0.8837322869359808
prop_adjacent_dependency_relation_mean,0.4448811722534581,0.4599611846790345,0.4364660293265592,0.47976200497569654
prop_adjacent_dependency_relation_std,0.08125619240910832,0.08452998711549026,0.0782297456569722,0.0795088369418999
entropy,9.799552144806041,9.242964086687286,8.352801372706669,11.328294574754334
perplexity,18025.67022977875,10331.617025394105,4242.047670090865,83141.11091975428
per_word_perplexity,31.29456637114366,20.82987303506876,9.162090000196253,142.6091096393727
passed_quality_check,True,True,True,True
n_stop_words,248.0,236.0,202.0,275.0
alpha_ratio,0.8489583333333334,0.8971774193548387,0.8876889848812095,0.8936535162950258
mean_word_length,5.472222222222222,5.284274193548387,5.760259179265659,5.639794168096055
doc_length,576.0,496.0,463.0,583.0
top_ngram_chr_fraction_2,0.02361148376710491,0.01631321370309951,0.017845554834523037,0.02098085496984002
top_ngram_chr_fraction_3,0.016903675878722834,0.03915171288743882,0.040558079169370535,0.015735641227380016
oov_ratio,0.010416666666666666,0.0020161290322580645,0.0064794816414686825,0.010291595197255575
first_order_coherence,0.5715589972678572,0.6671153614597936,0.7645054174506146,0.7118296325206757
second_order_coherence,0.5340265170220406,0.6764653116464615,0.7457046007568185,0.7106798953480191
token_length_mean,6.011673151750973,5.775280898876405,6.298076923076923,6.1919385796545106
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.5849691512409434,3.3195126520226603,3.777793942369795,4.102058408907107
sentence_length_mean,15.575757575757576,13.90625,17.333333333333332,17.96551724137931
sentence_length_median,14.0,14.0,16.5,17.0
sentence_length_std,8.907029239910713,4.875701071384504,6.148622248565572,5.442380048703905
syllables_per_token_mean,2.0058365758754864,2.004494382022472,2.112980769230769,2.147792706333973
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.2836766947175748,1.2947525998862712,1.313474824659686,1.4970347925419634
n_tokens,514,445,416,521
n_unique_tokens,287,207,227,226
proportion_unique_tokens,0.5583657587548638,0.4651685393258427,0.5456730769230769,0.43378119001919385
n_characters,3152,2621,2667,3288
n_sentences,33,32,24,29
pos_prop_ADV,0.07118055555555555,0.06048387096774194,0.06911447084233262,0.03430531732418525
pos_prop_ADP,0.09895833333333333,0.07258064516129033,0.09719222462203024,0.1097770154373928
pos_prop_DET,0.14930555555555555,0.1693548387096774,0.16198704103671707,0.15437392795883362
pos_prop_NOUN,0.22743055555555555,0.2217741935483871,0.23110151187904968,0.2469982847341338
pos_prop_PROPN,0.026041666666666668,0.012096774193548387,0.032397408207343416,0.0274442538593482
pos_prop_VERB,0.06076388888888889,0.09475806451612903,0.0755939524838013,0.07375643224699828
pos_prop_X,0.003472222222222222,,,0.0017152658662092624
pos_prop_NUM,0.04513888888888889,,0.012958963282937365,0.0017152658662092624
pos_prop_PUNCT,0.1076388888888889,0.1028225806451613,0.10151187904967603,0.10634648370497427
pos_prop_ADJ,0.08333333333333333,0.08064516129032258,0.08207343412526998,0.07890222984562607
pos_prop_AUX,0.034722222222222224,0.05241935483870968,0.0367170626349892,0.048027444253859346
pos_prop_PRON,0.036458333333333336,0.04838709677419355,0.03023758099352052,0.044596912521440824
pos_prop_SCONJ,0.010416666666666666,0.018145161290322582,0.02159827213822894,0.008576329331046312
pos_prop_PART,0.010416666666666666,0.016129032258064516,0.0064794816414686825,0.0137221269296741
pos_prop_CCONJ,0.034722222222222224,0.05040322580645161,0.04103671706263499,0.04974271012006861
connectives,16,4,16,6
duplicate_ngram_chr_fraction_5,,0.08091353996737358,0.06651524983776769,0.022029897718332022
duplicate_ngram_chr_fraction_6,,0.023491027732463296,0.036340038935756006,0.022029897718332022
duplicate_ngram_chr_fraction_7,,0.023491027732463296,0.036340038935756006,0.022029897718332022
top_ngram_chr_fraction_4,,0.035236541598694944,0.020441271901362752,
duplicate_ngram_chr_fraction_8,,,0.036340038935756006,0.022029897718332022
