,explain,human,create,continue
entropy,6.324844665138716,7.657685261237488,7.494361753412715,8.005936867868929
perplexity,558.2710879673895,2116.851794235249,1797.8769102228173,2998.7081788695555
per_word_perplexity,1.24614082135578,4.484855496261121,3.833426247809845,6.107348633135551
dependency_distance_mean,2.906262722915509,2.9450902195839292,2.6452354142597976,2.680170084168636
dependency_distance_std,1.193914872960633,1.032029329427569,0.7642388686156149,0.760416315394784
prop_adjacent_dependency_relation_mean,0.46921777650251134,0.4235250120638047,0.45450868238351655,0.4461098637594193
prop_adjacent_dependency_relation_std,0.0856582947864807,0.0840098284424361,0.06728397621585555,0.07483849321998268
token_length_mean,6.492462311557789,6.104218362282879,6.083932853717027,6.229024943310658
token_length_median,6.0,5.0,5.0,5.0
token_length_std,3.718579383378702,3.730240856247511,3.798921451797895,3.739192584072627
sentence_length_mean,14.74074074074074,15.5,14.892857142857142,14.225806451612904
sentence_length_median,14.0,12.0,15.5,14.0
sentence_length_std,6.6644029078357665,9.170395511980596,6.078881979644693,5.2468711255090215
syllables_per_token_mean,2.1532663316582914,2.0496277915632755,2.0983213429256593,2.077097505668934
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.310616443407744,1.4027688360405597,1.4452177193941937,1.291326977327869
n_tokens,398,403,417,441
n_unique_tokens,245,274,234,260
proportion_unique_tokens,0.6155778894472361,0.6799007444168734,0.5611510791366906,0.5895691609977324
n_characters,2634,2529,2589,2797
n_sentences,27,26,28,31
first_order_coherence,0.6754416485245411,0.4838140386343002,0.6449333258249141,0.5831610086063544
second_order_coherence,0.6563535651564598,0.4916796838321413,0.6205682413509259,0.5883026117908543
passed_quality_check,True,True,True,True
n_stop_words,201.0,197.0,234.0,236.0
alpha_ratio,0.8816964285714286,0.8453389830508474,0.8891257995735607,0.8981670061099797
mean_word_length,5.879464285714286,5.358050847457627,5.520255863539446,5.696537678207739
doc_length,448.0,472.0,469.0,491.0
duplicate_ngram_chr_fraction_5,0.0462046204620462,,,0.03274637009576769
top_ngram_chr_fraction_2,0.015841584158415842,0.005003335557038025,0.014970059880239521,0.022242817423540315
top_ngram_chr_fraction_3,0.01485148514851485,,0.013972055888223553,
oov_ratio,0.008928571428571428,0.03389830508474576,,
flesch_reading_ease,9.70681648985672,17.703988833746934,14.200764388489233,16.67335747202111
flesch_kincaid_grade,15.567431602456729,14.640607940446653,14.978406132237065,14.467815083022455
smog,15.222703865037271,14.718211749993877,14.756829357015494,14.73741203866853
gunning_fog,18.0571003163968,16.820347394540942,17.08424117848578,17.3002999049082
automated_readability_index,16.51986785780756,15.07086848635236,14.671752312435764,15.021610708799649
coleman_liau_index,20.367638190954775,18.18312655086849,17.985995203836932,18.7459410430839
lix,53.93672064023823,48.75062034739454,48.22619047619047,52.321044546851
rix,5.777777777777778,5.153846153846154,4.964285714285714,5.419354838709677
pos_prop_DET,0.10267857142857142,0.12076271186440678,0.10874200426439233,0.13441955193482688
pos_prop_NOUN,0.18973214285714285,0.18008474576271186,0.18763326226012794,0.19144602851323828
pos_prop_VERB,0.08482142857142858,0.07203389830508475,0.10021321961620469,0.12016293279022404
pos_prop_PRON,0.04017857142857143,0.03177966101694915,0.06823027718550106,0.05091649694501019
pos_prop_ADP,0.08928571428571429,0.10805084745762712,0.09594882729211088,0.07128309572301425
pos_prop_ADJ,0.08705357142857142,0.06779661016949153,0.07036247334754797,0.059063136456211814
pos_prop_CCONJ,0.04017857142857143,0.02754237288135593,0.04904051172707889,0.05295315682281059
pos_prop_PUNCT,0.109375,0.1440677966101695,0.11087420042643924,0.10183299389002037
pos_prop_PROPN,0.03571428571428571,0.07415254237288135,0.019189765458422176,0.002036659877800407
pos_prop_ADV,0.09151785714285714,0.08686440677966102,0.08955223880597014,0.09775967413441955
pos_prop_AUX,0.08258928571428571,0.0423728813559322,0.053304904051172705,0.07331975560081466
pos_prop_SCONJ,0.024553571428571428,0.00211864406779661,0.017057569296375266,0.02240325865580448
pos_prop_NUM,0.013392857142857142,0.019067796610169493,,
pos_prop_X,0.004464285714285714,0.006355932203389831,,
pos_prop_PART,0.004464285714285714,0.01694915254237288,0.029850746268656716,0.02240325865580448
connectives,18,10,25,22
connectives_cap,0,0,5,8
duplicate_ngram_chr_fraction_6,,,,0.03274637009576769
duplicate_ngram_chr_fraction_7,,,,0.03274637009576769
duplicate_ngram_chr_fraction_8,,,,0.03274637009576769
