,human,create,explain,continue
dependency_distance_mean,3.2371897238394274,3.090322165932124,3.2756243366028026,3.581143161078427
dependency_distance_std,1.146814122364772,1.0088063543468182,1.0366746368008244,0.7621534765436005
prop_adjacent_dependency_relation_mean,0.44893714221905157,0.43919121088047147,0.45398197615047564,0.44948739628833906
prop_adjacent_dependency_relation_std,0.09271991884407478,0.10963579079675558,0.12028898156584551,0.08569631032957917
passed_quality_check,True,True,True,True
n_stop_words,196.0,218.0,180.0,233.0
alpha_ratio,0.835820895522388,0.8658088235294118,0.8662131519274376,0.8911290322580645
mean_word_length,5.59275053304904,5.926470588235294,6.086167800453515,5.875
doc_length,469.0,544.0,441.0,496.0
duplicate_ngram_chr_fraction_5,0.029763830475574248,0.04106998108619292,0.03644646924829157,0.09104433204403452
top_ngram_chr_fraction_2,0.013587835651892591,0.05674142123750338,0.019524894240156198,0.031240702171972626
oov_ratio,0.0255863539445629,0.025735294117647058,0.024943310657596373,0.010080645161290322
entropy,7.649616277699544,8.500035913655537,6.627192720610223,8.927768607856962
perplexity,2099.8396794948562,4914.945350783861,755.358688554357,7538.4254117209775
per_word_perplexity,4.477270105532742,9.034826012470333,1.7128314933205373,15.198438330082617
flesch_reading_ease,5.520126501541398,-12.567615899581568,-3.8532480818414,2.0476055194805554
flesch_kincaid_grade,16.907075582013395,19.762197489539755,18.020051150895146,18.032621753246755
smog,16.39362981844241,17.58133193835471,17.122413403193683,17.845785984406827
gunning_fog,19.24018284256405,21.037121338912137,20.917647058823533,21.181168831168833
automated_readability_index,16.918957159562027,19.247531380753138,18.799258312020463,18.88320211038961
coleman_liau_index,19.31061124694376,21.499246861924686,22.069872122762145,20.36267857142857
lix,53.723928989050705,56.56769874476987,57.153452685421996,58.97970779220779
rix,6.391304347826087,7.16,6.826086956521739,7.863636363636363
token_length_mean,6.254278728606357,6.606694560669456,6.736572890025576,6.397321428571429
token_length_median,5.0,6.0,6.0,5.0
token_length_std,4.14574192021279,4.423231409655111,4.308401062194388,4.223466750985933
sentence_length_mean,17.782608695652176,19.12,17.0,20.363636363636363
sentence_length_median,14.0,20.0,16.0,19.5
sentence_length_std,10.664677665848421,8.439526053043501,7.575704874652001,7.790118767594185
syllables_per_token_mean,2.1662591687041566,2.3640167364016738,2.286445012787724,2.1763392857142856
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.6270139872596896,1.7288235097179139,1.5388557865787467,1.593141828239157
n_tokens,409,478,391,448
n_unique_tokens,237,241,206,220
proportion_unique_tokens,0.5794621026894865,0.50418410041841,0.5268542199488491,0.49107142857142855
n_characters,2623,3224,2684,2914
n_sentences,23,25,23,22
first_order_coherence,0.594076311046427,0.5462960952427238,0.634754207323898,0.7491952166670844
second_order_coherence,0.5600136192072005,0.566830063805632,0.5907487844427427,0.7425847500562668
pos_prop_NOUN,0.2260127931769723,0.24632352941176472,0.2471655328798186,0.24798387096774194
pos_prop_DET,0.11727078891257996,0.11397058823529412,0.12471655328798185,0.12903225806451613
pos_prop_PROPN,0.0255863539445629,0.03125,0.024943310657596373,0.012096774193548387
pos_prop_X,0.008528784648187633,0.01838235294117647,0.006802721088435374,0.006048387096774193
pos_prop_PUNCT,0.1257995735607676,0.11397058823529412,0.11337868480725624,0.0967741935483871
pos_prop_ADV,0.0767590618336887,0.05514705882352941,0.06575963718820861,0.07661290322580645
pos_prop_AUX,0.02771855010660981,0.03308823529411765,0.027210884353741496,0.04233870967741935
pos_prop_PRON,0.04051172707889126,0.02022058823529412,0.022675736961451247,0.03225806451612903
pos_prop_VERB,0.07462686567164178,0.08272058823529412,0.08616780045351474,0.07056451612903226
pos_prop_SCONJ,0.021321961620469083,0.022058823529411766,0.03854875283446712,0.016129032258064516
pos_prop_ADJ,0.05970149253731343,0.08272058823529412,0.08390022675736962,0.06653225806451613
pos_prop_CCONJ,0.021321961620469083,0.042279411764705885,0.02947845804988662,0.05040322580645161
pos_prop_ADP,0.1279317697228145,0.10661764705882353,0.10204081632653061,0.12701612903225806
pos_prop_NUM,0.04051172707889126,0.012867647058823529,0.022675736961451247,0.014112903225806451
pos_prop_PART,0.006396588486140725,0.01838235294117647,0.0045351473922902496,0.012096774193548387
connectives,13,9,10,18
connectives_cap,3,3,0,5
duplicate_ngram_chr_fraction_6,,0.04106998108619292,0.01887406443215099,0.09104433204403452
top_ngram_chr_fraction_3,,0.030262091326668468,0.02342987308818744,0.06069622136268968
top_ngram_chr_fraction_4,,0.025128343690894353,0.028636511552229092,
duplicate_ngram_chr_fraction_7,,,0.01887406443215099,0.06010116036893782
