,create,human,explain,continue
flesch_reading_ease,21.855302175664832,19.15808991554897,9.967370689655212,27.26941013185288
flesch_kincaid_grade,13.41128659683051,14.260879284649778,17.272385057471265,12.41434189220449
smog,13.8614814582182,14.247517357945082,17.267425705330172,13.123314189856412
gunning_fog,16.11184528605963,16.161053154495775,19.964367816091954,15.043534582465881
automated_readability_index,13.228162771958097,14.53279185295579,18.909568965517245,12.880423317140874
coleman_liau_index,17.128584474885837,17.86393442622951,19.622873563218388,17.114198473282432
lix,46.672307279076016,47.984600099354196,56.23275862068966,46.51468887346749
rix,4.352941176470588,4.909090909090909,7.5,4.121212121212121
dependency_distance_mean,2.653924147545528,2.833358939020649,3.6818071981781655,2.399799710025912
dependency_distance_std,0.7618296301354561,1.1504375924261496,1.109175276870917,0.7036908220959825
prop_adjacent_dependency_relation_mean,0.4548324117403065,0.4271425802337502,0.4670406374539439,0.48198611540276276
prop_adjacent_dependency_relation_std,0.09017231926750295,0.08164819762652888,0.05372054615597874,0.07131913938331583
entropy,9.644484903730863,9.052095349988802,6.95466829951551,7.830051662379772
perplexity,15436.419572750478,8536.405956266522,1048.0308479509765,2515.059304011706
per_word_perplexity,31.502897087245874,14.76886843644727,2.680385800386129,5.6773347720354534
passed_quality_check,True,True,True,True
n_stop_words,250.0,240.0,181.0,214.0
alpha_ratio,0.8938775510204081,0.8339100346020761,0.887468030690537,0.8871331828442438
mean_word_length,5.461224489795918,5.27681660899654,5.67774936061381,5.45372460496614
doc_length,490.0,578.0,391.0,443.0
duplicate_ngram_chr_fraction_5,0.018631545133311916,,0.07830151928320997,0.023504273504273504
top_ngram_chr_fraction_2,0.012849341471249599,0.005517241379310344,0.01090767432800935,0.012464387464387465
top_ngram_chr_fraction_3,0.04240282685512368,,0.02103622906116089,0.028846153846153848
first_order_coherence,0.7364274191133904,0.4479137121234089,0.7749343196551005,0.6195189312566072
second_order_coherence,0.709241802804172,0.4520422557008363,0.7912743730204446,0.6337176424361044
token_length_mean,5.9908675799086755,6.065573770491803,6.255747126436781,6.020356234096692
token_length_median,5.0,5.0,5.0,5.0
token_length_std,3.696216586663217,3.636647945202395,3.8864036894286196,3.504209446160848
sentence_length_mean,12.882352941176471,14.787878787878787,21.75,11.909090909090908
sentence_length_median,13.5,12.0,22.0,12.0
sentence_length_std,3.8559709686052677,10.338974733055602,6.309714732061981,4.508333269682202
syllables_per_token_mean,2.0319634703196345,2.040983606557377,2.0660919540229883,1.979643765903308
syllables_per_token_median,2.0,2.0,2.0,2.0
syllables_per_token_std,1.2941319188255564,1.3754137439128524,1.316866584259719,1.1871203961390475
n_tokens,438,488,348,393
n_unique_tokens,209,310,191,219
proportion_unique_tokens,0.4771689497716895,0.6352459016393442,0.5488505747126436,0.5572519083969466
n_characters,2676,3050,2220,2416
n_sentences,34,33,16,33
pos_prop_NOUN,0.21836734693877552,0.1782006920415225,0.19437340153452684,0.18961625282167044
pos_prop_VERB,0.10612244897959183,0.06920415224913495,0.08184143222506395,0.12189616252821671
pos_prop_ADP,0.07959183673469387,0.10380622837370242,0.10230179028132992,0.05869074492099323
pos_prop_DET,0.16326530612244897,0.11591695501730104,0.11253196930946291,0.13318284424379231
pos_prop_PUNCT,0.10612244897959183,0.15397923875432526,0.10997442455242967,0.11286681715575621
pos_prop_CCONJ,0.05918367346938776,0.02422145328719723,0.04092071611253197,0.06320541760722348
pos_prop_ADJ,0.05102040816326531,0.0657439446366782,0.08184143222506395,0.04966139954853273
pos_prop_ADV,0.05918367346938776,0.08996539792387544,0.08439897698209718,0.10835214446952596
pos_prop_AUX,0.05102040816326531,0.04325259515570934,0.05370843989769821,0.06772009029345373
pos_prop_PRON,0.061224489795918366,0.03460207612456748,0.05115089514066496,0.056433408577878104
pos_prop_PART,0.026530612244897958,0.015570934256055362,0.010230179028132993,0.009029345372460496
pos_prop_SCONJ,0.012244897959183673,0.0017301038062283738,0.028132992327365727,0.01805869074492099
pos_prop_PROPN,0.006122448979591836,0.07958477508650519,0.03836317135549872,0.011286681715575621
connectives,12,16,15,29
oov_ratio,,0.03806228373702422,0.0076726342710997444,
pos_prop_X,,0.005190311418685121,0.0076726342710997444,
pos_prop_NUM,,0.01903114186851211,0.0025575447570332483,
duplicate_ngram_chr_fraction_6,,,0.030385664199454616,
duplicate_ngram_chr_fraction_7,,,0.030385664199454616,
duplicate_ngram_chr_fraction_8,,,0.030385664199454616,
top_ngram_chr_fraction_4,,,0.037397740553174914,
