,human-full,continue,explain,human-cont,create
first_order_coherence,0.6877357440610086,0.7563511346067701,0.8220392790707675,0.6767797573254659,0.8105892360210418
second_order_coherence,0.6950539896885554,0.7175606623291969,0.8184165179729461,0.7000114703178406,0.7828536253226431
flesch_reading_ease,65.67272169502618,66.63772727272729,46.269309400230696,66.04644300144302,41.51731884057975
flesch_kincaid_grade,8.547713241710301,8.210560928433267,12.788659169550176,8.298051948051953,12.910248447204967
smog,11.080906280650957,10.832165505486643,13.943154165760404,11.05711978918934,15.215562675241255
gunning_fog,11.490597731239092,11.091682785299808,15.584890426758939,11.346608946608947,16.93581780538302
automated_readability_index,10.242915575916232,10.452502417794967,16.45962514417532,9.972113997113993,16.328424430641824
coleman_liau_index,10.91050610820244,11.602234042553189,15.239723183391003,10.991948051948047,16.313565217391297
lix,44.60782068062827,44.484526112185684,60.76153402537486,44.38383838383838,58.42650103519669
rix,4.78125,4.681818181818182,8.833333333333334,4.666666666666667,8.0
passed_quality_check,True,True,True,True,True
n_stop_words,290.0,200.0,121.0,243.0,184.0
alpha_ratio,0.8316546762589928,0.8561797752808988,0.9034267912772586,0.8362989323843416,0.888030888030888
mean_word_length,4.18705035971223,4.357303370786517,5.052959501557632,4.201067615658363,5.175675675675675
doc_length,695.0,445.0,321.0,562.0,518.0
duplicate_ngram_chr_fraction_5,0.02613440551407237,0.028546712802768166,,0.028338646829613887,
duplicate_ngram_chr_fraction_6,0.022975301550832855,0.028546712802768166,,0.028338646829613887,
top_ngram_chr_fraction_2,0.011200459506031017,0.011678200692041523,0.012565445026178011,0.010626992561105207,0.004781638508128785
top_ngram_chr_fraction_3,0.010051694428489374,0.00865051903114187,,0.010626992561105207,0.0133885878227606
top_ngram_chr_fraction_4,0.01723147616312464,,,0.017711654268508677,
entropy,20.59929726286424,13.236400534118804,7.679464643797562,17.147251755560962,12.993992990305802
perplexity,883407602.341255,560396.8845622658,2163.4612393681455,27987030.252557125,439763.77657450555
per_word_perplexity,1271090.075311158,1259.318841712957,6.739754639776154,49798.98621451446,848.9648196419026
token_length_mean,4.823734729493892,4.954787234042553,5.4878892733564015,4.85064935064935,5.691304347826087
token_length_median,4.0,4.0,5.0,4.0,6.0
token_length_std,2.80774210357851,2.7172769648430792,2.7717105335617673,2.836334597793093,2.970933544319648
sentence_length_mean,17.90625,17.09090909090909,24.083333333333332,17.11111111111111,21.904761904761905
sentence_length_median,17.5,17.0,19.5,15.0,21.0
sentence_length_std,8.719086015030474,6.381144745612875,13.792862485922042,9.101621073898842,6.4135627266030975
syllables_per_token_mean,1.4537521815008727,1.452127659574468,1.6089965397923875,1.4588744588744589,1.691304347826087
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8165226921668122,0.7528991799652824,0.866158461805278,0.8357781643974564,0.9280241017664128
n_tokens,573,376,289,462,460
n_unique_tokens,312,216,182,262,285
proportion_unique_tokens,0.5445026178010471,0.574468085106383,0.629757785467128,0.5670995670995671,0.6195652173913043
n_characters,2910,1939,1622,2361,2681
n_sentences,32,22,12,27,21
dependency_distance_mean,2.807687953071764,2.8429704054873075,2.9165771698060703,2.7592315990028404,2.843831195286967
dependency_distance_std,0.5469924862627749,0.7614139624408043,0.5412766943005975,0.5503616833567437,0.4900444329372155
prop_adjacent_dependency_relation_mean,0.435082692951416,0.4338631511855456,0.44560234007964183,0.4277102848049414,0.45882363673033183
prop_adjacent_dependency_relation_std,0.07151371222780499,0.07553252203341126,0.06983052697762777,0.07450315558574463,0.07891474552128841
pos_prop_PROPN,0.08920863309352518,0.02696629213483146,0.13395638629283488,0.07473309608540925,0.052123552123552123
pos_prop_PUNCT,0.1539568345323741,0.14382022471910114,0.08411214953271028,0.15658362989323843,0.10231660231660232
pos_prop_DET,0.06474820143884892,0.04719101123595506,0.056074766355140186,0.06405693950177936,0.05791505791505792
pos_prop_ADJ,0.058992805755395686,0.06292134831460675,0.08099688473520249,0.05871886120996441,0.0888030888030888
pos_prop_NUM,0.014388489208633094,0.0022471910112359553,0.009345794392523364,0.0071174377224199285,0.009652509652509652
pos_prop_NOUN,0.1553956834532374,0.1662921348314607,0.21495327102803738,0.15480427046263345,0.23745173745173745
pos_prop_VERB,0.1223021582733813,0.14831460674157304,0.11214953271028037,0.12633451957295375,0.138996138996139
pos_prop_SCONJ,0.014388489208633094,0.015730337078651686,0.01557632398753894,0.01601423487544484,0.025096525096525095
pos_prop_PRON,0.08920863309352518,0.12359550561797752,0.059190031152647975,0.09430604982206406,0.0694980694980695
pos_prop_AUX,0.051798561151079135,0.051685393258426963,0.01557632398753894,0.05338078291814947,0.023166023166023165
pos_prop_PART,0.03597122302158273,0.024719101123595506,0.03115264797507788,0.03914590747330961,0.02895752895752896
pos_prop_ADP,0.09352517985611511,0.10786516853932585,0.12461059190031153,0.09074733096085409,0.10231660231660232
pos_prop_ADV,0.034532374100719423,0.04044943820224719,0.028037383177570093,0.03914590747330961,0.032818532818532815
pos_prop_SYM,0.0014388489208633094,,,,
pos_prop_CCONJ,0.02014388489208633,0.038202247191011236,0.03426791277258567,0.02491103202846975,0.03088803088803089
connectives,12,11,10,12,16
