,human-full,continue,human-cont,explain,create
dependency_distance_mean,2.9333950100818895,2.7695052618515428,3.0154784144357105,2.847488960016218,2.8354631273937536
dependency_distance_std,1.0492384740261274,0.45594746680765486,0.8857537128209874,0.5907079736814741,0.4949674073074774
prop_adjacent_dependency_relation_mean,0.4097817635832753,0.5045284494141512,0.41928570717713687,0.48469466916027687,0.48725220896188637
prop_adjacent_dependency_relation_std,0.11771969681545365,0.046290788345275065,0.10324894940654333,0.075172701086555,0.04786316314506859
passed_quality_check,True,True,True,True,True
n_stop_words,384.0,150.0,326.0,162.0,219.0
alpha_ratio,0.8401682439537329,0.9316939890710383,0.8393524283935243,0.9056122448979592,0.8998357963875205
mean_word_length,4.127234490010515,5.344262295081967,4.155666251556663,4.732142857142857,5.302134646962233
doc_length,951.0,366.0,803.0,392.0,609.0
duplicate_ngram_chr_fraction_5,0.06955046649703138,,0.07646176911544228,0.02722323049001815,
duplicate_ngram_chr_fraction_6,0.041560644614079725,,0.04897551224387806,,
duplicate_ngram_chr_fraction_7,0.010602205258693808,,0.01249375312343828,,
top_ngram_chr_fraction_2,0.018023748939779476,0.032722513089005235,0.02123938030984508,0.007259528130671506,0.02786624203821656
top_ngram_chr_fraction_3,0.026717557251908396,,0.031484257871064465,0.029945553539019964,0.01910828025477707
top_ngram_chr_fraction_4,0.02820186598812553,,0.033233383308345826,,
oov_ratio,0.011566771819137749,0.02185792349726776,0.012453300124533,0.02040816326530612,
entropy,29.418358993565395,8.585141368873442,25.471844719491177,10.250369528042413,14.210863322339186
perplexity,5973529015520.615,5351.54920432009,115420142343.1815,28292.99504392745,1484907.9211534066
per_word_perplexity,6281313370.684138,14.621719137486584,143736167.3015959,72.17600776512104,2438.2724485277613
first_order_coherence,0.7169088042444653,0.864855367403764,0.7590604547796578,0.7913536363177829,0.7993437424302101
second_order_coherence,0.6974454624312264,0.8707383076349894,0.759205946964877,0.7887641752467436,0.7914504071940547
flesch_reading_ease,66.17179940396673,35.156035502958616,64.51551351351355,61.436858506038476,37.32610996309964
flesch_kincaid_grade,9.327246942760251,14.353524936601861,9.775807807807805,9.305647830624718,13.439000738007383
smog,12.137299328119639,16.87026097715182,12.340626583579944,12.114078956130353,15.697141804513542
gunning_fog,13.193861542150515,19.242941673710902,13.564684684684686,12.757357984195616,17.601889298892992
automated_readability_index,11.41512794162984,17.396458157227386,12.08846846846847,12.049926942000894,16.82706642066421
coleman_liau_index,10.505297845373889,16.37514792899408,10.854054054054053,12.806345609065154,17.062361623616237
lix,45.78566779707464,63.49196956889264,47.42522522522522,50.30699269420009,61.90140221402214
rix,5.216216216216216,9.5,5.6,5.894736842105263,8.72
pos_prop_DET,0.10410094637223975,0.07650273224043716,0.10834371108343711,0.07653061224489796,0.07389162561576355
pos_prop_NUM,0.010515247108307046,,0.009962640099626401,0.002551020408163265,0.0016420361247947454
pos_prop_PUNCT,0.15352260778128285,0.06557377049180328,0.15442092154420922,0.09183673469387756,0.09852216748768473
pos_prop_NOUN,0.1819137749737119,0.26229508196721313,0.18181818181818182,0.22704081632653061,0.2627257799671593
pos_prop_ADJ,0.04942166140904311,0.08469945355191257,0.047322540473225407,0.0663265306122449,0.08210180623973727
pos_prop_PROPN,0.08622502628811778,0.0546448087431694,0.08094645080946451,0.07653061224489796,0.06896551724137931
pos_prop_VERB,0.12933753943217666,0.12021857923497267,0.1320049813200498,0.14540816326530612,0.13136288998357964
pos_prop_PART,0.030494216614090432,0.02185792349726776,0.0323785803237858,0.025510204081632654,0.022988505747126436
pos_prop_CCONJ,0.02103049421661409,0.040983606557377046,0.019925280199252802,0.03571428571428571,0.026272577996715927
pos_prop_ADP,0.08096740273396424,0.1448087431693989,0.08094645080946451,0.10714285714285714,0.12643678160919541
pos_prop_PRON,0.07360672975814932,0.0546448087431694,0.07098381070983811,0.08163265306122448,0.042692939244663386
pos_prop_AUX,0.04206098843322818,0.03825136612021858,0.0410958904109589,0.02040816326530612,0.031198686371100164
pos_prop_SCONJ,0.019978969505783387,0.01912568306010929,0.021170610211706103,0.025510204081632654,0.021346469622331693
pos_prop_ADV,0.015772870662460567,0.01639344262295082,0.017434620174346202,0.017857142857142856,0.009852216748768473
pos_prop_SYM,0.0010515247108307045,,0.0012453300124533001,,
token_length_mean,4.7097591888466415,5.680473372781065,4.75975975975976,5.135977337110481,5.821033210332104
token_length_median,4.0,5.0,4.0,4.0,6.0
token_length_std,2.559441591467599,3.1460932494918348,2.568450755148708,2.742733426901795,3.0091006555704713
sentence_length_mean,21.324324324324323,24.142857142857142,22.2,18.57894736842105,21.68
sentence_length_median,21.0,23.0,21.0,19.0,22.0
sentence_length_std,11.568956723862248,6.277592155062809,10.805554127392078,3.9378833410547136,5.379367992617721
syllables_per_token_mean,1.4068441064638784,1.7396449704142012,1.4159159159159158,1.4957507082152974,1.7435424354243543
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7622286064216708,1.024967537942373,0.7728416533534506,0.8385939028442793,0.9957033140085696
n_tokens,789,338,666,353,542
n_unique_tokens,316,202,286,198,300
proportion_unique_tokens,0.4005069708491762,0.5976331360946746,0.4294294294294294,0.5609065155807366,0.5535055350553506
n_characters,3925,1956,3337,1855,3229
n_sentences,37,14,30,19,25
connectives,16,10,12,9,12
