,human-full,create,explain,continue,human-cont
dependency_distance_mean,2.616457005055845,2.545026870936973,2.8073929412275276,2.6279450748387796,2.566177847245412
dependency_distance_std,0.8012648753132321,0.38540504373745915,0.49767600519486366,0.36359019848298746,0.8242500050131824
prop_adjacent_dependency_relation_mean,0.405070433991335,0.4864098213721369,0.45910881098851025,0.4409523364683323,0.3897186009162401
prop_adjacent_dependency_relation_std,0.110973170116783,0.0686977884247272,0.07274094842015821,0.04073030717219394,0.11516912294601171
passed_quality_check,True,True,True,True,True
n_stop_words,286.0,235.0,68.0,153.0,226.0
alpha_ratio,0.8340425531914893,0.8998242530755711,0.8835616438356164,0.9017341040462428,0.8280961182994455
mean_word_length,4.221276595744681,5.057996485061511,4.328767123287672,4.890173410404624,4.096118299445472
doc_length,705.0,569.0,146.0,346.0,541.0
top_ngram_chr_fraction_2,0.02155051777218024,0.008862629246676515,,0.022011005502751375,0.02470984649943841
top_ngram_chr_fraction_3,0.005877413937867338,,,,
oov_ratio,0.0014184397163120568,,,,
entropy,19.696219788579764,14.823960873363708,3.7057872428761818,8.614541751488362,15.70975012433766
perplexity,358063100.9893236,2741349.494513416,40.68206137681235,5511.222525474347,6647491.5060848445
per_word_perplexity,507890.92338911153,4817.837424452401,0.27864425600556403,15.92838880194898,12287.41498352097
first_order_coherence,0.6333957313943435,0.8099831166090788,0.7534103393554688,0.8057036101818085,0.6204807182906994
second_order_coherence,0.653283980308157,0.8153551656466264,0.7885388016700745,0.845039216371683,0.6473361954644874
flesch_reading_ease,69.00722689075631,45.444653732809456,70.30412213740459,52.501458874458905,72.76410596026493
flesch_kincaid_grade,7.85747899159664,11.436774487791187,8.102464558342422,11.037480519480521,6.99081068737155
smog,10.355215969177355,14.244340213328723,9.606745405546679,13.241360182570464,9.753983421225431
gunning_fog,10.564705882352943,15.60148751052484,10.233805888767723,14.317229437229438,9.69198447134049
automated_readability_index,9.66216806722689,13.689207128824023,10.110883315158127,14.038225108225106,8.412331582553094
coleman_liau_index,10.663058823529408,15.067662082514726,10.31267175572519,14.220259740259738,9.80997792494481
lix,44.73109243697479,56.29252034802133,44.668484187568154,54.2995670995671,41.66925477658522
rix,4.714285714285714,6.928571428571429,4.857142857142857,6.933333333333334,4.068965517241379
pos_prop_PUNCT,0.14326241134751774,0.0984182776801406,0.10273972602739725,0.09248554913294797,0.14972273567467653
pos_prop_PROPN,0.1148936170212766,0.05799648506151142,0.0547945205479452,0.049132947976878616,0.09796672828096119
pos_prop_PRON,0.08226950354609928,0.08084358523725835,0.1095890410958904,0.11560693641618497,0.08502772643253234
pos_prop_VERB,0.11205673758865248,0.12478031634446397,0.136986301369863,0.12427745664739884,0.11275415896487985
pos_prop_ADP,0.1276595744680851,0.13884007029876977,0.1506849315068493,0.1329479768786127,0.12014787430683918
pos_prop_NOUN,0.17163120567375886,0.22495606326889278,0.1643835616438356,0.1936416184971098,0.17929759704251386
pos_prop_SCONJ,0.019858156028368795,0.015817223198594025,0.02054794520547945,0.028901734104046242,0.018484288354898338
pos_prop_DET,0.07092198581560284,0.056239015817223195,0.06164383561643835,0.046242774566473986,0.07578558225508318
pos_prop_ADJ,0.04113475177304964,0.08260105448154657,0.0684931506849315,0.08670520231213873,0.038817005545286505
pos_prop_AUX,0.03971631205673759,0.03163444639718805,0.0547945205479452,0.04046242774566474,0.04066543438077634
pos_prop_ADV,0.015602836879432624,0.026362038664323375,0.02054794520547945,0.02023121387283237,0.014787430683918669
pos_prop_NUM,0.02269503546099291,0.0035149384885764497,0.0136986301369863,0.011560693641618497,0.02033271719038817
pos_prop_PART,0.01702127659574468,0.0210896309314587,0.0136986301369863,0.028901734104046242,0.018484288354898338
pos_prop_CCONJ,0.019858156028368795,0.03690685413005272,0.0273972602739726,0.028901734104046242,0.025878003696857672
pos_prop_SYM,0.0014184397163120568,,,,0.0018484288354898336
token_length_mean,4.796638655462185,5.5265225933202355,4.709923664122138,5.35064935064935,4.677704194260485
token_length_median,4.0,5.0,4.0,5.0,4.0
token_length_std,2.6385612572168164,2.965715008355692,2.441650516777786,2.859326202375393,2.6011310209206404
sentence_length_mean,17.0,18.178571428571427,18.714285714285715,20.533333333333335,15.620689655172415
sentence_length_median,15.0,17.5,18.0,19.0,15.0
sentence_length_std,10.169983846032963,4.000478287731636,3.953815000885156,5.438954147832304,9.415371851954793
syllables_per_token_mean,1.4252100840336135,1.6895874263261297,1.3893129770992367,1.577922077922078,1.3973509933774835
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.714109716330156,0.9158662720131442,0.6124973168219088,0.8318534112596123,0.6912841510304577
n_tokens,595,509,131,308,453
n_unique_tokens,316,283,94,201,261
proportion_unique_tokens,0.5310924369747899,0.555992141453831,0.7175572519083969,0.6525974025974026,0.5761589403973509
n_characters,2976,2878,632,1692,2216
n_sentences,35,28,7,15,29
connectives,26,16,7,13,20
