,create,human-full,explain,continue,human-cont
flesch_reading_ease,47.271846153846184,65.67272169502618,50.63695049504952,42.26472357723577,66.04644300144302
flesch_kincaid_grade,11.833153846153845,8.547713241710301,11.214732673267328,12.796536585365853,8.298051948051953
smog,13.662883650711645,11.080906280650957,12.857556352371635,14.06817628641468,11.05711978918934
gunning_fog,14.85846153846154,11.490597731239092,13.822574257425742,15.453983739837401,11.346608946608947
automated_readability_index,15.21919230769231,10.242915575916232,14.52836633663366,16.6719918699187,9.972113997113993
coleman_liau_index,15.546615384615379,10.91050610820244,15.016435643564357,16.763902439024395,10.991948051948047
lix,58.684615384615384,44.60782068062827,54.85346534653465,59.06178861788618,44.38383838383838
rix,7.88,4.78125,7.0,8.133333333333333,4.666666666666667
pos_prop_VERB,0.12685337726523888,0.1223021582733813,0.11711711711711711,0.13896457765667575,0.12633451957295375
pos_prop_DET,0.054365733113673806,0.06474820143884892,0.06756756756756757,0.04904632152588556,0.06405693950177936
pos_prop_ADJ,0.0757825370675453,0.058992805755395686,0.07207207207207207,0.08719346049046321,0.05871886120996441
pos_prop_PROPN,0.05271828665568369,0.08920863309352518,0.14414414414414414,0.04632152588555858,0.07473309608540925
pos_prop_NOUN,0.21746293245469522,0.1553956834532374,0.21171171171171171,0.22615803814713897,0.15480427046263345
pos_prop_ADV,0.042833607907743,0.034532374100719423,0.02252252252252252,0.035422343324250684,0.03914590747330961
pos_prop_PUNCT,0.13344316309719934,0.1539568345323741,0.08108108108108109,0.09809264305177112,0.15658362989323843
pos_prop_ADP,0.10873146622734761,0.09352517985611511,0.0990990990990991,0.12806539509536785,0.09074733096085409
pos_prop_NUM,0.008237232289950576,0.014388489208633094,0.0045045045045045045,,0.0071174377224199285
pos_prop_SCONJ,0.019769357495881382,0.014388489208633094,0.02252252252252252,0.027247956403269755,0.01601423487544484
pos_prop_PRON,0.07742998352553541,0.08920863309352518,0.06306306306306306,0.09536784741144415,0.09430604982206406
pos_prop_CCONJ,0.023064250411861616,0.02014388489208633,0.04504504504504504,0.0326975476839237,0.02491103202846975
pos_prop_AUX,0.036243822075782535,0.051798561151079135,0.02252252252252252,0.013623978201634877,0.05338078291814947
pos_prop_PART,0.023064250411861616,0.03597122302158273,0.02702702702702703,0.021798365122615803,0.03914590747330961
dependency_distance_mean,3.0535735692830523,2.807687953071764,2.8552024806879617,2.7787650565942412,2.7592315990028404
dependency_distance_std,0.40175752979192336,0.5469924862627749,0.5225664664990136,0.3834967449301309,0.5503616833567437
prop_adjacent_dependency_relation_mean,0.4335670692693037,0.435082692951416,0.4505700698105417,0.46070567921914696,0.4277102848049414
prop_adjacent_dependency_relation_std,0.0636538230167148,0.07151371222780499,0.08330050622727077,0.0650391243269947,0.07450315558574463
entropy,14.950229077619259,20.59929726286424,5.497142472787319,8.894085429767662,17.147251755560962
perplexity,3110297.931942287,883407602.341255,243.9937164694732,7288.736058320444,27987030.252557125
per_word_perplexity,5124.049311272302,1271090.075311158,1.099070794907537,19.86031623520557,49798.98621451446
passed_quality_check,True,True,True,True,True
n_stop_words,232.0,290.0,87.0,143.0,243.0
alpha_ratio,0.8599670510708401,0.8316546762589928,0.9144144144144144,0.8991825613079019,0.8362989323843416
mean_word_length,4.927512355848435,4.18705035971223,5.094594594594595,5.267029972752043,4.201067615658363
doc_length,607.0,695.0,222.0,367.0,562.0
top_ngram_chr_fraction_2,0.011976047904191617,0.011200459506031017,0.012012012012012012,0.0070859167404783,0.010626992561105207
top_ngram_chr_fraction_3,0.00570287995437696,0.010051694428489374,,,0.010626992561105207
token_length_mean,5.573076923076923,4.823734729493892,5.49009900990099,5.7682926829268295,4.85064935064935
token_length_median,5.0,4.0,5.0,6.0,4.0
token_length_std,3.0170104525847963,2.80774210357851,2.7615465946019153,3.0784410866691605,2.836334597793093
sentence_length_mean,20.8,17.90625,20.2,21.866666666666667,17.11111111111111
sentence_length_median,21.0,17.5,21.0,21.0,15.0
sentence_length_std,4.732863826479693,8.719086015030474,4.728636167014756,6.195338749594103,9.101621073898842
syllables_per_token_mean,1.6365384615384615,1.4537521815008727,1.603960396039604,1.6829268292682926,1.4588744588744589
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9011806030368946,0.8165226921668122,0.8740393076417179,0.9419498301135374,0.8357781643974564
n_tokens,520,573,202,328,462
n_unique_tokens,326,312,138,218,262
proportion_unique_tokens,0.6269230769230769,0.5445026178010471,0.6831683168316832,0.6646341463414634,0.5670995670995671
n_characters,2991,2910,1131,1933,2361
n_sentences,25,32,10,15,27
first_order_coherence,0.8020205249389013,0.6877357440610086,0.7947710288895501,0.840821887765612,0.6767797573254659
second_order_coherence,0.7808637411698051,0.6950539896885554,0.7862335741519928,0.8390866059523362,0.7000114703178406
connectives,13,12,6,12,12
pos_prop_SYM,,0.0014388489208633094,,,
duplicate_ngram_chr_fraction_5,,0.02613440551407237,,,0.028338646829613887
duplicate_ngram_chr_fraction_6,,0.022975301550832855,,,0.028338646829613887
top_ngram_chr_fraction_4,,0.01723147616312464,,,0.017711654268508677
