,human,continue,create,explain
dependency_distance_mean,2.9645366375556343,2.7935311490270105,2.9846544324281417,2.952849264776305
dependency_distance_std,1.2638334495121915,0.7216543299064995,0.5579862339313654,0.7826208113007743
prop_adjacent_dependency_relation_mean,0.44523492646915647,0.4815337318201096,0.4579322517785161,0.490097933725357
prop_adjacent_dependency_relation_std,0.09727803307377192,0.05951714307620213,0.05080013851039225,0.07152197864585448
entropy,40.960240168239764,23.380493422358704,14.12837576939802,20.052689269174444
perplexity,6.149025336205204e+17,14256708750.150312,1367337.2171830938,511413628.14934987
per_word_perplexity,394421124836767.44,15038722.31028514,2245.2171053909587,605223.2285791122
first_order_coherence,0.6285278970996538,0.8388021000557475,0.876349937915802,0.8405795601698068
second_order_coherence,0.6559134627293263,0.8189386516809464,0.8658165304284346,0.8405381679534912
passed_quality_check,True,True,True,True
n_stop_words,474.0,352.0,202.0,288.0
alpha_ratio,0.7549711353431687,0.8786919831223629,0.8784893267651889,0.8532544378698225
mean_word_length,4.635022450288647,5.409282700421941,5.458128078817734,5.235502958579882
doc_length,1559.0,948.0,609.0,845.0
symbol_to_word_ratio_#,0.0,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.04801226849121151,0.11288963774220724,0.03228325956782088,0.02616165560327997
duplicate_ngram_chr_fraction_6,0.028547835319098738,0.10109519797809605,0.020307211663629265,0.012885591565794611
duplicate_ngram_chr_fraction_7,0.021705792143446975,0.089469250210615,0.0,0.012885591565794611
duplicate_ngram_chr_fraction_8,0.021705792143446975,0.039427127211457455,0.0,0.0
duplicate_ngram_chr_fraction_9,0.01486374896779521,0.02257792754844145,0.0,0.0
duplicate_ngram_chr_fraction_10,0.01486374896779521,0.02257792754844145,0.0,0.0
top_ngram_chr_fraction_2,0.010381031025126814,0.008087615838247682,0.005467326217130955,0.007028504490433424
top_ngram_chr_fraction_3,0.012976288781408517,0.010109519797809604,0.010413954699297057,0.008199921905505662
top_ngram_chr_fraction_4,0.00920136840863513,0.020219039595619208,0.015620932048945588,0.0
oov_ratio,0.040410519563822966,0.02109704641350211,0.011494252873563218,0.01893491124260355
flesch_reading_ease,51.0203823529412,30.11747074962946,24.47729281767957,34.86181782314941
flesch_kincaid_grade,11.604138607167005,14.812671481282916,16.26887134964483,15.306779109335704
smog,14.12802318397108,16.277475832285408,17.984332748092505,16.54921347029359
gunning_fog,15.538201487491548,18.413056230092405,20.8032622993949,19.062011145632983
automated_readability_index,15.205944016227178,17.828513986565333,19.75857142857143,19.633599151748285
coleman_liau_index,14.868360784313719,17.47477246207701,18.33524861878453,17.037816245006656
lix,56.72785665990534,67.15282727301397,73.92344119968429,68.29417566701188
rix,7.637931034482759,10.18918918918919,12.428571428571429,11.25925925925926
pos_prop_NOUN,0.23284156510583706,0.29641350210970463,0.2939244663382594,0.2532544378698225
pos_prop_AUX,0.03527902501603592,0.03691983122362869,0.0361247947454844,0.03550295857988166
pos_prop_DET,0.055163566388710714,0.06329113924050633,0.05582922824302135,0.06153846153846154
pos_prop_ADJ,0.07953816549069917,0.0759493670886076,0.11822660098522167,0.08402366863905325
pos_prop_ADP,0.09621552277100706,0.11814345991561181,0.11986863711001643,0.1076923076923077
pos_prop_CCONJ,0.042334830019243104,0.03691983122362869,0.034482758620689655,0.029585798816568046
pos_prop_PUNCT,0.15330339961513792,0.09177215189873418,0.10180623973727422,0.1076923076923077
pos_prop_VERB,0.06286080821039128,0.12658227848101267,0.12479474548440066,0.12189349112426036
pos_prop_PROPN,0.09364977549711354,0.010548523206751054,0.011494252873563218,0.06035502958579882
pos_prop_NUM,0.06478511866581142,0.0010548523206751054,0.003284072249589491,0.02485207100591716
pos_prop_ADV,0.023091725465041693,0.026371308016877638,0.019704433497536946,0.029585798816568046
pos_prop_X,0.028223220012828735,0.008438818565400843,,
pos_prop_INTJ,0.0006414368184733803,,,
pos_prop_SCONJ,0.009621552277100705,0.015822784810126583,0.013136288998357963,0.02485207100591716
pos_prop_PRON,0.013470173187940988,0.05168776371308017,0.03284072249589491,0.02603550295857988
pos_prop_PART,0.008338678640153944,0.0189873417721519,0.022988505747126436,0.014201183431952662
pos_prop_SYM,0.0006414368184733803,,,0.001183431952662722
token_length_mean,5.444705882352941,5.8763127187864646,6.0,5.765645805592543
token_length_median,5.0,5.0,6.0,5.0
token_length_std,3.365901885339218,3.285854046113225,3.206806756951104,3.093043106957459
sentence_length_mean,21.982758620689655,23.16216216216216,25.857142857142858,27.814814814814813
sentence_length_median,19.0,23.0,24.0,26.0
sentence_length_std,17.739971794976555,7.335635028475772,8.288176973920164,11.722207594631326
syllables_per_token_mean,1.5780392156862746,1.810968494749125,1.8453038674033149,1.6990679094540613
syllables_per_token_median,1.0,1.0,1.0,1.0
syllables_per_token_std,0.9468151352945908,1.0357534341581074,1.0326221560866435,0.9777752319304208
n_tokens,1275,857,543,751
n_unique_tokens,508,334,276,368
proportion_unique_tokens,0.3984313725490196,0.3897316219369895,0.5082872928176796,0.49001331557922767
n_characters,7226,5128,3324,4424
n_sentences,58,37,21,27
connectives,23,19,13,24
connectives_cap,8,4,3,4
pos_prop_SPACE,,0.02109704641350211,0.011494252873563218,0.01775147928994083
